train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
0.3245387077331543,9,0,,,,,,,,,,
0.25627896189689636,19,0,,,,,,,,,,
0.17315177619457245,29,0,,,,,,,,,,
0.26152464747428894,39,0,,,,,,,,,,
0.1220008060336113,49,0,,,,,,,,,,
0.17812474071979523,59,0,,,,,,,,,,
0.12180516123771667,69,0,,,,,,,,,,
0.12419620156288147,79,0,,,,,,,,,,
0.1022496223449707,89,0,,,,,,,,,,
,94,0,0.5459875464439392,0.09911101311445236,0.8952978253364563,0.49860724806785583,0.5864788293838501,,,,,
0.08124825358390808,99,1,,,,,,,,,,
0.14960812032222748,109,1,,,,,,,,,,
0.26028603315353394,119,1,,,,,,,,,,
0.12047439068555832,129,1,,,,,,,,,,
0.1469464898109436,139,1,,,,,,,,,,
0.06895879656076431,149,1,,,,,,,,,,
0.08383826166391373,159,1,,,,,,,,,,
0.11677712202072144,169,1,,,,,,,,,,
0.09326645731925964,179,1,,,,,,,,,,
0.06740736961364746,189,1,,,,,,,,,,
,189,1,0.5718846917152405,0.09033394604921341,0.9029305577278137,0.5292479395866394,0.617580235004425,,,,,
0.08868873864412308,199,2,,,,,,,,,,
0.08523734658956528,209,2,,,,,,,,,,
0.07161413878202438,219,2,,,,,,,,,,
0.1316840797662735,229,2,,,,,,,,,,
0.10910837352275848,239,2,,,,,,,,,,
0.12238536775112152,249,2,,,,,,,,,,
0.0882800817489624,259,2,,,,,,,,,,
0.10626372694969177,269,2,,,,,,,,,,
0.1075914278626442,279,2,,,,,,,,,,
,284,2,0.5692200064659119,0.09245744347572327,0.9024154543876648,0.5264623761177063,0.615818202495575,,,,,
0.10168687254190445,289,3,,,,,,,,,,
0.2373073697090149,299,3,,,,,,,,,,
0.15184710919857025,309,3,,,,,,,,,,
0.08816445618867874,319,3,,,,,,,,,,
0.07844194024801254,329,3,,,,,,,,,,
0.07136572897434235,339,3,,,,,,,,,,
0.07205630838871002,349,3,,,,,,,,,,
0.07594023644924164,359,3,,,,,,,,,,
0.08527541905641556,369,3,,,,,,,,,,
0.11551228165626526,379,3,,,,,,,,,,
,379,3,0.5925113558769226,0.08545991778373718,0.9072970747947693,0.5515320301055908,0.632419764995575,,,,,
0.1497952938079834,389,4,,,,,,,,,,
0.11203448474407196,399,4,,,,,,,,,,
0.0642353892326355,409,4,,,,,,,,,,
0.15962456166744232,419,4,,,,,,,,,,
0.04773048311471939,429,4,,,,,,,,,,
0.07727910578250885,439,4,,,,,,,,,,
0.10259998589754105,449,4,,,,,,,,,,
0.04084834083914757,459,4,,,,,,,,,,
0.07000311464071274,469,4,,,,,,,,,,
,474,4,0.6080700159072876,0.07995928078889847,0.91131991147995,0.5682451128959656,0.6472911238670349,,,,,
,475,5,,,,,,0.6080700159072876,0.07995928078889847,0.5682451128959656,0.91131991147995,0.6472911238670349
