epoch,step,train_loss,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_em,val_qa_bert_score,test_loss
0,9,0.10090339183807373,,,,,,
0,19,0.08491150289773941,,,,,,
0,29,0.09392127394676208,,,,,,
0,39,0.06285732239484787,,,,,,
0,49,0.04723428934812546,,,,,,
0,59,0.061587121337652206,,,,,,
0,69,0.054607030004262924,,,,,,
0,79,0.04886297881603241,,,,,,
0,89,0.09628038853406906,,,,,,
0,99,0.05519707500934601,,,,,,
0,109,0.052440568804740906,,,,,,
0,119,0.06330078095197678,,,,,,
0,129,0.05560866743326187,,,,,,
0,139,0.06360635161399841,,,,,,
0,149,0.038784969598054886,,,,,,
0,159,0.05793245881795883,,,,,,
0,169,0.06583191454410553,,,,,,
0,179,0.048160649836063385,,,,,,
0,189,0.07482090592384338,,,,,,
0,193,,0.08714774250984192,0.5231075286865234,0.4642178416252136,0.4179566502571106,0.879548966884613,
1,199,0.05528758466243744,,,,,,
1,209,0.04889893904328346,,,,,,
1,219,0.04224494472146034,,,,,,
1,229,0.08872412890195847,,,,,,
1,239,0.04894619062542915,,,,,,
1,249,0.03785063698887825,,,,,,
1,259,0.06112198904156685,,,,,,
1,269,0.03576754778623581,,,,,,
1,279,0.03299381956458092,,,,,,
1,289,0.055980537086725235,,,,,,
1,299,0.030106401070952415,,,,,,
1,309,0.04156069457530975,,,,,,
1,319,0.03264794871211052,,,,,,
1,329,0.026729078963398933,,,,,,
1,339,0.03519957885146141,,,,,,
1,349,0.029292266815900803,,,,,,
1,359,0.04205784201622009,,,,,,
1,369,0.04445052519440651,,,,,,
1,379,0.057153213769197464,,,,,,
1,387,,0.07875532656908035,0.7287641167640686,0.7085292339324951,0.6873065233230591,0.9346408247947693,
2,389,0.05333699658513069,,,,,,
2,399,0.043505068868398666,,,,,,
2,409,0.030576255172491074,,,,,,
2,419,0.04536691680550575,,,,,,
2,429,0.02437705546617508,,,,,,
2,439,0.0223070215433836,,,,,,
2,449,0.04183833301067352,,,,,,
2,459,0.03140385076403618,,,,,,
2,469,0.03294743224978447,,,,,,
2,479,0.01887722872197628,,,,,,
2,489,0.029573196545243263,,,,,,
2,499,0.025445453822612762,,,,,,
2,509,0.011993889696896076,,,,,,
2,519,0.052536360919475555,,,,,,
2,529,0.03536410629749298,,,,,,
2,539,0.012425392866134644,,,,,,
2,549,0.017372431233525276,,,,,,
2,559,0.04807407781481743,,,,,,
2,569,0.021262679249048233,,,,,,
2,579,0.018322033807635307,,,,,,
2,581,,0.08475261181592941,0.7432956099510193,0.7255988121032715,0.7058823704719543,0.9387780427932739,
3,589,0.02230841852724552,,,,,,
3,599,0.01602298580110073,,,,,,
3,609,0.03439546748995781,,,,,,
3,619,0.015631303191184998,,,,,,
3,629,0.014188835397362709,,,,,,
3,639,0.030629977583885193,,,,,,
3,649,0.05148519575595856,,,,,,
3,659,0.015226172283291817,,,,,,
3,669,0.013886621221899986,,,,,,
3,679,0.026215149089694023,,,,,,
3,689,0.01732931099832058,,,,,,
3,699,0.015417947433888912,,,,,,
3,709,0.009061147458851337,,,,,,
3,719,0.004422914236783981,,,,,,
3,729,0.009454899467527866,,,,,,
3,739,0.004944594111293554,,,,,,
3,749,0.02251993678510189,,,,,,
3,759,0.009629679843783379,,,,,,
3,769,0.016772577539086342,,,,,,
3,775,,0.11277525126934052,0.7392870783805847,0.7214482426643372,0.702786386013031,0.9370822310447693,
4,779,0.003215509932488203,,,,,,
4,789,0.022032195702195168,,,,,,
4,799,0.004223976284265518,,,,,,
4,809,0.0030260279309004545,,,,,,
4,819,0.0049602496437728405,,,,,,
4,829,0.007271056529134512,,,,,,
4,839,0.0026893962640315294,,,,,,
4,849,0.013243728317320347,,,,,,
4,859,0.01070416159927845,,,,,,
4,869,0.011792278848588467,,,,,,
4,879,0.0028058509342372417,,,,,,
4,889,0.006630742456763983,,,,,,
4,899,0.006087245419621468,,,,,,
4,909,0.0018404761794954538,,,,,,
4,919,0.004533437546342611,,,,,,
4,929,0.0027262396179139614,,,,,,
4,939,0.0037413579411804676,,,,,,
4,949,0.0035584699362516403,,,,,,
4,959,0.010022738017141819,,,,,,
4,969,0.003332552034407854,,,,,,
4,969,,0.14113423228263855,0.7396241426467896,0.7211854457855225,0.702786386013031,0.9370487332344055,
5,970,,,,,,,0.14113423228263855
