train_loss,step,epoch,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_loss,test_avg_qa_em,test_avg_qa_answer_f1
0.4583771228790283,9,0,,,,,,,,,,
0.2842690050601959,19,0,,,,,,,,,,
0.1984902173280716,29,0,,,,,,,,,,
0.19942811131477356,39,0,,,,,,,,,,
0.19028541445732117,49,0,,,,,,,,,,
0.18519483506679535,59,0,,,,,,,,,,
0.26267263293266296,69,0,,,,,,,,,,
0.13228555023670197,79,0,,,,,,,,,,
0.2076331377029419,89,0,,,,,,,,,,
0.14499953389167786,99,0,,,,,,,,,,
0.15739737451076508,109,0,,,,,,,,,,
0.13614502549171448,119,0,,,,,,,,,,
,119,0,0.13049568235874176,0.41935214400291443,0.4805746376514435,0.8664190173149109,0.35173824429512024,,,,,
0.17863382399082184,129,1,,,,,,,,,,
0.12291106581687927,139,1,,,,,,,,,,
0.18026991188526154,149,1,,,,,,,,,,
0.09410170465707779,159,1,,,,,,,,,,
0.10582257062196732,169,1,,,,,,,,,,
0.11158584803342819,179,1,,,,,,,,,,
0.12411367148160934,189,1,,,,,,,,,,
0.38897377252578735,199,1,,,,,,,,,,
0.12005513906478882,209,1,,,,,,,,,,
0.14267325401306152,219,1,,,,,,,,,,
0.28779879212379456,229,1,,,,,,,,,,
0.0991847813129425,239,1,,,,,,,,,,
,239,1,0.11166845262050629,0.4796442687511444,0.5317224264144897,0.8814850449562073,0.42331287264823914,,,,,
0.08361058682203293,249,2,,,,,,,,,,
0.09165357053279877,259,2,,,,,,,,,,
0.10944187641143799,269,2,,,,,,,,,,
0.08600356429815292,279,2,,,,,,,,,,
0.0773806944489479,289,2,,,,,,,,,,
0.11096739023923874,299,2,,,,,,,,,,
0.08111202716827393,309,2,,,,,,,,,,
0.09788725525140762,319,2,,,,,,,,,,
0.08489832282066345,329,2,,,,,,,,,,
0.11962714046239853,339,2,,,,,,,,,,
0.16630403697490692,349,2,,,,,,,,,,
0.11263354867696762,359,2,,,,,,,,,,
,359,2,0.10897079855203629,0.4938519597053528,0.5435740947723389,0.8850456476211548,0.43558281660079956,,,,,
0.10481880605220795,369,3,,,,,,,,,,
0.11150484532117844,379,3,,,,,,,,,,
0.08332826942205429,389,3,,,,,,,,,,
0.11393167078495026,399,3,,,,,,,,,,
0.16347908973693848,409,3,,,,,,,,,,
0.12886591255664825,419,3,,,,,,,,,,
0.11987650394439697,429,3,,,,,,,,,,
0.08706224709749222,439,3,,,,,,,,,,
0.1949666142463684,449,3,,,,,,,,,,
0.09258439391851425,459,3,,,,,,,,,,
0.07531385123729706,469,3,,,,,,,,,,
0.11970490962266922,479,3,,,,,,,,,,
,479,3,0.10621955990791321,0.50516676902771,0.5624352097511292,0.8883931040763855,0.453987717628479,,,,,
0.34164324402809143,489,4,,,,,,,,,,
0.05992579087615013,499,4,,,,,,,,,,
0.0948585718870163,509,4,,,,,,,,,,
0.10849380493164062,519,4,,,,,,,,,,
0.2355712205171585,529,4,,,,,,,,,,
0.10531169921159744,539,4,,,,,,,,,,
0.09838448464870453,549,4,,,,,,,,,,
0.06931798905134201,559,4,,,,,,,,,,
0.06365455687046051,569,4,,,,,,,,,,
0.07528479397296906,579,4,,,,,,,,,,
0.06335268914699554,589,4,,,,,,,,,,
0.054123226553201675,599,4,,,,,,,,,,
,599,4,0.10895202308893204,0.520808756351471,0.5706537365913391,0.8913769721984863,0.46625766158103943,,,,,
,600,5,,,,,,0.5706537365913391,0.8913769721984863,0.10895202308893204,0.46625766158103943,0.520808756351471
