step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_qa_em,val_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas,test_loss
9,1.8106964826583862,0,,,,,,,,,,
19,1.257521629333496,0,,,,,,,,,,
29,0.7925775647163391,0,,,,,,,,,,
39,1.9824525117874146,0,,,,,,,,,,
49,1.9943548440933228,0,,,,,,,,,,
50,,0,0.5325271487236023,0.8563222289085388,0.57763671875,0.3391304314136505,1.7696999311447144,,,,,
59,1.4186127185821533,1,,,,,,,,,,
69,1.4766830205917358,1,,,,,,,,,,
79,1.34259033203125,1,,,,,,,,,,
89,1.0980308055877686,1,,,,,,,,,,
99,1.5458905696868896,1,,,,,,,,,,
101,,1,0.561852753162384,0.8672196269035339,0.5990234613418579,0.38260868191719055,1.617750883102417,,,,,
109,1.3277546167373657,2,,,,,,,,,,
119,0.8433581590652466,2,,,,,,,,,,
129,1.1011680364608765,2,,,,,,,,,,
139,1.378765344619751,2,,,,,,,,,,
149,1.083846926689148,2,,,,,,,,,,
152,,2,0.5614696741104126,0.8699050545692444,0.6081380248069763,0.395652174949646,1.5563322305679321,,,,,
159,1.1353607177734375,3,,,,,,,,,,
169,0.9454780220985413,3,,,,,,,,,,
179,0.976280689239502,3,,,,,,,,,,
189,1.3588058948516846,3,,,,,,,,,,
199,0.9711190462112427,3,,,,,,,,,,
203,,3,0.5696026086807251,0.8707926273345947,0.6087076663970947,0.4217391312122345,1.5311033725738525,,,,,
209,1.163049578666687,4,,,,,,,,,,
219,1.1913982629776,4,,,,,,,,,,
229,1.195127248764038,4,,,,,,,,,,
239,1.1676671504974365,4,,,,,,,,,,
249,0.9780194163322449,4,,,,,,,,,,
254,,4,0.569302499294281,0.871881902217865,0.6008951663970947,0.417391300201416,1.4839274883270264,,,,,
255,,5,,,,,,0.569302499294281,0.871881902217865,0.417391300201416,0.6008951663970947,1.4839274883270264
