step,train_loss,epoch,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
9,0.6564037203788757,0,,,,,,
19,0.9441308379173279,0,,,,,,
29,0.38676220178604126,0,,,,,,
39,0.4696889817714691,0,,,,,,
49,0.28411197662353516,0,,,,,,
59,0.3365837633609772,0,,,,,,
69,0.3281138241291046,0,,,,,,
79,0.26368194818496704,0,,,,,,
89,0.3423403203487396,0,,,,,,
99,0.1348295956850052,0,,,,,,
109,0.34132811427116394,0,,,,,,
119,0.38332846760749817,0,,,,,,
129,0.3772294819355011,0,,,,,,
139,0.2229301929473877,0,,,,,,
149,0.3684648871421814,0,,,,,,
159,0.2434369921684265,0,,,,,,
169,0.308252215385437,0,,,,,,
179,0.22580815851688385,0,,,,,,
189,0.10273080319166183,0,,,,,,
199,0.21132507920265198,0,,,,,,
209,0.32574641704559326,0,,,,,,
219,0.08957546204328537,0,,,,,,
229,0.08560562133789062,0,,,,,,
239,0.10441004484891891,0,,,,,,
249,0.2337450385093689,0,,,,,,
259,0.1165548712015152,0,,,,,,
269,0.2614777386188507,0,,,,,,
279,0.18716555833816528,0,,,,,,
289,0.2471434473991394,0,,,,,,
299,0.18569448590278625,0,,,,,,
309,0.22144143283367157,0,,,,,,
319,0.17473238706588745,0,,,,,,
329,0.1480960100889206,0,,,,,,
339,0.21112845838069916,0,,,,,,
349,0.2880499064922333,0,,,,,,
359,0.15486761927604675,0,,,,,,
369,0.3279416561126709,0,,,,,,
379,0.1794842779636383,0,,,,,,
389,0.18884016573429108,0,,,,,,
399,0.1156715601682663,0,,,,,,
409,0.10435757786035538,0,,,,,,
419,0.22779038548469543,0,,,,,,
429,0.17573092877864838,0,,,,,,
439,0.17539547383785248,0,,,,,,
449,0.06251013278961182,0,,,,,,
459,0.2523340880870819,0,,,,,,
469,0.13163438439369202,0,,,,,,
479,0.2715356945991516,0,,,,,,
489,0.1294829398393631,0,,,,,,
499,0.18235817551612854,0,,,,,,
509,0.2017279714345932,0,,,,,,
519,0.13704738020896912,0,,,,,,
529,0.21699382364749908,0,,,,,,
539,0.12758979201316833,0,,,,,,
549,0.13301342725753784,0,,,,,,
559,0.10141761600971222,0,,,,,,
569,0.25863516330718994,0,,,,,,
579,0.08765356987714767,0,,,,,,
589,0.2177099585533142,0,,,,,,
599,0.07188752293586731,0,,,,,,
609,0.13490606844425201,0,,,,,,
619,0.23336264491081238,0,,,,,,
629,0.11577941477298737,0,,,,,,
639,0.18910926580429077,0,,,,,,
649,0.13188429176807404,0,,,,,,
652,,0,0.3672569990158081,0.37853774428367615,0.14765197038650513,0.8185620903968811,0.3395061790943146,
659,0.09337331354618073,1,,,,,,
669,0.06951741874217987,1,,,,,,
679,0.18394692242145538,1,,,,,,
689,0.0738486796617508,1,,,,,,
699,0.17951320111751556,1,,,,,,
709,0.1803540587425232,1,,,,,,
719,0.13326500356197357,1,,,,,,
729,0.16749630868434906,1,,,,,,
739,0.19168108701705933,1,,,,,,
749,0.20694860816001892,1,,,,,,
759,0.03535335510969162,1,,,,,,
769,0.16387256979942322,1,,,,,,
779,0.13497360050678253,1,,,,,,
789,0.08372722566127777,1,,,,,,
799,0.15354023873806,1,,,,,,
809,0.19957180321216583,1,,,,,,
819,0.11477050185203552,1,,,,,,
829,0.07974902540445328,1,,,,,,
839,0.09928739815950394,1,,,,,,
849,0.07723353058099747,1,,,,,,
859,0.1486421674489975,1,,,,,,
869,0.07826345413923264,1,,,,,,
879,0.1474255621433258,1,,,,,,
889,0.11767850816249847,1,,,,,,
899,0.19752801954746246,1,,,,,,
909,0.12315699458122253,1,,,,,,
919,0.12657657265663147,1,,,,,,
929,0.059945739805698395,1,,,,,,
939,0.06398294866085052,1,,,,,,
949,0.07649481296539307,1,,,,,,
959,0.09885768592357635,1,,,,,,
969,0.16448844969272614,1,,,,,,
979,0.09166620671749115,1,,,,,,
989,0.09325968474149704,1,,,,,,
999,0.07553219795227051,1,,,,,,
1009,0.07023905217647552,1,,,,,,
1019,0.06342881917953491,1,,,,,,
1029,0.1364791840314865,1,,,,,,
1039,0.10129036754369736,1,,,,,,
1049,0.16091127693653107,1,,,,,,
1059,0.06510663032531738,1,,,,,,
1069,0.09628360718488693,1,,,,,,
1079,0.07643017172813416,1,,,,,,
1089,0.052188094705343246,1,,,,,,
1099,0.09297141432762146,1,,,,,,
1109,0.10772749781608582,1,,,,,,
1119,0.1259499341249466,1,,,,,,
1129,0.04967989772558212,1,,,,,,
1139,0.1412469893693924,1,,,,,,
1149,0.07958291471004486,1,,,,,,
1159,0.11428864300251007,1,,,,,,
1169,0.06803324073553085,1,,,,,,
1179,0.04788609594106674,1,,,,,,
1189,0.07583319395780563,1,,,,,,
1199,0.05625984072685242,1,,,,,,
1209,0.12662407755851746,1,,,,,,
1219,0.06850399821996689,1,,,,,,
1229,0.1278805434703827,1,,,,,,
1239,0.07682403922080994,1,,,,,,
1249,0.06884834915399551,1,,,,,,
1259,0.01878325082361698,1,,,,,,
1269,0.08121738582849503,1,,,,,,
1279,0.1451844424009323,1,,,,,,
1289,0.10629412531852722,1,,,,,,
1299,0.044461801648139954,1,,,,,,
1305,,1,0.40749576687812805,0.4074323773384094,0.1395646184682846,0.8284339308738708,0.3641975224018097,
1309,0.1712174266576767,2,,,,,,
1319,0.11174871027469635,2,,,,,,
1329,0.07698513567447662,2,,,,,,
1339,0.055758651345968246,2,,,,,,
1349,0.04856626316905022,2,,,,,,
1359,0.05495158210396767,2,,,,,,
1369,0.09160832315683365,2,,,,,,
1379,0.051539093255996704,2,,,,,,
1389,0.06300527602434158,2,,,,,,
1399,0.036883335560560226,2,,,,,,
1409,0.051943108439445496,2,,,,,,
1419,0.032614126801490784,2,,,,,,
1429,0.1030631735920906,2,,,,,,
1439,0.022143607959151268,2,,,,,,
1449,0.07823574542999268,2,,,,,,
1459,0.06095867231488228,2,,,,,,
1469,0.028536507859826088,2,,,,,,
1479,0.019394611939787865,2,,,,,,
1489,0.07716921716928482,2,,,,,,
1499,0.028055863454937935,2,,,,,,
1509,0.04029850661754608,2,,,,,,
1519,0.024703091010451317,2,,,,,,
1529,0.07101479172706604,2,,,,,,
1539,0.05403260886669159,2,,,,,,
1549,0.016152232885360718,2,,,,,,
1559,0.04574397951364517,2,,,,,,
1569,0.027731021866202354,2,,,,,,
1579,0.03401391580700874,2,,,,,,
1589,0.07449045032262802,2,,,,,,
1599,0.0850977972149849,2,,,,,,
1609,0.024497251957654953,2,,,,,,
1619,0.06500355899333954,2,,,,,,
1629,0.08070262521505356,2,,,,,,
1639,0.04433005303144455,2,,,,,,
1649,0.05056178942322731,2,,,,,,
1659,0.017280345782637596,2,,,,,,
1669,0.00870406161993742,2,,,,,,
1679,0.044088613241910934,2,,,,,,
1689,0.07192154973745346,2,,,,,,
1699,0.0606980137526989,2,,,,,,
1709,0.03178931772708893,2,,,,,,
1719,0.0671846941113472,2,,,,,,
1729,0.04672259837388992,2,,,,,,
1739,0.04060189053416252,2,,,,,,
1749,0.07412338256835938,2,,,,,,
1759,0.029563872143626213,2,,,,,,
1769,0.041137032210826874,2,,,,,,
1779,0.055657561868429184,2,,,,,,
1789,0.02294566109776497,2,,,,,,
1799,0.044591810554265976,2,,,,,,
1809,0.02139122597873211,2,,,,,,
1819,0.06893319636583328,2,,,,,,
1829,0.05139733478426933,2,,,,,,
1839,0.02552976831793785,2,,,,,,
1849,0.05423928052186966,2,,,,,,
1859,0.08448217809200287,2,,,,,,
1869,0.04287179559469223,2,,,,,,
1879,0.018873166292905807,2,,,,,,
1889,0.009518718346953392,2,,,,,,
1899,0.06565343588590622,2,,,,,,
1909,0.05813869461417198,2,,,,,,
1919,0.0814259871840477,2,,,,,,
1929,0.04445081576704979,2,,,,,,
1939,0.039179787039756775,2,,,,,,
1949,0.04940802603960037,2,,,,,,
1958,,2,0.40677088499069214,0.40310585498809814,0.19249913096427917,0.8290320634841919,0.3580246865749359,
1959,0.01888512820005417,3,,,,,,
1969,0.07655996084213257,3,,,,,,
1979,0.033080555498600006,3,,,,,,
1989,0.017662689089775085,3,,,,,,
1999,0.011930638924241066,3,,,,,,
2009,0.0617993138730526,3,,,,,,
2019,0.022663170471787453,3,,,,,,
2029,0.01656566932797432,3,,,,,,
2039,0.008293206803500652,3,,,,,,
2049,0.04922952130436897,3,,,,,,
2059,0.02167276106774807,3,,,,,,
2069,0.008729523979127407,3,,,,,,
2079,0.03018862009048462,3,,,,,,
2089,0.0060790544375777245,3,,,,,,
2099,0.0060505070723593235,3,,,,,,
2109,0.018008600920438766,3,,,,,,
2119,0.03940603882074356,3,,,,,,
2129,0.021593088284134865,3,,,,,,
2139,0.048052266240119934,3,,,,,,
2149,0.02511635422706604,3,,,,,,
2159,0.007706429343670607,3,,,,,,
2169,0.00928503181785345,3,,,,,,
2179,0.004713536240160465,3,,,,,,
2189,0.019120927900075912,3,,,,,,
2199,0.006257495377212763,3,,,,,,
2209,0.010217074304819107,3,,,,,,
2219,0.007070804480463266,3,,,,,,
2229,0.011807004921138287,3,,,,,,
2239,0.024094246327877045,3,,,,,,
2249,0.029970873147249222,3,,,,,,
2259,0.009235314093530178,3,,,,,,
2269,0.013013915158808231,3,,,,,,
2279,0.08221055567264557,3,,,,,,
2289,0.0025022574700415134,3,,,,,,
2299,0.05266031250357628,3,,,,,,
2309,0.007142628077417612,3,,,,,,
2319,0.003669027704745531,3,,,,,,
2329,0.02116711251437664,3,,,,,,
2339,0.009867933578789234,3,,,,,,
2349,0.01471119187772274,3,,,,,,
2359,0.013273325748741627,3,,,,,,
2369,0.014164123684167862,3,,,,,,
2379,0.030849916860461235,3,,,,,,
2389,0.016771184280514717,3,,,,,,
2399,0.011823723092675209,3,,,,,,
2409,0.0019599180668592453,3,,,,,,
2419,0.0009917945135384798,3,,,,,,
2429,0.01490167435258627,3,,,,,,
2439,0.00492815999314189,3,,,,,,
2449,0.01413667667657137,3,,,,,,
2459,0.005375467706471682,3,,,,,,
2469,0.012550964020192623,3,,,,,,
2479,0.00861313845962286,3,,,,,,
2489,0.002875395119190216,3,,,,,,
2499,0.00910884141921997,3,,,,,,
2509,0.054735083132982254,3,,,,,,
2519,0.0044548166915774345,3,,,,,,
2529,0.004620932508260012,3,,,,,,
2539,0.023666100576519966,3,,,,,,
2549,0.01587071642279625,3,,,,,,
2559,0.005259277764707804,3,,,,,,
2569,0.008077321574091911,3,,,,,,
2579,0.0024196046870201826,3,,,,,,
2589,0.006330802571028471,3,,,,,,
2599,0.00358453206717968,3,,,,,,
2609,0.002528199227526784,3,,,,,,
2611,,3,0.4137912392616272,0.4162905514240265,0.26293519139289856,0.8266047239303589,0.37037035822868347,
2619,0.01815522462129593,4,,,,,,
2629,0.007197153754532337,4,,,,,,
2639,0.0028342008590698242,4,,,,,,
2649,0.009888519532978535,4,,,,,,
2659,0.005137731321156025,4,,,,,,
2669,0.004312887322157621,4,,,,,,
2679,0.019335132092237473,4,,,,,,
2689,0.0029393350705504417,4,,,,,,
2699,0.0021550538949668407,4,,,,,,
2709,0.0031305113807320595,4,,,,,,
2719,0.0019951940048485994,4,,,,,,
2729,0.0160569716244936,4,,,,,,
2739,0.0061196135357022285,4,,,,,,
2749,0.0013659079559147358,4,,,,,,
2759,0.002019075211137533,4,,,,,,
2769,0.002818124135956168,4,,,,,,
2779,0.000662650098092854,4,,,,,,
2789,nan,4,,,,,,
2799,0.002811972750350833,4,,,,,,
2809,0.0021132491528987885,4,,,,,,
2819,0.0026927825529128313,4,,,,,,
2829,0.004534226376563311,4,,,,,,
2839,0.0018050867365673184,4,,,,,,
2849,0.0011680852621793747,4,,,,,,
2859,0.0013342463644221425,4,,,,,,
2869,0.0012179863406345248,4,,,,,,
2879,0.0009231349686160684,4,,,,,,
2889,0.004196103662252426,4,,,,,,
2899,0.0007611321052536368,4,,,,,,
2909,0.0028835178818553686,4,,,,,,
2919,0.0021460189018398523,4,,,,,,
2929,0.021685361862182617,4,,,,,,
2939,0.010224525816738605,4,,,,,,
2949,0.0037850483786314726,4,,,,,,
2959,0.003334603738039732,4,,,,,,
2969,0.001738779479637742,4,,,,,,
2979,0.005376003682613373,4,,,,,,
2989,0.0013471987331286073,4,,,,,,
2999,0.02713007479906082,4,,,,,,
3009,0.04917783662676811,4,,,,,,
3019,0.0012993882410228252,4,,,,,,
3029,0.002123011276125908,4,,,,,,
3039,0.0005840406520292163,4,,,,,,
3049,0.00539215886965394,4,,,,,,
3059,0.0009458169806748629,4,,,,,,
3069,0.0009624002268537879,4,,,,,,
3079,0.025478828698396683,4,,,,,,
3089,0.0029560669790953398,4,,,,,,
3099,0.006917986553162336,4,,,,,,
3109,0.03965723514556885,4,,,,,,
3119,0.022822178900241852,4,,,,,,
3129,0.0019257459789514542,4,,,,,,
3139,0.0037917590234428644,4,,,,,,
3149,0.002151294844225049,4,,,,,,
3159,0.0012884208699688315,4,,,,,,
3169,0.0026380240451544523,4,,,,,,
3179,0.0006903636967763305,4,,,,,,
3189,0.014657000079751015,4,,,,,,
3199,0.0030887778848409653,4,,,,,,
3209,0.004496474750339985,4,,,,,,
3219,0.001299431431107223,4,,,,,,
3229,0.002029991941526532,4,,,,,,
3239,0.001308009261265397,4,,,,,,
3249,0.0012491646921262145,4,,,,,,
3259,0.001436952967196703,4,,,,,,
3264,,4,0.4458602964878082,0.44801703095436096,0.2692764103412628,0.8413057327270508,0.40123456716537476,
3265,,5,,,,,,0.2692764103412628
