epoch,step,train_loss,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,test_avg_qa_sas,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_answer_f1,test_loss
0,9,0.8870739936828613,,,,,,,,,,
0,19,1.6668747663497925,,,,,,,,,,
0,29,0.9508311748504639,,,,,,,,,,
0,39,0.9504327178001404,,,,,,,,,,
0,49,0.7613438367843628,,,,,,,,,,
0,59,2.5323386192321777,,,,,,,,,,
0,69,0.6774193048477173,,,,,,,,,,
0,79,1.2030292749404907,,,,,,,,,,
0,89,1.8386355638504028,,,,,,,,,,
0,99,2.4581615924835205,,,,,,,,,,
0,108,,0.4306454062461853,0.510009765625,1.1264246702194214,0.19020172953605652,0.8289954662322998,,,,,
1,109,1.6438686847686768,,,,,,,,,,
1,119,0.45531153678894043,,,,,,,,,,
1,129,0.581513524055481,,,,,,,,,,
1,139,1.1766539812088013,,,,,,,,,,
1,149,1.3983956575393677,,,,,,,,,,
1,159,0.9445654153823853,,,,,,,,,,
1,169,1.1773004531860352,,,,,,,,,,
1,179,0.8076577186584473,,,,,,,,,,
1,189,0.7884494662284851,,,,,,,,,,
1,199,0.6449130773544312,,,,,,,,,,
1,209,1.579402208328247,,,,,,,,,,
1,217,,0.4817715883255005,0.5488225817680359,1.0491290092468262,0.24207492172718048,0.8472034335136414,,,,,
2,219,1.1477280855178833,,,,,,,,,,
2,229,1.0227797031402588,,,,,,,,,,
2,239,1.0208184719085693,,,,,,,,,,
2,249,1.2140069007873535,,,,,,,,,,
2,259,0.8559815287590027,,,,,,,,,,
2,269,1.1775317192077637,,,,,,,,,,
2,279,1.3050601482391357,,,,,,,,,,
2,289,1.3815397024154663,,,,,,,,,,
2,299,0.45311471819877625,,,,,,,,,,
2,309,0.835341215133667,,,,,,,,,,
2,319,1.1515024900436401,,,,,,,,,,
2,326,,0.4865199327468872,0.5566184520721436,1.025498390197754,0.26224783062934875,0.8507829904556274,,,,,
3,329,1.123449683189392,,,,,,,,,,
3,339,1.5259641408920288,,,,,,,,,,
3,349,1.126259207725525,,,,,,,,,,
3,359,1.1118732690811157,,,,,,,,,,
3,369,0.8703821301460266,,,,,,,,,,
3,379,0.5456040501594543,,,,,,,,,,
3,389,1.0779523849487305,,,,,,,,,,
3,399,1.0258407592773438,,,,,,,,,,
3,409,0.7431115508079529,,,,,,,,,,
3,419,0.46897658705711365,,,,,,,,,,
3,429,1.025645136833191,,,,,,,,,,
3,435,,0.48111796379089355,0.5520241260528564,1.0072578191757202,0.2536022961139679,0.8498169183731079,,,,,
4,439,1.0959324836730957,,,,,,,,,,
4,449,0.6240365505218506,,,,,,,,,,
4,459,1.6167314052581787,,,,,,,,,,
4,469,1.9864660501480103,,,,,,,,,,
4,479,0.5840728282928467,,,,,,,,,,
4,489,0.5325878858566284,,,,,,,,,,
4,499,1.1060590744018555,,,,,,,,,,
4,509,1.5821863412857056,,,,,,,,,,
4,519,1.2673618793487549,,,,,,,,,,
4,529,0.5111861824989319,,,,,,,,,,
4,539,0.35060954093933105,,,,,,,,,,
4,544,,0.4857662618160248,0.5528786182403564,1.0107805728912354,0.2536022961139679,0.8518415093421936,,,,,
5,545,,,,,,,0.5528786182403564,0.8518415093421936,0.2536022961139679,0.4857662618160248,1.0107805728912354
