epoch,step,train_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
0,9,0.06568995118141174,,,,,,
0,19,0.24684752523899078,,,,,,
0,29,0.20452354848384857,,,,,,
0,39,0.16542619466781616,,,,,,
0,49,0.19918981194496155,,,,,,
0,59,0.1422736495733261,,,,,,
0,69,0.10267354547977448,,,,,,
0,79,0.10145146399736404,,,,,,
0,89,0.12071729451417923,,,,,,
0,99,0.17010855674743652,,,,,,
0,109,0.1990133672952652,,,,,,
0,119,0.09814099222421646,,,,,,
0,129,0.19311371445655823,,,,,,
0,139,0.05108066648244858,,,,,,
0,149,0.06096363440155983,,,,,,
0,159,0.19028745591640472,,,,,,
0,169,0.05867224186658859,,,,,,
0,179,0.19819633662700653,,,,,,
0,189,0.18216080963611603,,,,,,
0,199,0.11405012011528015,,,,,,
0,209,0.07207369059324265,,,,,,
0,219,0.12329941987991333,,,,,,
0,229,0.04592881351709366,,,,,,
0,239,0.13494573533535004,,,,,,
0,249,0.03227650746703148,,,,,,
0,259,0.1138477697968483,,,,,,
0,269,0.06470982730388641,,,,,,
0,279,0.06349939852952957,,,,,,
0,289,0.09680710732936859,,,,,,
0,299,0.1161259189248085,,,,,,
0,309,0.0603833869099617,,,,,,
0,319,0.15084122121334076,,,,,,
0,329,0.20250342786312103,,,,,,
0,339,0.06532786041498184,,,,,,
0,349,0.10189860314130783,,,,,,
0,359,0.03407169133424759,,,,,,
0,369,0.09914958477020264,,,,,,
0,379,0.026173776015639305,,,,,,
0,389,0.05122991278767586,,,,,,
0,399,0.049182768911123276,,,,,,
0,409,0.04130648821592331,,,,,,
0,419,0.047720372676849365,,,,,,
0,429,0.15776218473911285,,,,,,
0,439,0.042258117347955704,,,,,,
0,449,0.21158234775066376,,,,,,
0,459,0.07262174040079117,,,,,,
0,469,0.019733844324946404,,,,,,
0,479,0.04231605306267738,,,,,,
0,489,0.029489737004041672,,,,,,
0,499,0.030331676825881004,,,,,,
0,509,0.07712460309267044,,,,,,
