step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,test_loss
9,0.3075670003890991,0,,,,,,
19,0.409895658493042,0,,,,,,
29,0.3878330886363983,0,,,,,,
39,0.31888023018836975,0,,,,,,
49,0.4981870949268341,0,,,,,,
59,0.3770250380039215,0,,,,,,
69,0.3161824643611908,0,,,,,,
79,0.30612120032310486,0,,,,,,
89,0.4783056378364563,0,,,,,,
99,0.23919203877449036,0,,,,,,
109,0.22150494158267975,0,,,,,,
119,0.19066287577152252,0,,,,,,
129,0.2802000045776367,0,,,,,,
139,0.2645017206668854,0,,,,,,
149,0.43236881494522095,0,,,,,,
159,0.1938266158103943,0,,,,,,
169,0.22535835206508636,0,,,,,,
179,0.2625199556350708,0,,,,,,
189,0.2818376123905182,0,,,,,,
199,0.5492645502090454,0,,,,,,
204,,0,0.5216418504714966,0.5835384726524353,0.8491114377975464,0.29705214500427246,0.11689945310354233,
209,nan,1,,,,,,
219,0.2448185384273529,1,,,,,,
229,0.41564714908599854,1,,,,,,
239,0.0922415629029274,1,,,,,,
249,0.2913917005062103,1,,,,,,
259,0.34237048029899597,1,,,,,,
269,0.20143181085586548,1,,,,,,
279,1.3971551656723022,1,,,,,,
289,0.1364227682352066,1,,,,,,
299,0.4449480473995209,1,,,,,,
309,0.14427441358566284,1,,,,,,
319,0.3434470593929291,1,,,,,,
329,0.17910274863243103,1,,,,,,
339,0.22913996875286102,1,,,,,,
349,0.16844478249549866,1,,,,,,
359,0.26960036158561707,1,,,,,,
369,0.20347960293293,1,,,,,,
379,0.1278187781572342,1,,,,,,
389,0.22264787554740906,1,,,,,,
399,0.18835383653640747,1,,,,,,
409,0.2086595892906189,1,,,,,,
409,,1,0.5916335582733154,0.6432591080665588,0.874259889125824,0.36054420471191406,0.10464052110910416,
419,0.09061941504478455,2,,,,,,
429,0.14748606085777283,2,,,,,,
439,0.27854153513908386,2,,,,,,
449,0.09000083059072495,2,,,,,,
459,0.19904619455337524,2,,,,,,
469,0.07767081260681152,2,,,,,,
479,1.0331581830978394,2,,,,,,
489,0.1148514673113823,2,,,,,,
499,0.08523954451084137,2,,,,,,
509,0.08949266374111176,2,,,,,,
519,0.11282946169376373,2,,,,,,
529,0.135493203997612,2,,,,,,
539,0.08136376738548279,2,,,,,,
549,0.19519194960594177,2,,,,,,
559,0.19428767263889313,2,,,,,,
569,0.23786301910877228,2,,,,,,
579,0.17442557215690613,2,,,,,,
589,0.144336998462677,2,,,,,,
599,0.2744187116622925,2,,,,,,
609,0.0920322984457016,2,,,,,,
614,,2,0.6259788274765015,0.6727848649024963,0.8860494494438171,0.39909297227859497,0.0945519357919693,
619,0.1667172908782959,3,,,,,,
629,0.10926738381385803,3,,,,,,
639,0.3277694880962372,3,,,,,,
649,0.07894667237997055,3,,,,,,
659,0.18310226500034332,3,,,,,,
669,0.17525984346866608,3,,,,,,
679,0.1374920904636383,3,,,,,,
689,0.8524993062019348,3,,,,,,
699,0.08624248206615448,3,,,,,,
709,0.2573425769805908,3,,,,,,
719,0.11433093994855881,3,,,,,,
729,0.21260707080364227,3,,,,,,
739,0.13915181159973145,3,,,,,,
749,0.13685820996761322,3,,,,,,
759,0.1326407492160797,3,,,,,,
769,0.12126273661851883,3,,,,,,
779,0.17425481975078583,3,,,,,,
789,0.17131900787353516,3,,,,,,
799,0.1516299545764923,3,,,,,,
809,0.1875961571931839,3,,,,,,
819,0.16308720409870148,3,,,,,,
819,,3,0.6262830495834351,0.6700745224952698,0.8892446756362915,0.3900226652622223,0.09044452011585236,
829,0.06689068675041199,4,,,,,,
839,0.10946289449930191,4,,,,,,
849,0.23874163627624512,4,,,,,,
859,0.09699206799268723,4,,,,,,
869,0.09221664816141129,4,,,,,,
879,0.04632339999079704,4,,,,,,
889,0.858832061290741,4,,,,,,
899,0.06872310489416122,4,,,,,,
909,0.06272226572036743,4,,,,,,
919,0.08309564739465714,4,,,,,,
929,0.0745077133178711,4,,,,,,
939,0.07244237512350082,4,,,,,,
949,0.06812674552202225,4,,,,,,
959,0.11676596105098724,4,,,,,,
969,0.16827717423439026,4,,,,,,
979,0.11573775112628937,4,,,,,,
989,0.11342112720012665,4,,,,,,
999,0.07903140783309937,4,,,,,,
1009,0.19313094019889832,4,,,,,,
1019,0.08774714916944504,4,,,,,,
1024,,4,0.6503920555114746,0.6929275393486023,0.8965191841125488,0.42403629422187805,0.0932488813996315,
1025,,5,,,,,,0.0932488813996315
