epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_sas,val_qa_em,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_bert_score,test_loss
0,0.7019028067588806,9,,,,,,,,,,
0,0.5401064157485962,19,,,,,,,,,,
0,0.38809213042259216,29,,,,,,,,,,
0,0.1979445517063141,39,,,,,,,,,,
0,0.3596053123474121,49,,,,,,,,,,
0,0.4047420918941498,59,,,,,,,,,,
0,0.1515105664730072,69,,,,,,,,,,
0,0.2308461219072342,79,,,,,,,,,,
0,0.1850975602865219,89,,,,,,,,,,
0,0.29040980339050293,99,,,,,,,,,,
0,0.12971170246601105,109,,,,,,,,,,
0,0.31342411041259766,119,,,,,,,,,,
0,0.32601243257522583,129,,,,,,,,,,
0,0.21827416121959686,139,,,,,,,,,,
0,0.34765225648880005,149,,,,,,,,,,
0,0.24741454422473907,159,,,,,,,,,,
0,0.13385821878910065,169,,,,,,,,,,
0,0.12457923591136932,179,,,,,,,,,,
0,,179,0.8726478815078735,0.22261002659797668,0.5292513370513916,0.551830530166626,0.47866666316986084,,,,,
1,0.20835240185260773,189,,,,,,,,,,
1,0.11324622482061386,199,,,,,,,,,,
1,0.20225656032562256,209,,,,,,,,,,
1,0.2407640516757965,219,,,,,,,,,,
1,0.15385183691978455,229,,,,,,,,,,
1,0.12529470026493073,239,,,,,,,,,,
1,0.3455607295036316,249,,,,,,,,,,
1,0.20114202797412872,259,,,,,,,,,,
1,0.1967657506465912,269,,,,,,,,,,
1,0.2257441133260727,279,,,,,,,,,,
1,0.11437741667032242,289,,,,,,,,,,
1,0.11217552423477173,299,,,,,,,,,,
1,0.09157779067754745,309,,,,,,,,,,
1,0.1601341813802719,319,,,,,,,,,,
1,0.2025911509990692,329,,,,,,,,,,
1,0.22682037949562073,339,,,,,,,,,,
1,0.24318498373031616,349,,,,,,,,,,
1,0.1400657743215561,359,,,,,,,,,,
1,,359,0.8802245855331421,0.18092162907123566,0.5563507676124573,0.5728244185447693,0.5040000081062317,,,,,
2,0.16037346422672272,369,,,,,,,,,,
2,0.14800065755844116,379,,,,,,,,,,
2,0.09871851652860641,389,,,,,,,,,,
2,0.14937293529510498,399,,,,,,,,,,
2,0.2503511905670166,409,,,,,,,,,,
2,0.1959170401096344,419,,,,,,,,,,
2,0.1279798448085785,429,,,,,,,,,,
2,0.300008624792099,439,,,,,,,,,,
2,0.11531070619821548,449,,,,,,,,,,
2,0.14883290231227875,459,,,,,,,,,,
2,0.10347598791122437,469,,,,,,,,,,
2,0.09184707701206207,479,,,,,,,,,,
2,0.15975135564804077,489,,,,,,,,,,
2,0.11937444657087326,499,,,,,,,,,,
2,0.08202658593654633,509,,,,,,,,,,
2,0.10339448601007462,519,,,,,,,,,,
2,0.1385677456855774,529,,,,,,,,,,
2,0.13215255737304688,539,,,,,,,,,,
2,,539,0.8923242688179016,0.1692136824131012,0.5890315175056458,0.6053498387336731,0.5400000214576721,,,,,
3,0.15976659953594208,549,,,,,,,,,,
3,0.12899847328662872,559,,,,,,,,,,
3,0.20538607239723206,569,,,,,,,,,,
3,0.1573905199766159,579,,,,,,,,,,
3,0.09426124393939972,589,,,,,,,,,,
3,0.19596435129642487,599,,,,,,,,,,
3,0.10022798180580139,609,,,,,,,,,,
3,0.07395166158676147,619,,,,,,,,,,
3,0.08326619118452072,629,,,,,,,,,,
3,0.09251201897859573,639,,,,,,,,,,
3,0.11228999495506287,649,,,,,,,,,,
3,0.06270285695791245,659,,,,,,,,,,
3,0.24063792824745178,669,,,,,,,,,,
3,0.09671152383089066,679,,,,,,,,,,
3,0.28546395897865295,689,,,,,,,,,,
3,0.09531514346599579,699,,,,,,,,,,
3,0.10295630246400833,709,,,,,,,,,,
3,0.09329243749380112,719,,,,,,,,,,
3,,719,0.8962233662605286,0.15823674201965332,0.608756959438324,0.6216315031051636,0.5573333501815796,,,,,
4,0.12610231339931488,729,,,,,,,,,,
4,0.15266558527946472,739,,,,,,,,,,
4,0.08890979737043381,749,,,,,,,,,,
4,0.11416259407997131,759,,,,,,,,,,
4,0.19034431874752045,769,,,,,,,,,,
4,0.08883071690797806,779,,,,,,,,,,
4,0.16532455384731293,789,,,,,,,,,,
4,0.06971429288387299,799,,,,,,,,,,
4,0.11416719853878021,809,,,,,,,,,,
4,0.08641020953655243,819,,,,,,,,,,
4,0.0809176042675972,829,,,,,,,,,,
4,0.11835309863090515,839,,,,,,,,,,
4,0.06590327620506287,849,,,,,,,,,,
4,0.08620353043079376,859,,,,,,,,,,
4,0.13732732832431793,869,,,,,,,,,,
4,0.11148466169834137,879,,,,,,,,,,
4,0.06516871601343155,889,,,,,,,,,,
4,0.1853206753730774,899,,,,,,,,,,
4,,899,0.8973584175109863,0.1554829180240631,0.6089661121368408,0.6196983456611633,0.5546666383743286,,,,,
5,,900,,,,,,0.6089661121368408,0.5546666383743286,0.6196983456611633,0.8973584175109863,0.1554829180240631
