step,epoch,train_loss,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_loss
9,0,0.12624387443065643,,,,,,
19,0,0.029911663383245468,,,,,,
29,0,0.04556248337030411,,,,,,
39,0,0.059167928993701935,,,,,,
49,0,0.03558863326907158,,,,,,
59,0,0.042818110436201096,,,,,,
69,0,0.020117510110139847,,,,,,
79,0,0.041744574904441833,,,,,,
89,0,0.03161979466676712,,,,,,
99,0,0.03895274177193642,,,,,,
109,0,0.0674050897359848,,,,,,
119,0,0.03236692398786545,,,,,,
129,0,0.03355124965310097,,,,,,
139,0,0.05105815455317497,,,,,,
149,0,0.04182512313127518,,,,,,
159,0,0.03083755075931549,,,,,,
169,0,0.030864227563142776,,,,,,
179,0,0.03745606541633606,,,,,,
189,0,0.04158728942275047,,,,,,
199,0,0.032759591937065125,,,,,,
209,0,0.03600039333105087,,,,,,
219,0,0.03331007808446884,,,,,,
229,0,0.043211814016103745,,,,,,
239,0,0.03941016271710396,,,,,,
249,0,0.023528939113020897,,,,,,
259,0,0.03187379613518715,,,,,,
269,0,0.04258330166339874,,,,,,
279,0,0.04382992908358574,,,,,,
289,0,0.04695747420191765,,,,,,
299,0,0.056515470147132874,,,,,,
309,0,0.03828584402799606,,,,,,
319,0,0.020511368289589882,,,,,,
329,0,0.0395926795899868,,,,,,
339,0,0.04207638278603554,,,,,,
349,0,0.08193183690309525,,,,,,
359,0,0.03878825902938843,,,,,,
369,0,0.03566626459360123,,,,,,
379,0,0.033711209893226624,,,,,,
389,0,0.02238721027970314,,,,,,
399,0,0.03520407900214195,,,,,,
409,0,0.06260852515697479,,,,,,
419,0,0.05224287509918213,,,,,,
429,0,0.04818339645862579,,,,,,
439,0,0.041329607367515564,,,,,,
449,0,0.03687264025211334,,,,,,
459,0,0.0150613347068429,,,,,,
461,0,,0.12399137765169144,0.35776808857917786,0.19944597780704498,0.8322111368179321,0.2795881927013397,
469,1,0.044307537376880646,,,,,,
479,1,0.035358358174562454,,,,,,
489,1,0.026237275451421738,,,,,,
499,1,0.022581001743674278,,,,,,
509,1,0.050902511924505234,,,,,,
519,1,0.03955945372581482,,,,,,
529,1,0.06207065284252167,,,,,,
539,1,0.04461458697915077,,,,,,
549,1,0.061004698276519775,,,,,,
559,1,0.03348913788795471,,,,,,
569,1,0.04763692617416382,,,,,,
579,1,0.0325985811650753,,,,,,
589,1,0.03215010464191437,,,,,,
599,1,0.03470631316304207,,,,,,
609,1,0.025725124403834343,,,,,,
619,1,0.0396973192691803,,,,,,
629,1,0.04034184291958809,,,,,,
639,1,0.04911082983016968,,,,,,
649,1,0.03722294420003891,,,,,,
659,1,0.0481378473341465,,,,,,
669,1,0.04239196330308914,,,,,,
679,1,0.056836195290088654,,,,,,
689,1,0.040011074393987656,,,,,,
699,1,0.0556013248860836,,,,,,
709,1,0.024703973904252052,,,,,,
719,1,0.033312391489744186,,,,,,
729,1,0.024271337315440178,,,,,,
739,1,0.0307343490421772,,,,,,
749,1,0.04382631555199623,,,,,,
759,1,0.03375060483813286,,,,,,
769,1,0.0321950800716877,,,,,,
779,1,0.04473622888326645,,,,,,
789,1,0.03252897411584854,,,,,,
799,1,0.03770779073238373,,,,,,
809,1,0.028595957905054092,,,,,,
819,1,0.03795413300395012,,,,,,
829,1,0.04294512793421745,,,,,,
839,1,0.038598768413066864,,,,,,
849,1,0.031103340908885002,,,,,,
859,1,0.02754143998026848,,,,,,
869,1,0.03826817870140076,,,,,,
879,1,0.03466131538152695,,,,,,
889,1,0.0514148473739624,,,,,,
899,1,0.027910687029361725,,,,,,
909,1,0.03405670076608658,,,,,,
919,1,0.026861216872930527,,,,,,
923,1,,0.09413102269172668,0.3746557831764221,0.22437673807144165,0.8374188542366028,0.30388253927230835,
929,2,0.024125851690769196,,,,,,
939,2,0.05326937511563301,,,,,,
949,2,0.031022807583212852,,,,,,
959,2,0.03802599012851715,,,,,,
969,2,0.020664893090724945,,,,,,
979,2,0.04219115525484085,,,,,,
989,2,0.02119539864361286,,,,,,
999,2,0.022029487416148186,,,,,,
1009,2,0.029999544844031334,,,,,,
1019,2,0.03311397507786751,,,,,,
1029,2,0.027487918734550476,,,,,,
1039,2,0.02095208689570427,,,,,,
1049,2,0.016412723809480667,,,,,,
1059,2,nan,,,,,,
1069,2,0.020776797086000443,,,,,,
1079,2,0.023684749379754066,,,,,,
1089,2,0.04499714821577072,,,,,,
1099,2,0.0334969200193882,,,,,,
1109,2,0.023612910881638527,,,,,,
1119,2,0.05078578740358353,,,,,,
1129,2,0.0479540154337883,,,,,,
1139,2,0.036225005984306335,,,,,,
1149,2,0.022190863266587257,,,,,,
1159,2,0.029621465131640434,,,,,,
1169,2,0.03235350176692009,,,,,,
1179,2,0.03110019862651825,,,,,,
1189,2,0.05323931574821472,,,,,,
1199,2,0.032222773879766464,,,,,,
1209,2,0.020895618945360184,,,,,,
1219,2,0.055520959198474884,,,,,,
1229,2,0.03350890055298805,,,,,,
1239,2,0.02750321850180626,,,,,,
1249,2,0.026891397312283516,,,,,,
1259,2,0.024988891556859016,,,,,,
1269,2,0.03926777094602585,,,,,,
1279,2,0.029046859592199326,,,,,,
1289,2,0.036217182874679565,,,,,,
1299,2,0.04225800558924675,,,,,,
1309,2,0.03890715539455414,,,,,,
1319,2,0.024007471278309822,,,,,,
1329,2,0.02201913483440876,,,,,,
1339,2,0.022364623844623566,,,,,,
1349,2,0.04597713053226471,,,,,,
1359,2,0.03975456580519676,,,,,,
1369,2,0.028360219672322273,,,,,,
1379,2,0.028367597609758377,,,,,,
1385,2,,0.09405594319105148,0.4036574065685272,0.2631579041481018,0.844968318939209,0.338566392660141,
1389,3,0.028689024969935417,,,,,,
1399,3,0.01850888878107071,,,,,,
1409,3,0.020523667335510254,,,,,,
1419,3,0.012225983664393425,,,,,,
1429,3,0.015035753138363361,,,,,,
1439,3,0.0331517793238163,,,,,,
1449,3,0.03306499123573303,,,,,,
1459,3,0.012124069035053253,,,,,,
1469,3,0.03283276408910751,,,,,,
1479,3,0.023957381024956703,,,,,,
1489,3,0.027476726099848747,,,,,,
1499,3,0.017308160662651062,,,,,,
1509,3,0.0256002489477396,,,,,,
1519,3,0.029880262911319733,,,,,,
1529,3,0.022212760522961617,,,,,,
1539,3,0.011835223063826561,,,,,,
1549,3,0.03413071855902672,,,,,,
1559,3,0.03307496756315231,,,,,,
