epoch,step,train_loss,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss
0,9,0.6090208292007446,,,,,,
0,19,0.6116501688957214,,,,,,
0,29,0.6876537799835205,,,,,,
0,39,0.17366164922714233,,,,,,
0,49,0.18885262310504913,,,,,,
0,59,0.33934593200683594,,,,,,
0,69,0.3310418128967285,,,,,,
0,79,0.7757803201675415,,,,,,
0,89,0.1940051168203354,,,,,,
0,99,0.7458081245422363,,,,,,
0,109,0.7704967260360718,,,,,,
0,119,0.6094688177108765,,,,,,
0,129,0.0777900367975235,,,,,,
0,139,0.1741832047700882,,,,,,
0,149,0.3070666491985321,,,,,,
0,159,0.3193589746952057,,,,,,
0,169,0.2826986312866211,,,,,,
0,179,0.47681546211242676,,,,,,
0,189,0.19734711945056915,,,,,,
0,199,0.2589833736419678,,,,,,
0,209,0.3085794448852539,,,,,,
0,219,0.31976318359375,,,,,,
0,229,0.4953959584236145,,,,,,
0,239,0.19395793974399567,,,,,,
0,249,0.5103951692581177,,,,,,
0,259,0.15415452420711517,,,,,,
0,269,0.10434538871049881,,,,,,
0,279,0.19740702211856842,,,,,,
0,289,0.21219183504581451,,,,,,
0,299,0.19474588334560394,,,,,,
0,309,0.09857514500617981,,,,,,
0,319,0.3498578369617462,,,,,,
0,329,0.20356716215610504,,,,,,
0,333,,0.13108289241790771,0.8864624500274658,0.5324675440788269,0.64228755235672,0.63564532995224,
1,339,0.20175139605998993,,,,,,
1,349,0.12514224648475647,,,,,,
1,359,0.3353811800479889,,,,,,
1,369,0.16628727316856384,,,,,,
1,379,0.1765962690114975,,,,,,
1,389,0.19001099467277527,,,,,,
1,399,0.5224422812461853,,,,,,
1,409,0.37813490629196167,,,,,,
1,419,0.3086419105529785,,,,,,
1,429,0.08092213422060013,,,,,,
1,439,0.07357663661241531,,,,,,
1,449,1.2125353813171387,,,,,,
1,459,0.393352210521698,,,,,,
1,469,0.05606535077095032,,,,,,
1,479,0.03757216036319733,,,,,,
1,489,0.09602196514606476,,,,,,
1,499,0.11431454867124557,,,,,,
1,509,0.13649220764636993,,,,,,
1,519,0.23326356709003448,,,,,,
1,529,0.10004863142967224,,,,,,
1,539,0.3224014937877655,,,,,,
1,549,0.11268601566553116,,,,,,
1,559,0.1377427577972412,,,,,,
1,569,0.24822008609771729,,,,,,
1,579,0.060992080718278885,,,,,,
1,589,0.2162804901599884,,,,,,
1,599,0.12185228615999222,,,,,,
1,609,0.29372212290763855,,,,,,
1,619,0.2291163057088852,,,,,,
1,629,0.07789711654186249,,,,,,
1,639,0.10504281520843506,,,,,,
1,649,0.06870318949222565,,,,,,
1,659,0.08578826487064362,,,,,,
1,667,,0.1309240609407425,0.9018375873565674,0.5800865888595581,0.6926242709159851,0.6878818273544312,
2,669,0.15616349875926971,,,,,,
2,679,0.14894375205039978,,,,,,
2,689,0.18121498823165894,,,,,,
2,699,0.0885898768901825,,,,,,
2,709,0.11363136768341064,,,,,,
2,719,0.1273205578327179,,,,,,
2,729,0.027630362659692764,,,,,,
2,739,0.3318484127521515,,,,,,
2,749,0.11845894902944565,,,,,,
2,759,0.12597236037254333,,,,,,
2,769,0.023273766040802002,,,,,,
2,779,0.021676572039723396,,,,,,
2,789,0.06353539228439331,,,,,,
2,799,0.3187737762928009,,,,,,
2,809,0.6560164093971252,,,,,,
2,819,0.03697621449828148,,,,,,
2,829,0.02168773114681244,,,,,,
2,839,0.1369289606809616,,,,,,
2,849,0.01775469072163105,,,,,,
2,859,0.10061775892972946,,,,,,
2,869,0.013444418087601662,,,,,,
2,879,0.16259412467479706,,,,,,
2,889,0.060426581650972366,,,,,,
2,899,0.06972547620534897,,,,,,
2,909,0.24749280512332916,,,,,,
2,919,0.13282574713230133,,,,,,
2,929,0.04534325376152992,,,,,,
2,939,0.05754820629954338,,,,,,
2,949,0.035817764699459076,,,,,,
2,959,0.13272330164909363,,,,,,
2,969,0.06843862682580948,,,,,,
2,979,0.028268752619624138,,,,,,
2,989,0.06650429964065552,,,,,,
2,999,0.027611318975687027,,,,,,
2,1001,,0.14389516413211823,0.9068295955657959,0.5930736064910889,0.7017061114311218,0.6933994889259338,
3,1009,0.0304882749915123,,,,,,
3,1019,0.03359025716781616,,,,,,
3,1029,0.05270108953118324,,,,,,
3,1039,0.08238179981708527,,,,,,
3,1049,0.07696696370840073,,,,,,
3,1059,0.010604116134345531,,,,,,
3,1069,0.012161762453615665,,,,,,
3,1079,0.029314346611499786,,,,,,
3,1089,0.0027455007657408714,,,,,,
3,1099,0.053294699639081955,,,,,,
3,1109,0.011345232836902142,,,,,,
3,1119,0.06351053714752197,,,,,,
3,1129,0.08104395121335983,,,,,,
3,1139,0.027289150282740593,,,,,,
3,1149,0.10963456332683563,,,,,,
3,1159,0.006008124444633722,,,,,,
3,1169,0.01052034180611372,,,,,,
3,1179,0.2855919897556305,,,,,,
3,1189,0.033394716680049896,,,,,,
3,1199,0.053588856011629105,,,,,,
3,1209,0.0207300316542387,,,,,,
3,1219,0.02732953615486622,,,,,,
3,1229,0.01577291078865528,,,,,,
3,1239,0.06489893049001694,,,,,,
3,1249,0.00970653910189867,,,,,,
3,1259,0.024924783036112785,,,,,,
3,1269,0.017635468393564224,,,,,,
3,1279,0.14907462894916534,,,,,,
3,1289,0.004790755920112133,,,,,,
3,1299,0.034159284085035324,,,,,,
3,1309,0.04569074511528015,,,,,,
3,1319,0.007979383692145348,,,,,,
3,1329,0.01085318997502327,,,,,,
3,1335,,0.16183510422706604,0.8999800086021423,0.5800865888595581,0.6775660514831543,0.6714246273040771,
4,1339,0.014709128998219967,,,,,,
4,1349,0.03605096787214279,,,,,,
4,1359,0.21116876602172852,,,,,,
4,1369,0.00517615769058466,,,,,,
4,1379,0.006556927226483822,,,,,,
4,1389,0.01541504543274641,,,,,,
4,1399,0.05573756992816925,,,,,,
4,1409,0.0045371451415121555,,,,,,
4,1419,0.003044463461264968,,,,,,
4,1429,0.004964263178408146,,,,,,
4,1439,0.02797669544816017,,,,,,
4,1449,0.04351846128702164,,,,,,
4,1459,0.005728335119783878,,,,,,
4,1469,0.0055698612704873085,,,,,,
4,1479,0.02153443917632103,,,,,,
4,1489,0.00612237211316824,,,,,,
4,1499,0.003957864362746477,,,,,,
4,1509,0.03193908929824829,,,,,,
4,1519,0.021062158048152924,,,,,,
4,1529,0.0064183687791228294,,,,,,
4,1539,0.001662901951931417,,,,,,
4,1549,0.013172849081456661,,,,,,
4,1559,0.0022807440254837275,,,,,,
4,1569,0.016798730939626694,,,,,,
4,1579,0.0021367648150771856,,,,,,
4,1589,0.0059469155967235565,,,,,,
4,1599,0.0015333511400967836,,,,,,
4,1609,0.001547143328934908,,,,,,
4,1619,0.003541863989084959,,,,,,
4,1629,0.002755798865109682,,,,,,
4,1639,0.0010491395369172096,,,,,,
4,1649,0.002492418745532632,,,,,,
4,1659,0.06597502529621124,,,,,,
4,1669,0.0011097602546215057,,,,,,
4,1669,,0.18259510397911072,0.8992664813995361,0.5757575631141663,0.6734727621078491,0.6682482957839966,
5,1670,,,,,,,0.14389516413211823
