step,epoch,train_loss,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,test_loss
9,0,0.5995417833328247,,,,,,
19,0,0.6387763619422913,,,,,,
29,0,0.4598928391933441,,,,,,
39,0,0.97365802526474,,,,,,
49,0,0.4091634452342987,,,,,,
59,0,0.18757563829421997,,,,,,
69,0,0.9225263595581055,,,,,,
79,0,0.21994999051094055,,,,,,
89,0,0.4696652293205261,,,,,,
99,0,0.095377117395401,,,,,,
109,0,0.21751026809215546,,,,,,
119,0,0.6866111755371094,,,,,,
129,0,0.47916749119758606,,,,,,
139,0,0.2851700186729431,,,,,,
149,0,0.4286585748195648,,,,,,
159,0,0.13537681102752686,,,,,,
169,0,0.24643714725971222,,,,,,
179,0,0.16668611764907837,,,,,,
189,0,0.12372712045907974,,,,,,
199,0,0.559759259223938,,,,,,
209,0,0.11959362775087357,,,,,,
219,0,0.19526053965091705,,,,,,
229,0,0.4205857217311859,,,,,,
239,0,0.1652175635099411,,,,,,
249,0,0.5487784147262573,,,,,,
259,0,0.1787659078836441,,,,,,
269,0,0.2548254728317261,,,,,,
279,0,0.19511669874191284,,,,,,
289,0,0.12964148819446564,,,,,,
299,0,0.23574873805046082,,,,,,
309,0,0.578681230545044,,,,,,
319,0,0.39162108302116394,,,,,,
329,0,0.13361985981464386,,,,,,
339,0,0.2226075679063797,,,,,,
349,0,0.1335810124874115,,,,,,
356,0,,0.8086898922920227,0.361905574798584,0.11216174811124802,0.3886089026927948,0.30781757831573486,
359,1,0.17644177377223969,,,,,,
369,1,0.0665961354970932,,,,,,
379,1,0.1725378781557083,,,,,,
389,1,0.11139945685863495,,,,,,
399,1,0.15723349153995514,,,,,,
409,1,0.5417924523353577,,,,,,
419,1,0.15387456119060516,,,,,,
429,1,0.15260207653045654,,,,,,
439,1,0.12790170311927795,,,,,,
449,1,0.2482699751853943,,,,,,
459,1,0.9317488670349121,,,,,,
469,1,0.09679489582777023,,,,,,
479,1,0.1775916963815689,,,,,,
489,1,0.13629841804504395,,,,,,
499,1,0.11137937009334564,,,,,,
509,1,0.08846725523471832,,,,,,
519,1,0.14546984434127808,,,,,,
529,1,0.17424950003623962,,,,,,
539,1,0.12424669414758682,,,,,,
549,1,0.13186626136302948,,,,,,
559,1,0.11593030393123627,,,,,,
569,1,0.24172542989253998,,,,,,
579,1,0.3289952576160431,,,,,,
589,1,0.08233678340911865,,,,,,
599,1,0.12600530683994293,,,,,,
609,1,0.2989872992038727,,,,,,
619,1,0.18997631967067719,,,,,,
629,1,0.5388468503952026,,,,,,
639,1,0.2289968878030777,,,,,,
649,1,0.3058112859725952,,,,,,
659,1,0.22546051442623138,,,,,,
669,1,0.07443146407604218,,,,,,
679,1,0.10648857057094574,,,,,,
689,1,0.28638389706611633,,,,,,
699,1,0.21156960725784302,,,,,,
709,1,0.0850239247083664,,,,,,
713,1,,0.835923433303833,0.44892436265945435,0.10266422480344772,0.46754151582717896,0.4006514549255371,
719,2,0.3651399314403534,,,,,,
729,2,0.11815261095762253,,,,,,
739,2,0.04766029119491577,,,,,,
749,2,0.07111883908510208,,,,,,
759,2,0.3969436287879944,,,,,,
769,2,0.06451722979545593,,,,,,
779,2,0.06331689655780792,,,,,,
789,2,0.10844200849533081,,,,,,
799,2,0.2857699394226074,,,,,,
809,2,0.0912063866853714,,,,,,
819,2,0.11099638789892197,,,,,,
829,2,0.5379671454429626,,,,,,
839,2,0.17011740803718567,,,,,,
849,2,0.15955111384391785,,,,,,
859,2,0.07982400059700012,,,,,,
869,2,0.20577126741409302,,,,,,
879,2,0.2383592426776886,,,,,,
889,2,0.11058536916971207,,,,,,
899,2,0.06504134088754654,,,,,,
909,2,0.07726515829563141,,,,,,
919,2,0.1328769326210022,,,,,,
929,2,0.0494527705013752,,,,,,
939,2,0.22054943442344666,,,,,,
949,2,0.1127244234085083,,,,,,
959,2,0.0627083107829094,,,,,,
969,2,0.2970266044139862,,,,,,
979,2,0.06881848722696304,,,,,,
989,2,0.03537330776453018,,,,,,
999,2,0.05164695903658867,,,,,,
1009,2,0.07006063312292099,,,,,,
1019,2,0.07446636259555817,,,,,,
1029,2,0.06708825379610062,,,,,,
1039,2,0.1266273558139801,,,,,,
1049,2,0.07912146300077438,,,,,,
1059,2,0.2865033745765686,,,,,,
1069,2,0.09067051112651825,,,,,,
1070,2,,0.8419070839881897,0.4713871479034424,0.10127940028905869,0.48898792266845703,0.4218240976333618,
1079,3,0.056833650916814804,,,,,,
1089,3,0.05376918986439705,,,,,,
1099,3,0.060619182884693146,,,,,,
1109,3,0.3504238426685333,,,,,,
1119,3,0.0652489885687828,,,,,,
1129,3,0.3148405849933624,,,,,,
1139,3,0.0709332749247551,,,,,,
1149,3,0.07826966792345047,,,,,,
1159,3,0.03613593801856041,,,,,,
1169,3,0.274719774723053,,,,,,
1179,3,0.034260764718055725,,,,,,
1189,3,0.0650857463479042,,,,,,
1199,3,0.0400652214884758,,,,,,
1209,3,0.04248366877436638,,,,,,
1219,3,0.14113301038742065,,,,,,
