step,epoch,train_loss,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
9,0,0.26094239950180054,,,,,,
19,0,1.722541332244873,,,,,,
29,0,0.28101468086242676,,,,,,
39,0,0.14114877581596375,,,,,,
49,0,0.5772490501403809,,,,,,
59,0,0.3174269497394562,,,,,,
69,0,0.7109805345535278,,,,,,
79,0,1.7671599388122559,,,,,,
89,0,0.401048868894577,,,,,,
99,0,0.19143864512443542,,,,,,
109,0,0.5728921890258789,,,,,,
119,0,0.12994591891765594,,,,,,
129,0,0.24494634568691254,,,,,,
139,0,nan,,,,,,
149,0,0.22795160114765167,,,,,,
159,0,0.2410230189561844,,,,,,
169,0,0.11910946667194366,,,,,,
179,0,0.47151845693588257,,,,,,
189,0,0.16793787479400635,,,,,,
199,0,0.19771523773670197,,,,,,
209,0,0.32765063643455505,,,,,,
219,0,0.3586120009422302,,,,,,
229,0,0.5299906730651855,,,,,,
239,0,0.4591366946697235,,,,,,
249,0,0.14558131992816925,,,,,,
259,0,0.18110619485378265,,,,,,
269,0,1.9445990324020386,,,,,,
279,0,0.3359006643295288,,,,,,
289,0,0.05557392165064812,,,,,,
299,0,0.3794967234134674,,,,,,
309,0,0.11812973022460938,,,,,,
319,0,0.21965552866458893,,,,,,
329,0,0.17756357789039612,,,,,,
339,0,0.1562931090593338,,,,,,
349,0,0.19428390264511108,,,,,,
359,0,0.07519214600324631,,,,,,
369,0,0.06973730772733688,,,,,,
379,0,0.13492467999458313,,,,,,
389,0,0.128027081489563,,,,,,
399,0,0.150872603058815,,,,,,
409,0,0.2442745566368103,,,,,,
419,0,0.12840239703655243,,,,,,
429,0,0.09058099240064621,,,,,,
439,0,0.12907861173152924,,,,,,
449,0,0.12351163476705551,,,,,,
459,0,0.17781759798526764,,,,,,
469,0,0.1662193387746811,,,,,,
479,0,0.216603621840477,,,,,,
489,0,0.05303410813212395,,,,,,
499,0,0.3724726438522339,,,,,,
509,0,0.101186603307724,,,,,,
519,0,0.12929058074951172,,,,,,
529,0,0.09716937690973282,,,,,,
539,0,0.05383506789803505,,,,,,
549,0,0.1696518063545227,,,,,,
559,0,0.025018230080604553,,,,,,
569,0,0.08499335497617722,,,,,,
579,0,0.18535536527633667,,,,,,
589,0,0.1508772224187851,,,,,,
599,0,0.08081632107496262,,,,,,
609,0,0.07391324639320374,,,,,,
619,0,0.0968717411160469,,,,,,
629,0,0.12499578297138214,,,,,,
639,0,0.07830352336168289,,,,,,
649,0,0.09033765643835068,,,,,,
659,0,0.2254827469587326,,,,,,
669,0,0.12855328619480133,,,,,,
679,0,0.1431226283311844,,,,,,
689,0,0.049196112900972366,,,,,,
699,0,0.16122972965240479,,,,,,
709,0,0.4733991026878357,,,,,,
719,0,0.09234405308961868,,,,,,
729,0,0.10475688427686691,,,,,,
739,0,0.11196348071098328,,,,,,
749,0,0.0683034285902977,,,,,,
759,0,0.11306578665971756,,,,,,
769,0,0.09468616545200348,,,,,,
779,0,0.03432808816432953,,,,,,
789,0,0.09401441365480423,,,,,,
799,0,0.12169498950242996,,,,,,
809,0,0.19989289343357086,,,,,,
819,0,0.08388261497020721,,,,,,
829,0,0.05046509951353073,,,,,,
839,0,0.04788520932197571,,,,,,
849,0,0.05663544312119484,,,,,,
859,0,0.16520053148269653,,,,,,
869,0,0.05658871307969093,,,,,,
879,0,0.0677126944065094,,,,,,
889,0,0.2001100480556488,,,,,,
899,0,0.20325015485286713,,,,,,
909,0,0.04580237343907356,,,,,,
919,0,0.27768874168395996,,,,,,
925,0,,0.6391201615333557,0.3957446813583374,0.895304262638092,0.07472033053636551,0.6860589385032654,
929,1,0.21876248717308044,,,,,,
939,1,0.05711616203188896,,,,,,
949,1,0.037185024470090866,,,,,,
959,1,0.04249880835413933,,,,,,
969,1,0.06870947778224945,,,,,,
979,1,0.054310623556375504,,,,,,
989,1,0.0673699676990509,,,,,,
999,1,0.047102779150009155,,,,,,
1009,1,0.07011932879686356,,,,,,
1019,1,0.02966250851750374,,,,,,
1029,1,0.08741752803325653,,,,,,
1039,1,0.06459957361221313,,,,,,
1049,1,0.03418949618935585,,,,,,
1059,1,0.1615423560142517,,,,,,
1069,1,0.04608161747455597,,,,,,
1079,1,0.06614115089178085,,,,,,
1089,1,0.1569189578294754,,,,,,
1099,1,0.18588802218437195,,,,,,
1109,1,0.07279376685619354,,,,,,
1119,1,0.02193201333284378,,,,,,
1129,1,0.05710359662771225,,,,,,
1139,1,0.1097661703824997,,,,,,
1149,1,0.07626485824584961,,,,,,
1159,1,0.05638868734240532,,,,,,
1169,1,0.05385998263955116,,,,,,
1179,1,0.0921764150261879,,,,,,
1189,1,0.4051821529865265,,,,,,
1199,1,0.06906832009553909,,,,,,
1209,1,0.07428249716758728,,,,,,
1219,1,0.030015259981155396,,,,,,
1229,1,0.04866911843419075,,,,,,
1239,1,0.0957011878490448,,,,,,
1249,1,0.1367930918931961,,,,,,
1259,1,0.035135719925165176,,,,,,
1269,1,0.027631064876914024,,,,,,
1279,1,0.02224007248878479,,,,,,
1289,1,0.09334298968315125,,,,,,
1299,1,0.261566698551178,,,,,,
1309,1,0.1581566482782364,,,,,,
1319,1,0.13645164668560028,,,,,,
1329,1,0.49050039052963257,,,,,,
1339,1,0.02452893555164337,,,,,,
1349,1,0.04293675720691681,,,,,,
1359,1,0.07885614782571793,,,,,,
1369,1,0.061368390917778015,,,,,,
1379,1,0.03644873574376106,,,,,,
1389,1,0.09807932376861572,,,,,,
1399,1,0.06825324892997742,,,,,,
1409,1,0.06757890433073044,,,,,,
1419,1,0.07448992878198624,,,,,,
1429,1,0.06847590208053589,,,,,,
1439,1,0.04310990497469902,,,,,,
1449,1,0.07687461376190186,,,,,,
1459,1,0.05329861864447594,,,,,,
1469,1,0.06831185519695282,,,,,,
1479,1,0.07507903128862381,,,,,,
1489,1,0.09433542191982269,,,,,,
1499,1,0.04031907021999359,,,,,,
1509,1,0.03182222321629524,,,,,,
1519,1,0.04459700733423233,,,,,,
1529,1,0.02923049032688141,,,,,,
1539,1,0.33306756615638733,,,,,,
1549,1,0.08829408884048462,,,,,,
1559,1,0.03860163316130638,,,,,,
1569,1,0.09839857369661331,,,,,,
1579,1,0.03824996575713158,,,,,,
1589,1,0.18216389417648315,,,,,,
1599,1,0.044843003153800964,,,,,,
1609,1,0.020404133945703506,,,,,,
1619,1,0.01961846649646759,,,,,,
1629,1,0.048872776329517365,,,,,,
1639,1,0.0743497759103775,,,,,,
1649,1,0.11614815145730972,,,,,,
1659,1,0.062386415898799896,,,,,,
1669,1,0.04873814806342125,,,,,,
1679,1,0.01748640462756157,,,,,,
1689,1,0.032773397862911224,,,,,,
1699,1,0.21114610135555267,,,,,,
