step,train_loss,epoch,val_qa_bert_score,val_qa_em,val_loss,val_qa_answer_f1,val_qa_sas,test_loss
9,1.8884131908416748,0,,,,,,
19,0.8604101538658142,0,,,,,,
29,0.4282241463661194,0,,,,,,
39,0.6823669672012329,0,,,,,,
49,0.4448724389076233,0,,,,,,
59,0.3036918044090271,0,,,,,,
69,0.6714825630187988,0,,,,,,
79,0.35944294929504395,0,,,,,,
89,0.7035162448883057,0,,,,,,
99,0.5245016813278198,0,,,,,,
102,,0,0.8245154619216919,0.24712643027305603,0.19268251955509186,0.42475372552871704,0.470049113035202,
109,0.8600330352783203,1,,,,,,
119,0.37204042077064514,1,,,,,,
129,0.4399004280567169,1,,,,,,
139,0.6659961938858032,1,,,,,,
149,0.6694962978363037,1,,,,,,
159,0.5885181427001953,1,,,,,,
169,0.866446852684021,1,,,,,,
179,0.21715885400772095,1,,,,,,
189,0.36796388030052185,1,,,,,,
199,0.39475053548812866,1,,,,,,
205,,1,0.8514346480369568,0.32758620381355286,0.16044262051582336,0.5015324950218201,0.5469394326210022,
209,0.3605949282646179,2,,,,,,
219,0.2016330361366272,2,,,,,,
229,0.11623316258192062,2,,,,,,
239,0.4381703734397888,2,,,,,,
249,0.28987208008766174,2,,,,,,
259,0.20547446608543396,2,,,,,,
269,0.39665481448173523,2,,,,,,
279,0.11826919764280319,2,,,,,,
289,0.28484365344047546,2,,,,,,
299,0.24460257589817047,2,,,,,,
308,,2,0.8594246506690979,0.3448275923728943,0.15603600442409515,0.5243293642997742,0.5727219581604004,
309,0.265379935503006,3,,,,,,
319,0.39930281043052673,3,,,,,,
329,0.5308742523193359,3,,,,,,
339,0.06409571319818497,3,,,,,,
349,0.048329684883356094,3,,,,,,
359,0.20608413219451904,3,,,,,,
369,0.10151086747646332,3,,,,,,
379,0.05507311597466469,3,,,,,,
389,0.26802048087120056,3,,,,,,
399,0.1542058289051056,3,,,,,,
409,0.10971800982952118,3,,,,,,
411,,3,0.8665580153465271,0.39080458879470825,0.15596343576908112,0.5411877036094666,0.5844816565513611,
419,0.14912812411785126,4,,,,,,
429,0.031007802113890648,4,,,,,,
439,0.19010402262210846,4,,,,,,
449,0.025313809514045715,4,,,,,,
459,0.14001516997814178,4,,,,,,
469,0.06512904167175293,4,,,,,,
479,0.09276638925075531,4,,,,,,
489,0.07760494202375412,4,,,,,,
499,0.17486397922039032,4,,,,,,
509,0.05717736855149269,4,,,,,,
514,,4,0.8671022653579712,0.4080459773540497,0.16287857294082642,0.551220178604126,0.5867199301719666,
515,,5,,,,,,0.16287857294082642
