train_loss,step,epoch,val_qa_bert_score,val_qa_answer_f1,val_loss,val_qa_em,val_qa_sas,test_loss
1.1400290727615356,9,0,,,,,,
0.9184762239456177,19,0,,,,,,
0.43435797095298767,29,0,,,,,,
0.5692501664161682,39,0,,,,,,
0.4637603759765625,49,0,,,,,,
0.16255338490009308,59,0,,,,,,
0.4034727215766907,69,0,,,,,,
0.3198387920856476,79,0,,,,,,
0.2305763214826584,89,0,,,,,,
0.22802703082561493,99,0,,,,,,
0.13466747105121613,109,0,,,,,,
,118,0,0.7980483174324036,0.2691996097564697,0.08617869019508362,0.19485294818878174,0.2496621161699295,
0.3262101709842682,119,1,,,,,,
0.22608166933059692,129,1,,,,,,
0.17189720273017883,139,1,,,,,,
0.16222523152828217,149,1,,,,,,
0.29011231660842896,159,1,,,,,,
0.4051157534122467,169,1,,,,,,
0.25248315930366516,179,1,,,,,,
0.2266651690006256,189,1,,,,,,
0.1958092898130417,199,1,,,,,,
0.1558283120393753,209,1,,,,,,
0.22440433502197266,219,1,,,,,,
0.29168790578842163,229,1,,,,,,
,237,1,0.8066410422325134,0.3066245913505554,0.0749889686703682,0.2389705926179886,0.28802838921546936,
0.09764443337917328,239,2,,,,,,
0.22116979956626892,249,2,,,,,,
0.11824896186590195,259,2,,,,,,
0.1053936779499054,269,2,,,,,,
0.09784434735774994,279,2,,,,,,
0.21380698680877686,289,2,,,,,,
0.17403188347816467,299,2,,,,,,
0.14618203043937683,309,2,,,,,,
0.16418516635894775,319,2,,,,,,
0.12524046003818512,329,2,,,,,,
0.12286539375782013,339,2,,,,,,
0.16953082382678986,349,2,,,,,,
,356,2,0.8137873411178589,0.32146239280700684,0.07337567955255508,0.25,0.2964574098587036,
0.11554402858018875,359,3,,,,,,
0.11809530109167099,369,3,,,,,,
0.10545248538255692,379,3,,,,,,
0.08879803121089935,389,3,,,,,,
0.14207468926906586,399,3,,,,,,
0.08553855121135712,409,3,,,,,,
0.16726097464561462,419,3,,,,,,
0.09012723714113235,429,3,,,,,,
0.12209166586399078,439,3,,,,,,
0.04644617810845375,449,3,,,,,,
0.17936474084854126,459,3,,,,,,
0.1429128646850586,469,3,,,,,,
,475,3,0.8150945901870728,0.32614079117774963,0.07744006812572479,0.25735294818878174,0.30322057008743286,
0.08396968990564346,479,4,,,,,,
0.0347161665558815,489,4,,,,,,
0.08433245122432709,499,4,,,,,,
0.048548370599746704,509,4,,,,,,
0.09000755101442337,519,4,,,,,,
0.06824373453855515,529,4,,,,,,
0.05014258623123169,539,4,,,,,,
0.07647456228733063,549,4,,,,,,
0.06257255375385284,559,4,,,,,,
0.07008025795221329,569,4,,,,,,
0.07029176503419876,579,4,,,,,,
0.061408866196870804,589,4,,,,,,
,594,4,0.8239899277687073,0.3584724962711334,0.0864582359790802,0.2904411852359772,0.33779844641685486,
,595,5,,,,,,0.0864582359790802
