train_loss,epoch,step,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
5.887663841247559,0,9,,,,,,
4.00307559967041,0,19,,,,,,
3.164689064025879,0,29,,,,,,
2.6602323055267334,0,39,,,,,,
1.8063973188400269,0,49,,,,,,
1.4701945781707764,0,59,,,,,,
1.1961190700531006,0,69,,,,,,
0.8342674374580383,0,79,,,,,,
0.4436500072479248,0,89,,,,,,
,0,97,0.3679400086402893,0.5691611766815186,0.8195036053657532,0.3444976210594177,0.6126978993415833,
0.2930607199668884,1,99,,,,,,
0.2848753035068512,1,109,,,,,,
0.2154356837272644,1,119,,,,,,
0.2994033992290497,1,129,,,,,,
0.20330394804477692,1,139,,,,,,
0.2071344554424286,1,149,,,,,,
0.09636890143156052,1,159,,,,,,
0.16652746498584747,1,169,,,,,,
0.12840677797794342,1,179,,,,,,
0.15300974249839783,1,189,,,,,,
,1,195,0.1413078010082245,0.56182461977005,0.816146969795227,0.330143541097641,0.6064425706863403,
0.1501077562570572,2,199,,,,,,
0.1339247077703476,2,209,,,,,,
0.13673566281795502,2,219,,,,,,
0.11076998710632324,2,229,,,,,,
0.12418946623802185,2,239,,,,,,
0.0969899520277977,2,249,,,,,,
0.088767409324646,2,259,,,,,,
0.07920899987220764,2,269,,,,,,
0.0695505365729332,2,279,,,,,,
0.16078442335128784,2,289,,,,,,
,2,293,0.11654547601938248,0.5564931035041809,0.8153108954429626,0.3349282443523407,0.6014021039009094,
0.0951375737786293,3,299,,,,,,
0.06222161650657654,3,309,,,,,,
0.03079298883676529,3,319,,,,,,
0.044261470437049866,3,329,,,,,,
0.06196175515651703,3,339,,,,,,
0.0757332518696785,3,349,,,,,,
0.05269233137369156,3,359,,,,,,
0.10254893451929092,3,369,,,,,,
0.041284557431936264,3,379,,,,,,
0.03253036364912987,3,389,,,,,,
,3,391,0.11518317461013794,0.5621435642242432,0.8144201040267944,0.3349282443523407,0.6023293137550354,
0.02167408913373947,4,399,,,,,,
0.017293861135840416,4,409,,,,,,
0.02536078542470932,4,419,,,,,,
0.026169465854763985,4,429,,,,,,
0.016117962077260017,4,439,,,,,,
0.02574828453361988,4,449,,,,,,
0.010361372493207455,4,459,,,,,,
0.009153923019766808,4,469,,,,,,
0.02018226496875286,4,479,,,,,,
0.02316424436867237,4,489,,,,,,
,4,489,0.2208583801984787,0.5616651177406311,0.8144192099571228,0.3349282443523407,0.6006906628608704,
,5,490,,,,,,0.3679400086402893
