train_loss,step,epoch,val_qa_em,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,test_loss
1.1384578943252563,9,0,,,,,,
0.9394365549087524,19,0,,,,,,
0.31479671597480774,29,0,,,,,,
0.4545091986656189,39,0,,,,,,
1.0777275562286377,49,0,,,,,,
0.47763845324516296,59,0,,,,,,
0.805494487285614,69,0,,,,,,
0.6172751784324646,79,0,,,,,,
0.3902261257171631,89,0,,,,,,
0.6235337853431702,99,0,,,,,,
,104,0,0.39743590354919434,0.4968051016330719,0.15692125260829926,0.8428906798362732,0.5216180086135864,
0.709947943687439,109,1,,,,,,
0.48489540815353394,119,1,,,,,,
0.2080029398202896,129,1,,,,,,
0.2904011011123657,139,1,,,,,,
0.3015722930431366,149,1,,,,,,
0.6263716220855713,159,1,,,,,,
0.365092009305954,169,1,,,,,,
0.36051368713378906,179,1,,,,,,
0.18166320025920868,189,1,,,,,,
0.27570897340774536,199,1,,,,,,
0.11177174001932144,209,1,,,,,,
,209,1,0.45512819290161133,0.5627874732017517,0.1356479674577713,0.8637872934341431,0.5869351029396057,
0.1434248387813568,219,2,,,,,,
0.20247143507003784,229,2,,,,,,
0.2639165222644806,239,2,,,,,,
0.24183008074760437,249,2,,,,,,
0.1668131947517395,259,2,,,,,,
0.3676842451095581,269,2,,,,,,
0.08747263997793198,279,2,,,,,,
0.21211139857769012,289,2,,,,,,
0.11202605068683624,299,2,,,,,,
0.16934950649738312,309,2,,,,,,
,314,2,0.4871794879436493,0.5824567079544067,0.13499587774276733,0.8697236180305481,0.6008960604667664,
0.3101535141468048,319,3,,,,,,
0.2057701051235199,329,3,,,,,,
0.07648256421089172,339,3,,,,,,
0.11218294501304626,349,3,,,,,,
0.13036243617534637,359,3,,,,,,
0.2664720118045807,369,3,,,,,,
0.09432735294103622,379,3,,,,,,
0.17087559401988983,389,3,,,,,,
0.06226891279220581,399,3,,,,,,
0.1612822413444519,409,3,,,,,,
0.008409538306295872,419,3,,,,,,
,419,3,0.49358972907066345,0.5961624979972839,0.13953764736652374,0.8736914396286011,0.6161988377571106,
0.06883128732442856,429,4,,,,,,
0.07091613113880157,439,4,,,,,,
0.09043406695127487,449,4,,,,,,
0.10647924989461899,459,4,,,,,,
0.044606469571590424,469,4,,,,,,
0.21491703391075134,479,4,,,,,,
0.07088269293308258,489,4,,,,,,
0.11130211502313614,499,4,,,,,,
0.03900852054357529,509,4,,,,,,
0.04336368292570114,519,4,,,,,,
,524,4,0.5,0.5974445343017578,0.15073348581790924,0.8748974204063416,0.6211181879043579,
,525,5,,,,,,0.15073348581790924
