epoch,step,train_loss,val_qa_sas,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,test_loss
0,9,0.5851171016693115,,,,,,
0,19,0.23306705057621002,,,,,,
0,29,0.3974154591560364,,,,,,
0,39,0.40914055705070496,,,,,,
0,49,0.3394002318382263,,,,,,
0,59,0.33057087659835815,,,,,,
0,69,0.23016154766082764,,,,,,
0,79,0.1103176400065422,,,,,,
0,89,0.09271663427352905,,,,,,
0,99,0.27802810072898865,,,,,,
0,109,0.169902503490448,,,,,,
0,119,0.14578068256378174,,,,,,
0,129,0.30392810702323914,,,,,,
0,139,0.19087247550487518,,,,,,
0,149,0.13136327266693115,,,,,,
0,159,0.10726939141750336,,,,,,
0,169,0.19461961090564728,,,,,,
0,179,0.1771557480096817,,,,,,
0,189,0.3108879625797272,,,,,,
0,199,0.1638687551021576,,,,,,
0,209,0.18720293045043945,,,,,,
0,219,0.21444714069366455,,,,,,
0,229,0.14428862929344177,,,,,,
0,239,0.17223875224590302,,,,,,
0,249,0.14384198188781738,,,,,,
0,259,0.11394500732421875,,,,,,
0,269,0.2069178819656372,,,,,,
0,279,0.16494739055633545,,,,,,
0,289,0.15982653200626373,,,,,,
0,299,0.2186950147151947,,,,,,
0,309,0.19891728460788727,,,,,,
0,319,0.175106480717659,,,,,,
0,329,0.22026757895946503,,,,,,
0,339,0.11350472271442413,,,,,,
0,349,0.19866356253623962,,,,,,
0,359,0.16583038866519928,,,,,,
0,369,0.16998504102230072,,,,,,
0,379,0.15155257284641266,,,,,,
0,389,0.12609341740608215,,,,,,
0,399,0.1307763010263443,,,,,,
0,409,0.14928855001926422,,,,,,
0,419,0.1288103461265564,,,,,,
0,429,0.11312807351350784,,,,,,
0,439,0.2108612060546875,,,,,,
0,449,0.1174841821193695,,,,,,
0,459,0.16558268666267395,,,,,,
0,469,0.1263972669839859,,,,,,
0,479,0.14058350026607513,,,,,,
0,489,0.08810392767190933,,,,,,
0,499,0.18796922266483307,,,,,,
0,509,0.16826049983501434,,,,,,
0,519,0.11174201220273972,,,,,,
0,529,0.11435876786708832,,,,,,
0,539,0.07470042258501053,,,,,,
0,549,0.14536893367767334,,,,,,
0,559,0.0940738245844841,,,,,,
0,569,0.09755270183086395,,,,,,
0,579,0.1902322620153427,,,,,,
0,589,0.13779252767562866,,,,,,
0,599,0.12801702320575714,,,,,,
0,609,0.09703613072633743,,,,,,
0,619,0.1515873372554779,,,,,,
0,629,0.10331505537033081,,,,,,
0,639,0.10356910526752472,,,,,,
0,649,0.19973038136959076,,,,,,
0,659,0.12966632843017578,,,,,,
0,669,0.28332576155662537,,,,,,
0,679,0.14045824110507965,,,,,,
0,689,0.08805032074451447,,,,,,
0,699,0.11267056316137314,,,,,,
0,709,0.18421369791030884,,,,,,
0,719,0.0636167973279953,,,,,,
0,729,0.29784032702445984,,,,,,
0,739,0.16154557466506958,,,,,,
0,749,0.0908607766032219,,,,,,
0,759,0.09582012891769409,,,,,,
0,769,0.0888490378856659,,,,,,
0,779,0.12362582981586456,,,,,,
0,789,0.18296273052692413,,,,,,
0,799,0.1574825942516327,,,,,,
0,809,0.07724600285291672,,,,,,
0,819,0.08407676964998245,,,,,,
0,829,0.13958561420440674,,,,,,
0,839,0.09453624486923218,,,,,,
0,849,0.11021474748849869,,,,,,
0,859,0.08083862066268921,,,,,,
0,869,0.07088887691497803,,,,,,
0,879,0.09885606914758682,,,,,,
0,889,0.09202317893505096,,,,,,
0,899,0.1271428018808365,,,,,,
0,909,0.1047835648059845,,,,,,
0,919,0.07320474833250046,,,,,,
0,929,0.12322937697172165,,,,,,
