step,epoch,train_loss,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_em,val_qa_bert_score,test_loss
579,1,0.08450987935066223,,,,,,
589,1,0.16157515347003937,,,,,,
599,1,0.08134337514638901,,,,,,
609,1,0.19373051822185516,,,,,,
619,1,0.15681657195091248,,,,,,
629,1,0.0689024031162262,,,,,,
639,1,0.07920347899198532,,,,,,
649,1,0.07341881096363068,,,,,,
659,1,0.07586663216352463,,,,,,
669,1,0.09029363095760345,,,,,,
679,1,0.12743082642555237,,,,,,
689,1,0.17437398433685303,,,,,,
699,1,0.10341299325227737,,,,,,
709,1,0.12686343491077423,,,,,,
717,1,,0.2665835916996002,0.09779424220323563,0.32895421981811523,0.18791064620018005,0.8059077262878418,
719,2,0.06733887642621994,,,,,,
729,2,0.06375987827777863,,,,,,
739,2,0.1650211215019226,,,,,,
749,2,0.0839977040886879,,,,,,
759,2,0.0701109915971756,,,,,,
769,2,0.07232741266489029,,,,,,
779,2,0.1009349673986435,,,,,,
789,2,0.08059833198785782,,,,,,
799,2,0.08135533332824707,,,,,,
809,2,0.10911407321691513,,,,,,
819,2,0.08385365456342697,,,,,,
829,2,0.07489734888076782,,,,,,
839,2,0.0872286856174469,,,,,,
849,2,0.07585799694061279,,,,,,
859,2,0.057917624711990356,,,,,,
869,2,0.09899286925792694,,,,,,
879,2,0.07278639823198318,,,,,,
889,2,0.09826622903347015,,,,,,
899,2,0.08732745051383972,,,,,,
909,2,0.05193382874131203,,,,,,
919,2,0.0813586413860321,,,,,,
929,2,0.08516861498355865,,,,,,
939,2,0.07149957120418549,,,,,,
949,2,0.0844455361366272,,,,,,
959,2,0.05186301842331886,,,,,,
969,2,0.0506410226225853,,,,,,
979,2,0.13899250328540802,,,,,,
989,2,0.06686278432607651,,,,,,
999,2,0.07259832322597504,,,,,,
1009,2,0.09380703419446945,,,,,,
1019,2,0.07051152735948563,,,,,,
1029,2,0.07218358665704727,,,,,,
1039,2,0.07681522518396378,,,,,,
1049,2,0.0747133269906044,,,,,,
1059,2,0.06162000447511673,,,,,,
1069,2,0.06890362501144409,,,,,,
1076,2,,0.292464017868042,0.0983179584145546,0.35161736607551575,0.2128777951002121,0.8149420022964478,
1079,3,0.05113577842712402,,,,,,
1089,3,0.06422846019268036,,,,,,
1099,3,0.0502612479031086,,,,,,
1109,3,0.05768602341413498,,,,,,
1119,3,0.04500024393200874,,,,,,
1129,3,0.07207555323839188,,,,,,
1139,3,0.07497601211071014,,,,,,
1149,3,0.04862368851900101,,,,,,
1159,3,0.08174289017915726,,,,,,
1169,3,0.04566695913672447,,,,,,
1179,3,0.043174706399440765,,,,,,
1189,3,0.06227286905050278,,,,,,
1199,3,0.060897327959537506,,,,,,
1209,3,0.0787084549665451,,,,,,
1219,3,0.04494035989046097,,,,,,
1229,3,0.06296160817146301,,,,,,
1239,3,0.054513391107320786,,,,,,
1249,3,0.06050529330968857,,,,,,
1259,3,0.06940797716379166,,,,,,
1269,3,0.05272938311100006,,,,,,
1279,3,0.053029440343379974,,,,,,
1289,3,0.05309706926345825,,,,,,
1299,3,0.051863159984350204,,,,,,
1309,3,0.04127436876296997,,,,,,
1319,3,0.06272104382514954,,,,,,
1329,3,0.04737544804811478,,,,,,
1339,3,0.048414357006549835,,,,,,
1349,3,0.0378430150449276,,,,,,
1359,3,0.05228063464164734,,,,,,
1369,3,0.039875321090221405,,,,,,
1379,3,0.045121047645807266,,,,,,
1389,3,0.06401760131120682,,,,,,
1399,3,0.04279634729027748,,,,,,
1409,3,0.04118483513593674,,,,,,
1419,3,0.07107103615999222,,,,,,
1429,3,0.05640824884176254,,,,,,
1435,3,,0.30695605278015137,0.11225423961877823,0.36396700143814087,0.22339028120040894,0.8210250735282898,
1439,4,0.04388348013162613,,,,,,
1449,4,0.055508214980363846,,,,,,
1459,4,0.054918963462114334,,,,,,
1469,4,0.052980683743953705,,,,,,
1479,4,0.04670989140868187,,,,,,
1489,4,0.029382791370153427,,,,,,
1499,4,0.05204767733812332,,,,,,
1509,4,0.04196866229176521,,,,,,
1519,4,0.03674083575606346,,,,,,
1529,4,0.0463394932448864,,,,,,
1539,4,0.03784981369972229,,,,,,
1549,4,0.025525828823447227,,,,,,
1559,4,0.08039115369319916,,,,,,
1569,4,0.09914655983448029,,,,,,
1579,4,0.03904697299003601,,,,,,
1589,4,0.1069616749882698,,,,,,
1599,4,0.056829679757356644,,,,,,
1609,4,0.05029870569705963,,,,,,
1619,4,0.037633467465639114,,,,,,
1629,4,0.04531286284327507,,,,,,
1639,4,0.05162034183740616,,,,,,
1649,4,0.051752395927906036,,,,,,
1659,4,0.03682230785489082,,,,,,
1669,4,0.049422480165958405,,,,,,
1679,4,0.04106670245528221,,,,,,
1689,4,0.01704804226756096,,,,,,
1699,4,0.030314868316054344,,,,,,
1709,4,0.03235417231917381,,,,,,
1719,4,0.055783677846193314,,,,,,
1729,4,0.03279849514365196,,,,,,
1739,4,0.03692391514778137,,,,,,
1749,4,0.027876749634742737,,,,,,
1759,4,0.043374739587306976,,,,,,
1769,4,0.0635935440659523,,,,,,
1779,4,0.07388687133789062,,,,,,
1789,4,0.027061760425567627,,,,,,
1794,4,,0.3266245126724243,0.14347079396247864,0.381941556930542,0.24572929739952087,0.8269090056419373,
1795,5,,,,,,,0.14347079396247864
