epoch,step,train_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas,val_loss,test_loss
0,9,0.26231056451797485,,,,,,
0,19,0.19497013092041016,,,,,,
0,29,1.235495686531067,,,,,,
0,39,0.1666065901517868,,,,,,
0,49,0.1195753812789917,,,,,,
0,59,0.4084222912788391,,,,,,
0,69,0.26423171162605286,,,,,,
0,79,0.10178633034229279,,,,,,
0,89,1.261702299118042,,,,,,
0,99,0.18751828372478485,,,,,,
0,109,0.12444846332073212,,,,,,
0,119,0.19579067826271057,,,,,,
0,129,0.19612228870391846,,,,,,
0,139,0.18341973423957825,,,,,,
0,149,0.14552035927772522,,,,,,
0,159,0.06498224288225174,,,,,,
0,169,0.10963989794254303,,,,,,
0,179,0.07118100672960281,,,,,,
0,189,0.28694555163383484,,,,,,
0,199,0.08470134437084198,,,,,,
0,209,0.2648395597934723,,,,,,
0,219,0.10487353056669235,,,,,,
0,229,0.10434594005346298,,,,,,
0,239,0.04974233731627464,,,,,,
0,249,0.08429643511772156,,,,,,
0,259,0.1054113358259201,,,,,,
0,269,0.07021470367908478,,,,,,
0,279,0.062102723866701126,,,,,,
0,289,0.08629066497087479,,,,,,
0,299,0.07547013461589813,,,,,,
0,309,0.07970697432756424,,,,,,
0,319,0.08473489433526993,,,,,,
0,329,0.13240142166614532,,,,,,
0,339,0.06639424711465836,,,,,,
0,349,0.054404884576797485,,,,,,
0,359,0.06292448937892914,,,,,,
0,369,0.04456301033496857,,,,,,
0,379,0.060870781540870667,,,,,,
0,389,0.08902932703495026,,,,,,
0,399,0.08840056508779526,,,,,,
0,409,0.07698442786931992,,,,,,
0,419,0.04237901419401169,,,,,,
0,429,0.05838945508003235,,,,,,
0,439,0.12987716495990753,,,,,,
0,449,0.08320964872837067,,,,,,
0,459,0.05773539841175079,,,,,,
0,469,0.08291681855916977,,,,,,
0,479,0.029459277167916298,,,,,,
0,489,0.05363982543349266,,,,,,
0,499,0.07302498817443848,,,,,,
0,509,0.09183958172798157,,,,,,
0,519,0.10279033333063126,,,,,,
0,529,0.10271944850683212,,,,,,
0,539,0.044344767928123474,,,,,,
0,549,0.02632994018495083,,,,,,
0,551,,0.5895794630050659,0.8875866532325745,0.19583334028720856,0.6737166047096252,0.08572951704263687,
1,559,0.08608457446098328,,,,,,
1,569,0.045566268265247345,,,,,,
1,579,0.03671395033597946,,,,,,
1,589,0.05207579955458641,,,,,,
1,599,0.0672304555773735,,,,,,
1,609,0.05814478546380997,,,,,,
1,619,0.03166840225458145,,,,,,
1,629,0.07003072649240494,,,,,,
1,639,0.14065749943256378,,,,,,
1,649,0.07933644205331802,,,,,,
1,659,0.05180484801530838,,,,,,
1,669,0.03249077498912811,,,,,,
1,679,0.031784385442733765,,,,,,
1,689,0.05444503203034401,,,,,,
1,699,0.09937413036823273,,,,,,
1,709,0.017921272665262222,,,,,,
1,719,0.04436412826180458,,,,,,
1,729,0.029105858877301216,,,,,,
1,739,0.05387256667017937,,,,,,
1,749,0.035542067140340805,,,,,,
1,759,0.06765696406364441,,,,,,
1,769,0.0997711569070816,,,,,,
1,779,0.016340889036655426,,,,,,
1,789,0.0468294732272625,,,,,,
1,799,0.07202284038066864,,,,,,
1,809,0.03960362821817398,,,,,,
1,819,0.020943637937307358,,,,,,
1,829,0.05058573931455612,,,,,,
1,839,0.023852786049246788,,,,,,
1,849,0.05265216901898384,,,,,,
1,859,0.038458555936813354,,,,,,
1,869,0.042390141636133194,,,,,,
1,879,0.059574466198682785,,,,,,
1,889,0.025058677420020103,,,,,,
1,899,0.0197504423558712,,,,,,
1,909,0.05382498353719711,,,,,,
1,919,0.060596365481615067,,,,,,
1,929,0.03726726770401001,,,,,,
1,939,0.029392007738351822,,,,,,
1,949,0.07885132730007172,,,,,,
1,959,0.04555990546941757,,,,,,
1,969,0.10193703323602676,,,,,,
1,979,0.024592898786067963,,,,,,
1,989,0.0260283425450325,,,,,,
1,999,0.08076624572277069,,,,,,
1,1009,0.03830232098698616,,,,,,
1,1019,0.05468215420842171,,,,,,
1,1029,0.009233874268829823,,,,,,
1,1039,0.0066587491892278194,,,,,,
1,1049,0.04218491166830063,,,,,,
1,1059,0.042260363698005676,,,,,,
1,1069,0.03239434212446213,,,,,,
1,1079,0.07354719936847687,,,,,,
1,1089,0.05073537304997444,,,,,,
1,1099,0.047717347741127014,,,,,,
1,1103,,0.608917772769928,0.8874741196632385,0.25833332538604736,0.6637865304946899,0.0731816291809082,
2,1109,0.03451099991798401,,,,,,
2,1119,0.021330079063773155,,,,,,
2,1129,0.024999376386404037,,,,,,
2,1139,0.011608028784394264,,,,,,
2,1149,0.011616918258368969,,,,,,
2,1159,0.014955130405724049,,,,,,
2,1169,0.031125588342547417,,,,,,
2,1179,0.018345339223742485,,,,,,
2,1189,0.023981375619769096,,,,,,
2,1199,0.015348164364695549,,,,,,
2,1209,0.007496831472963095,,,,,,
2,1219,0.015855858102440834,,,,,,
2,1229,0.011256307363510132,,,,,,
2,1239,0.011666937731206417,,,,,,
2,1249,0.008795980364084244,,,,,,
2,1259,0.012261951342225075,,,,,,
2,1269,0.058784205466508865,,,,,,
2,1279,0.016543682664632797,,,,,,
2,1289,0.05099797993898392,,,,,,
2,1299,0.02880159392952919,,,,,,
2,1309,0.004065556917339563,,,,,,
2,1319,0.009340789169073105,,,,,,
2,1329,0.009241240099072456,,,,,,
2,1339,0.02279621735215187,,,,,,
2,1349,0.012085561640560627,,,,,,
2,1359,0.025667117908596992,,,,,,
2,1369,0.026299355551600456,,,,,,
2,1379,0.010544444434344769,,,,,,
2,1389,0.003738685045391321,,,,,,
2,1399,0.0109255351126194,,,,,,
2,1409,0.004803132265806198,,,,,,
2,1419,0.018914859741926193,,,,,,
