train_loss,step,epoch,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,val_qa_em,test_avg_qa_sas,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_answer_f1
0.6384252309799194,9,0,,,,,,,,,,
0.5503835678100586,19,0,,,,,,,,,,
0.44200050830841064,29,0,,,,,,,,,,
0.22373951971530914,39,0,,,,,,,,,,
0.3781377077102661,49,0,,,,,,,,,,
0.3142509162425995,59,0,,,,,,,,,,
0.16164468228816986,69,0,,,,,,,,,,
0.24960586428642273,79,0,,,,,,,,,,
0.2762208580970764,89,0,,,,,,,,,,
0.30634570121765137,99,0,,,,,,,,,,
0.13377399742603302,109,0,,,,,,,,,,
0.2994706332683563,119,0,,,,,,,,,,
0.2454349249601364,129,0,,,,,,,,,,
0.20430774986743927,139,0,,,,,,,,,,
0.34274381399154663,149,0,,,,,,,,,,
0.2766762375831604,159,0,,,,,,,,,,
0.1414179503917694,169,0,,,,,,,,,,
0.12427785992622375,179,0,,,,,,,,,,
,179,0,0.24773868918418884,0.5316932201385498,0.505176305770874,0.8679636716842651,0.4560000002384186,,,,,
0.16696320474147797,189,1,,,,,,,,,,
0.15351763367652893,199,1,,,,,,,,,,
0.20061801373958588,209,1,,,,,,,,,,
0.32085177302360535,219,1,,,,,,,,,,
0.15472429990768433,229,1,,,,,,,,,,
0.14826355874538422,239,1,,,,,,,,,,
0.30905255675315857,249,1,,,,,,,,,,
0.16982406377792358,259,1,,,,,,,,,,
0.20798861980438232,269,1,,,,,,,,,,
0.28377190232276917,279,1,,,,,,,,,,
0.105218805372715,289,1,,,,,,,,,,
0.12331277132034302,299,1,,,,,,,,,,
0.09319572895765305,309,1,,,,,,,,,,
0.13672439754009247,319,1,,,,,,,,,,
0.20080547034740448,329,1,,,,,,,,,,
0.17351089417934418,339,1,,,,,,,,,,
0.18104426562786102,349,1,,,,,,,,,,
0.13351482152938843,359,1,,,,,,,,,,
,359,1,0.20617713034152985,0.5743486881256104,0.5547703504562378,0.8805386424064636,0.5026666522026062,,,,,
0.3829961121082306,369,2,,,,,,,,,,
0.08383777737617493,379,2,,,,,,,,,,
0.10007688403129578,389,2,,,,,,,,,,
0.15709252655506134,399,2,,,,,,,,,,
0.2669268548488617,409,2,,,,,,,,,,
0.16607114672660828,419,2,,,,,,,,,,
0.11423628777265549,429,2,,,,,,,,,,
0.22406214475631714,439,2,,,,,,,,,,
0.09957282990217209,449,2,,,,,,,,,,
0.16564710438251495,459,2,,,,,,,,,,
0.08671128749847412,469,2,,,,,,,,,,
0.098455511033535,479,2,,,,,,,,,,
0.2291715443134308,489,2,,,,,,,,,,
0.0957544595003128,499,2,,,,,,,,,,
0.0723070576786995,509,2,,,,,,,,,,
0.08416054397821426,519,2,,,,,,,,,,
0.16690818965435028,529,2,,,,,,,,,,
0.1518777310848236,539,2,,,,,,,,,,
,539,2,0.18543432652950287,0.6018506288528442,0.5848772525787354,0.8906153440475464,0.5386666655540466,,,,,
0.08526211231946945,549,3,,,,,,,,,,
0.1072864681482315,559,3,,,,,,,,,,
0.19519609212875366,569,3,,,,,,,,,,
0.1316026747226715,579,3,,,,,,,,,,
0.20211897790431976,589,3,,,,,,,,,,
0.17070555686950684,599,3,,,,,,,,,,
0.07445035874843597,609,3,,,,,,,,,,
0.0496671199798584,619,3,,,,,,,,,,
0.10218528658151627,629,3,,,,,,,,,,
0.09531515836715698,639,3,,,,,,,,,,
0.10250724852085114,649,3,,,,,,,,,,
0.060732871294021606,659,3,,,,,,,,,,
0.22273655235767365,669,3,,,,,,,,,,
0.09199069440364838,679,3,,,,,,,,,,
0.3185648024082184,689,3,,,,,,,,,,
0.14351992309093475,699,3,,,,,,,,,,
0.09391164034605026,709,3,,,,,,,,,,
0.13285604119300842,719,3,,,,,,,,,,
,719,3,0.17139433324337006,0.6162751913070679,0.6056944727897644,0.8980503678321838,0.5519999861717224,,,,,
0.11344891041517258,729,4,,,,,,,,,,
0.16191069781780243,739,4,,,,,,,,,,
0.06126202270388603,749,4,,,,,,,,,,
0.05136863887310028,759,4,,,,,,,,,,
0.21057741343975067,769,4,,,,,,,,,,
0.07885362952947617,779,4,,,,,,,,,,
0.20858368277549744,789,4,,,,,,,,,,
0.08780325204133987,799,4,,,,,,,,,,
0.11770807206630707,809,4,,,,,,,,,,
0.09187544137239456,819,4,,,,,,,,,,
0.07303449511528015,829,4,,,,,,,,,,
0.10895521193742752,839,4,,,,,,,,,,
0.07618243247270584,849,4,,,,,,,,,,
0.10292425006628036,859,4,,,,,,,,,,
0.17254696786403656,869,4,,,,,,,,,,
0.12728428840637207,879,4,,,,,,,,,,
0.05171869695186615,889,4,,,,,,,,,,
0.13265813887119293,899,4,,,,,,,,,,
,899,4,0.16884446144104004,0.619782030582428,0.6069736480712891,0.8978677988052368,0.5533333420753479,,,,,
,900,5,,,,,,0.619782030582428,0.16884446144104004,0.8978677988052368,0.5533333420753479,0.6069736480712891
