step,train_loss,epoch,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_loss,val_qa_sas,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_em
9,0.4547761380672455,0,,,,,,,,,,
19,0.21012187004089355,0,,,,,,,,,,
29,0.32718798518180847,0,,,,,,,,,,
39,0.22818690538406372,0,,,,,,,,,,
49,0.1512809842824936,0,,,,,,,,,,
59,0.18124724924564362,0,,,,,,,,,,
69,0.14047871530056,0,,,,,,,,,,
79,0.17550644278526306,0,,,,,,,,,,
89,0.12141525000333786,0,,,,,,,,,,
96,,0,0.45783933997154236,0.8790671825408936,0.42105263471603394,0.09559962898492813,0.5180896520614624,,,,,
99,0.15097957849502563,1,,,,,,,,,,
109,0.09483292698860168,1,,,,,,,,,,
119,0.09591061621904373,1,,,,,,,,,,
129,0.13156312704086304,1,,,,,,,,,,
139,0.16724218428134918,1,,,,,,,,,,
149,0.11914532631635666,1,,,,,,,,,,
159,0.1217198595404625,1,,,,,,,,,,
169,0.09857918322086334,1,,,,,,,,,,
179,0.12255579233169556,1,,,,,,,,,,
189,0.086237333714962,1,,,,,,,,,,
193,,1,0.5529303550720215,0.8961681127548218,0.5170278549194336,0.07763873785734177,0.5966913104057312,,,,,
199,0.10497204959392548,2,,,,,,,,,,
209,0.13545002043247223,2,,,,,,,,,,
219,0.1021583303809166,2,,,,,,,,,,
229,0.1085674837231636,2,,,,,,,,,,
239,0.10241317749023438,2,,,,,,,,,,
249,0.25658243894577026,2,,,,,,,,,,
259,0.08690714091062546,2,,,,,,,,,,
269,0.17800837755203247,2,,,,,,,,,,
279,0.04911195859313011,2,,,,,,,,,,
289,0.11110866814851761,2,,,,,,,,,,
290,,2,0.5931985378265381,0.9049084782600403,0.5541795492172241,0.07030293345451355,0.621640145778656,,,,,
299,0.11182773113250732,3,,,,,,,,,,
309,0.10253766924142838,3,,,,,,,,,,
319,0.0891939252614975,3,,,,,,,,,,
329,0.14581607282161713,3,,,,,,,,,,
339,0.09746057540178299,3,,,,,,,,,,
349,0.1122637465596199,3,,,,,,,,,,
359,0.11130741238594055,3,,,,,,,,,,
369,0.10805593430995941,3,,,,,,,,,,
379,0.13752645254135132,3,,,,,,,,,,
387,,3,0.6423063278198242,0.9173239469528198,0.603715181350708,0.06683047115802765,0.6596795916557312,,,,,
389,0.14612773060798645,4,,,,,,,,,,
399,0.1118801012635231,4,,,,,,,,,,
409,0.07968760281801224,4,,,,,,,,,,
419,0.07877934724092484,4,,,,,,,,,,
429,0.09800805151462555,4,,,,,,,,,,
439,0.08578242361545563,4,,,,,,,,,,
449,0.10443528741598129,4,,,,,,,,,,
459,0.08663540333509445,4,,,,,,,,,,
469,0.08986637741327286,4,,,,,,,,,,
479,0.07011973112821579,4,,,,,,,,,,
484,,4,0.61119145154953,0.9105179309844971,0.5758513808250427,0.06595075875520706,0.6396949291229248,,,,,
485,,5,,,,,,0.6396949291229248,0.61119145154953,0.9105179309844971,0.06595075875520706,0.5758513808250427
