train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,test_loss
0.3074376881122589,9,0,,,,,,
0.280752569437027,19,0,,,,,,
0.8266449570655823,29,0,,,,,,
0.5339080095291138,39,0,,,,,,
0.9859411120414734,49,0,,,,,,
0.5727773308753967,59,0,,,,,,
0.32586967945098877,69,0,,,,,,
0.4766635000705719,79,0,,,,,,
0.2696155607700348,89,0,,,,,,
0.20724385976791382,99,0,,,,,,
0.13444261252880096,109,0,,,,,,
0.14150771498680115,119,0,,,,,,
0.16085289418697357,129,0,,,,,,
0.3113248646259308,139,0,,,,,,
0.1446075737476349,149,0,,,,,,
0.22802706062793732,159,0,,,,,,
0.20258207619190216,169,0,,,,,,
0.22116734087467194,179,0,,,,,,
0.1898730993270874,189,0,,,,,,
1.0576239824295044,199,0,,,,,,
0.23302415013313293,209,0,,,,,,
0.14978724718093872,219,0,,,,,,
0.14614543318748474,229,0,,,,,,
0.21712131798267365,239,0,,,,,,
0.3092153072357178,249,0,,,,,,
0.1473747342824936,259,0,,,,,,
0.1857229471206665,269,0,,,,,,
0.17975428700447083,279,0,,,,,,
0.14109137654304504,289,0,,,,,,
0.20619861781597137,299,0,,,,,,
0.3028574585914612,309,0,,,,,,
0.10876788944005966,319,0,,,,,,
0.0914212241768837,329,0,,,,,,
0.3229322135448456,339,0,,,,,,
0.10613781213760376,349,0,,,,,,
0.10423807799816132,359,0,,,,,,
0.11261970549821854,369,0,,,,,,
0.11713031679391861,379,0,,,,,,
0.11031458526849747,389,0,,,,,,
0.11908014863729477,399,0,,,,,,
0.0634397342801094,409,0,,,,,,
0.1654800921678543,419,0,,,,,,
0.06494874507188797,429,0,,,,,,
0.15173321962356567,439,0,,,,,,
0.11443250626325607,449,0,,,,,,
0.2758093476295471,459,0,,,,,,
0.0930619016289711,469,0,,,,,,
0.11129507422447205,479,0,,,,,,
0.14419175684452057,489,0,,,,,,
0.05183009058237076,499,0,,,,,,
0.12263272702693939,509,0,,,,,,
0.10231994837522507,519,0,,,,,,
0.174542635679245,529,0,,,,,,
0.09433335810899734,539,0,,,,,,
0.0859898030757904,549,0,,,,,,
0.10337477922439575,559,0,,,,,,
0.13699445128440857,569,0,,,,,,
0.2221185714006424,579,0,,,,,,
0.2216845452785492,589,0,,,,,,
0.1171673834323883,599,0,,,,,,
0.10547144711017609,609,0,,,,,,
0.10951261967420578,619,0,,,,,,
0.08515051752328873,629,0,,,,,,
0.09882423281669617,639,0,,,,,,
0.2253548800945282,649,0,,,,,,
0.0539420060813427,659,0,,,,,,
0.1072322353720665,669,0,,,,,,
0.054117973893880844,679,0,,,,,,
0.04183747246861458,689,0,,,,,,
0.07350961863994598,699,0,,,,,,
0.052561819553375244,709,0,,,,,,
0.1873047798871994,719,0,,,,,,
0.06881920993328094,729,0,,,,,,
0.05142853781580925,739,0,,,,,,
0.061470627784729004,749,0,,,,,,
0.11331882327795029,759,0,,,,,,
0.16722269356250763,769,0,,,,,,
0.06713929772377014,779,0,,,,,,
0.11206942796707153,789,0,,,,,,
0.1108764186501503,799,0,,,,,,
0.06579408794641495,809,0,,,,,,
0.059117112308740616,819,0,,,,,,
0.06508176028728485,829,0,,,,,,
0.047597844153642654,839,0,,,,,,
0.0927681028842926,849,0,,,,,,
0.06753617525100708,859,0,,,,,,
0.14492017030715942,869,0,,,,,,
0.06035718321800232,879,0,,,,,,
0.07761085033416748,889,0,,,,,,
0.13244114816188812,899,0,,,,,,
0.07039602845907211,909,0,,,,,,
0.062099430710077286,919,0,,,,,,
0.013892124406993389,929,0,,,,,,
,929,0,0.6487049460411072,0.13242489099502563,0.8974901437759399,0.43290042877197266,0.6815541386604309,
0.15227316319942474,939,1,,,,,,
0.08803169429302216,949,1,,,,,,
0.029429122805595398,959,1,,,,,,
0.0376548208296299,969,1,,,,,,
0.07898751646280289,979,1,,,,,,
0.038288358598947525,989,1,,,,,,
0.059537623077631,999,1,,,,,,
0.051422879099845886,1009,1,,,,,,
0.051537614315748215,1019,1,,,,,,
0.15915320813655853,1029,1,,,,,,
0.05192947760224342,1039,1,,,,,,
0.04303070157766342,1049,1,,,,,,
0.038759469985961914,1059,1,,,,,,
0.05252576991915703,1069,1,,,,,,
0.05422351136803627,1079,1,,,,,,
0.09726177155971527,1089,1,,,,,,
0.04396992176771164,1099,1,,,,,,
0.10141818970441818,1109,1,,,,,,
0.3893202245235443,1119,1,,,,,,
0.05838324502110481,1129,1,,,,,,
0.04278217628598213,1139,1,,,,,,
0.0787510946393013,1149,1,,,,,,
0.03969183191657066,1159,1,,,,,,
0.09340636432170868,1169,1,,,,,,
0.11176931113004684,1179,1,,,,,,
0.08844853192567825,1189,1,,,,,,
0.0584750659763813,1199,1,,,,,,
0.04468381777405739,1209,1,,,,,,
0.30687040090560913,1219,1,,,,,,
0.02576616406440735,1229,1,,,,,,
0.027505584061145782,1239,1,,,,,,
0.11863451451063156,1249,1,,,,,,
0.10129213333129883,1259,1,,,,,,
0.04823267459869385,1269,1,,,,,,
0.02201106771826744,1279,1,,,,,,
0.1404329240322113,1289,1,,,,,,
0.08707871288061142,1299,1,,,,,,
0.09556778520345688,1309,1,,,,,,
0.03156386315822601,1319,1,,,,,,
0.04500975087285042,1329,1,,,,,,
0.04129907861351967,1339,1,,,,,,
0.08337072283029556,1349,1,,,,,,
0.05070478096604347,1359,1,,,,,,
0.016231147572398186,1369,1,,,,,,
0.06308024376630783,1379,1,,,,,,
0.02374221757054329,1389,1,,,,,,
0.01350213773548603,1399,1,,,,,,
0.03687150403857231,1409,1,,,,,,
0.08071328699588776,1419,1,,,,,,
0.12298356741666794,1429,1,,,,,,
0.04841948300600052,1439,1,,,,,,
0.017064951360225677,1449,1,,,,,,
0.026982562616467476,1459,1,,,,,,
0.022990942001342773,1469,1,,,,,,
0.04425318166613579,1479,1,,,,,,
0.07883425056934357,1489,1,,,,,,
0.03235698118805885,1499,1,,,,,,
0.07733018696308136,1509,1,,,,,,
0.03633397817611694,1519,1,,,,,,
0.016104672104120255,1529,1,,,,,,
0.03458714485168457,1539,1,,,,,,
0.014344591647386551,1549,1,,,,,,
0.028452420607209206,1559,1,,,,,,
0.046526554971933365,1569,1,,,,,,
0.06158413738012314,1579,1,,,,,,
0.028757648542523384,1589,1,,,,,,
0.015056399628520012,1599,1,,,,,,
0.23667581379413605,1609,1,,,,,,
0.04344065114855766,1619,1,,,,,,
0.08118783682584763,1629,1,,,,,,
0.05400460958480835,1639,1,,,,,,
0.6158517599105835,1649,1,,,,,,
0.0843275785446167,1659,1,,,,,,
0.021667979657649994,1669,1,,,,,,
0.04644765704870224,1679,1,,,,,,
0.0517982617020607,1689,1,,,,,,
0.019334543496370316,1699,1,,,,,,
0.06263692677021027,1709,1,,,,,,
0.029604002833366394,1719,1,,,,,,
0.056170038878917694,1729,1,,,,,,
0.07910510897636414,1739,1,,,,,,
0.036175038665533066,1749,1,,,,,,
0.07102576643228531,1759,1,,,,,,
0.03816872462630272,1769,1,,,,,,
0.06125617399811745,1779,1,,,,,,
0.047273192554712296,1789,1,,,,,,
0.13347357511520386,1799,1,,,,,,
0.0703594908118248,1809,1,,,,,,
0.10613846778869629,1819,1,,,,,,
0.014925497584044933,1829,1,,,,,,
0.042597003281116486,1839,1,,,,,,
0.02122723124921322,1849,1,,,,,,
0.06136548891663551,1859,1,,,,,,
,1859,1,0.6418888568878174,0.146675705909729,0.8988022804260254,0.43290042877197266,0.6814180016517639,
0.05810866877436638,1869,2,,,,,,
0.007733766455203295,1879,2,,,,,,
0.00996710080653429,1889,2,,,,,,
0.009875200688838959,1899,2,,,,,,
0.029897160828113556,1909,2,,,,,,
0.011147093027830124,1919,2,,,,,,
0.03171302750706673,1929,2,,,,,,
0.01593737117946148,1939,2,,,,,,
0.015331015922129154,1949,2,,,,,,
0.058633893728256226,1959,2,,,,,,
0.031497761607170105,1969,2,,,,,,
0.015622035600244999,1979,2,,,,,,
0.008127771317958832,1989,2,,,,,,
0.008371974341571331,1999,2,,,,,,
0.0052505903877317905,2009,2,,,,,,
0.023476429283618927,2019,2,,,,,,
0.0068655735813081264,2029,2,,,,,,
0.04386509582400322,2039,2,,,,,,
0.19246657192707062,2049,2,,,,,,
0.01979103870689869,2059,2,,,,,,
0.008283747360110283,2069,2,,,,,,
0.02971750497817993,2079,2,,,,,,
0.01944119483232498,2089,2,,,,,,
0.030431143939495087,2099,2,,,,,,
0.06032124161720276,2109,2,,,,,,
0.022193215787410736,2119,2,,,,,,
0.016307704150676727,2129,2,,,,,,
0.006513477768748999,2139,2,,,,,,
0.1720438301563263,2149,2,,,,,,
0.0036754943430423737,2159,2,,,,,,
0.008257314562797546,2169,2,,,,,,
0.007676318287849426,2179,2,,,,,,
0.025618556886911392,2189,2,,,,,,
0.023264415562152863,2199,2,,,,,,
0.003999458625912666,2209,2,,,,,,
0.04035456106066704,2219,2,,,,,,
0.05004754662513733,2229,2,,,,,,
0.022704284638166428,2239,2,,,,,,
0.006455239374190569,2249,2,,,,,,
0.014313424937427044,2259,2,,,,,,
0.008556056767702103,2269,2,,,,,,
0.02262149378657341,2279,2,,,,,,
0.007487570866942406,2289,2,,,,,,
0.004732776433229446,2299,2,,,,,,
0.030721714720129967,2309,2,,,,,,
0.002814151579514146,2319,2,,,,,,
0.0020970343612134457,2329,2,,,,,,
0.022931018844246864,2339,2,,,,,,
0.033075492829084396,2349,2,,,,,,
0.06866313517093658,2359,2,,,,,,
0.007745229173451662,2369,2,,,,,,
0.004641587380319834,2379,2,,,,,,
0.003442472079768777,2389,2,,,,,,
0.013363964855670929,2399,2,,,,,,
0.0073862443678081036,2409,2,,,,,,
0.0080877635627985,2419,2,,,,,,
0.011822540313005447,2429,2,,,,,,
0.018074914813041687,2439,2,,,,,,
0.007103146985173225,2449,2,,,,,,
0.004276962950825691,2459,2,,,,,,
0.009373331442475319,2469,2,,,,,,
0.006449657492339611,2479,2,,,,,,
0.020205479115247726,2489,2,,,,,,
0.01608160324394703,2499,2,,,,,,
0.025611072778701782,2509,2,,,,,,
0.012273462489247322,2519,2,,,,,,
0.004055152181535959,2529,2,,,,,,
0.07207096368074417,2539,2,,,,,,
0.011436275206506252,2549,2,,,,,,
0.008538688533008099,2559,2,,,,,,
0.0067874975502491,2569,2,,,,,,
0.25038111209869385,2579,2,,,,,,
0.028047582134604454,2589,2,,,,,,
0.010541722178459167,2599,2,,,,,,
0.006471581757068634,2609,2,,,,,,
0.009302489459514618,2619,2,,,,,,
0.009831668809056282,2629,2,,,,,,
0.017897192388772964,2639,2,,,,,,
0.022498752921819687,2649,2,,,,,,
0.020022397860884666,2659,2,,,,,,
0.01526134368032217,2669,2,,,,,,
0.011796626262366772,2679,2,,,,,,
0.04812902957201004,2689,2,,,,,,
0.005184604786336422,2699,2,,,,,,
0.04621651768684387,2709,2,,,,,,
0.007456276100128889,2719,2,,,,,,
0.008698408491909504,2729,2,,,,,,
0.02429591305553913,2739,2,,,,,,
0.029069095849990845,2749,2,,,,,,
0.008289406076073647,2759,2,,,,,,
0.002987070009112358,2769,2,,,,,,
0.004134600516408682,2779,2,,,,,,
0.020608536899089813,2789,2,,,,,,
