step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
9,0.3392690420150757,0,,,,,,,,,,
19,0.31936362385749817,0,,,,,,,,,,
29,0.2381829172372818,0,,,,,,,,,,
39,0.15570156276226044,0,,,,,,,,,,
49,0.1912657916545868,0,,,,,,,,,,
59,0.18443122506141663,0,,,,,,,,,,
69,0.11158086359500885,0,,,,,,,,,,
79,0.1097453236579895,0,,,,,,,,,,
89,0.10158234089612961,0,,,,,,,,,,
99,0.25276100635528564,0,,,,,,,,,,
109,0.17492559552192688,0,,,,,,,,,,
117,,0,0.380952388048172,0.10689465701580048,0.5064314603805542,0.4385054409503937,0.8705925941467285,,,,,
119,0.12151183933019638,1,,,,,,,,,,
129,0.1850259006023407,1,,,,,,,,,,
139,0.305187463760376,1,,,,,,,,,,
149,0.1176740899682045,1,,,,,,,,,,
159,0.40547654032707214,1,,,,,,,,,,
169,0.2402963489294052,1,,,,,,,,,,
179,0.3636150062084198,1,,,,,,,,,,
189,0.10274522751569748,1,,,,,,,,,,
199,0.14119845628738403,1,,,,,,,,,,
209,0.09535068273544312,1,,,,,,,,,,
219,0.07495272159576416,1,,,,,,,,,,
229,0.10849964618682861,1,,,,,,,,,,
235,,1,0.4476190507411957,0.0986737310886383,0.5550803542137146,0.4988766014575958,0.8851752877235413,,,,,
239,0.2413162738084793,2,,,,,,,,,,
249,0.11312325298786163,2,,,,,,,,,,
259,0.22022081911563873,2,,,,,,,,,,
269,0.12160173058509827,2,,,,,,,,,,
279,0.15901359915733337,2,,,,,,,,,,
289,0.29430997371673584,2,,,,,,,,,,
299,0.11252602934837341,2,,,,,,,,,,
309,0.27106931805610657,2,,,,,,,,,,
319,0.10313116759061813,2,,,,,,,,,,
329,0.061858028173446655,2,,,,,,,,,,
339,0.11051918566226959,2,,,,,,,,,,
349,0.2256430834531784,2,,,,,,,,,,
353,,2,0.48380953073501587,0.0917142853140831,0.5800804495811462,0.5327188372612,0.8926734328269958,,,,,
359,0.11095205694437027,3,,,,,,,,,,
369,0.1524258702993393,3,,,,,,,,,,
379,0.09950075298547745,3,,,,,,,,,,
389,0.2292194813489914,3,,,,,,,,,,
399,0.06897011399269104,3,,,,,,,,,,
409,0.08160460740327835,3,,,,,,,,,,
419,0.1254107505083084,3,,,,,,,,,,
429,0.08903580904006958,3,,,,,,,,,,
439,0.076204814016819,3,,,,,,,,,,
449,0.0800277441740036,3,,,,,,,,,,
459,0.09401019662618637,3,,,,,,,,,,
469,0.07545977085828781,3,,,,,,,,,,
471,,3,0.5047619342803955,0.08890952914953232,0.5995935797691345,0.5541842579841614,0.8980209231376648,,,,,
479,0.10330740362405777,4,,,,,,,,,,
489,0.28265225887298584,4,,,,,,,,,,
499,0.042987700551748276,4,,,,,,,,,,
509,0.07636720687150955,4,,,,,,,,,,
519,0.12196321040391922,4,,,,,,,,,,
529,0.07243502885103226,4,,,,,,,,,,
539,0.3317301273345947,4,,,,,,,,,,
549,0.09645628184080124,4,,,,,,,,,,
559,0.07203950732946396,4,,,,,,,,,,
569,0.08107493817806244,4,,,,,,,,,,
579,0.062295299023389816,4,,,,,,,,,,
589,0.11845497786998749,4,,,,,,,,,,
589,,4,0.49714285135269165,0.08905699849128723,0.5972522497177124,0.5466412901878357,0.8964826464653015,,,,,
590,,5,,,,,,0.8964826464653015,0.08905699849128723,0.5466412901878357,0.5972522497177124,0.49714285135269165
