step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_bert_score,test_loss
9,0,1.0047687292099,,,,,,
19,0,0.5134249925613403,,,,,,
29,0,0.2205830216407776,,,,,,
39,0,0.6240849494934082,,,,,,
49,0,0.37879374623298645,,,,,,
59,0,0.21989913284778595,,,,,,
69,0,0.4003187119960785,,,,,,
79,0,0.27670717239379883,,,,,,
89,0,0.2782895267009735,,,,,,
99,0,0.22118106484413147,,,,,,
109,0,0.2967322766780853,,,,,,
119,0,0.24080485105514526,,,,,,
129,0,0.11127500236034393,,,,,,
139,0,0.36335065960884094,,,,,,
149,0,0.24319961667060852,,,,,,
159,0,0.21618030965328217,,,,,,
169,0,0.20377516746520996,,,,,,
179,0,0.22979694604873657,,,,,,
189,0,0.2005685716867447,,,,,,
199,0,0.2791382670402527,,,,,,
209,0,0.2134997546672821,,,,,,
219,0,0.16474886238574982,,,,,,
229,0,0.18831315636634827,,,,,,
239,0,0.2206849753856659,,,,,,
249,0,0.16602301597595215,,,,,,
259,0,0.029751399531960487,,,,,,
269,0,0.1111474335193634,,,,,,
279,0,0.20917588472366333,,,,,,
289,0,0.12251722067594528,,,,,,
299,0,0.18954594433307648,,,,,,
309,0,0.2259107381105423,,,,,,
319,0,0.12352276593446732,,,,,,
329,0,0.12262120097875595,,,,,,
339,0,0.14302778244018555,,,,,,
349,0,0.17168481647968292,,,,,,
359,0,0.07713893055915833,,,,,,
369,0,0.14136528968811035,,,,,,
379,0,0.14066936075687408,,,,,,
389,0,0.1737823188304901,,,,,,
399,0,0.22861073911190033,,,,,,
409,0,0.10135965794324875,,,,,,
419,0,0.19610947370529175,,,,,,
429,0,0.12641246616840363,,,,,,
439,0,0.1500357687473297,,,,,,
449,0,0.1461637020111084,,,,,,
459,0,0.09627842903137207,,,,,,
469,0,0.05293944850564003,,,,,,
479,0,0.15017589926719666,,,,,,
489,0,0.11459702253341675,,,,,,
499,0,0.1880522519350052,,,,,,
509,0,0.12971018254756927,,,,,,
519,0,0.09672442823648453,,,,,,
529,0,0.2354399859905243,,,,,,
539,0,0.07917040586471558,,,,,,
549,0,0.1316763311624527,,,,,,
559,0,0.10182896256446838,,,,,,
569,0,0.13819892704486847,,,,,,
579,0,0.05058525130152702,,,,,,
589,0,0.14675843715667725,,,,,,
599,0,0.08185778558254242,,,,,,
609,0,0.0765688568353653,,,,,,
619,0,0.1702849119901657,,,,,,
629,0,0.11717356741428375,,,,,,
639,0,0.15378376841545105,,,,,,
649,0,0.07105952501296997,,,,,,
659,0,0.119440957903862,,,,,,
669,0,0.08795995265245438,,,,,,
669,0,,0.4177215099334717,0.4923570454120636,0.5015910267829895,0.14233259856700897,0.8474574089050293,
679,1,0.08696707338094711,,,,,,
689,1,0.13815654814243317,,,,,,
699,1,0.1507149487733841,,,,,,
709,1,0.12369153648614883,,,,,,
719,1,0.0841963142156601,,,,,,
729,1,0.11499221622943878,,,,,,
739,1,0.058252666145563126,,,,,,
749,1,0.08839265257120132,,,,,,
759,1,0.15306474268436432,,,,,,
769,1,0.15684862434864044,,,,,,
779,1,0.103225477039814,,,,,,
789,1,0.10386129468679428,,,,,,
799,1,0.10635201632976532,,,,,,
809,1,0.08340048044919968,,,,,,
819,1,0.0530807189643383,,,,,,
829,1,0.033769119530916214,,,,,,
839,1,0.10124381631612778,,,,,,
849,1,0.0906752273440361,,,,,,
859,1,0.10831968486309052,,,,,,
869,1,0.07557497173547745,,,,,,
879,1,0.04484391584992409,,,,,,
889,1,0.18958169221878052,,,,,,
899,1,0.09139296412467957,,,,,,
909,1,0.11868409067392349,,,,,,
919,1,0.056701403111219406,,,,,,
929,1,0.1057237982749939,,,,,,
939,1,0.08587316423654556,,,,,,
949,1,0.09572970122098923,,,,,,
959,1,0.16625051200389862,,,,,,
969,1,0.0778549388051033,,,,,,
979,1,0.12269540876150131,,,,,,
989,1,0.04778456315398216,,,,,,
999,1,0.08328714221715927,,,,,,
1009,1,0.044017352163791656,,,,,,
1019,1,0.06748437136411667,,,,,,
1029,1,0.07016666233539581,,,,,,
1039,1,0.07189004123210907,,,,,,
1049,1,0.10526235401630402,,,,,,
1059,1,0.04396163672208786,,,,,,
1069,1,0.03774584084749222,,,,,,
1079,1,0.02111233025789261,,,,,,
1089,1,0.0386178158223629,,,,,,
1099,1,0.08411083370447159,,,,,,
1109,1,0.046890974044799805,,,,,,
1119,1,0.04504783824086189,,,,,,
1129,1,0.03454576060175896,,,,,,
1139,1,0.08780132234096527,,,,,,
1149,1,0.050405748188495636,,,,,,
1159,1,0.10072524845600128,,,,,,
1169,1,0.13535133004188538,,,,,,
1179,1,0.07562685757875443,,,,,,
1189,1,0.1243247464299202,,,,,,
1199,1,0.10556504875421524,,,,,,
1209,1,nan,,,,,,
1219,1,0.06407804042100906,,,,,,
1229,1,0.05159460008144379,,,,,,
1239,1,0.06741532683372498,,,,,,
1249,1,0.03059195540845394,,,,,,
1259,1,0.0632026195526123,,,,,,
1269,1,0.05980133265256882,,,,,,
1279,1,0.04428057372570038,,,,,,
1289,1,0.09244289249181747,,,,,,
1299,1,0.04785110056400299,,,,,,
1309,1,0.05018050968647003,,,,,,
1319,1,0.024147165939211845,,,,,,
1329,1,0.01139000803232193,,,,,,
1339,1,0.04549797996878624,,,,,,
1339,1,,0.42405062913894653,0.4823489487171173,0.48592010140419006,0.17416872084140778,0.8417763113975525,
1349,2,0.04659821093082428,,,,,,
1359,2,0.04649047181010246,,,,,,
1369,2,0.044755320996046066,,,,,,
1379,2,0.0485592857003212,,,,,,
1389,2,0.02708330564200878,,,,,,
1399,2,0.04023071750998497,,,,,,
1409,2,0.07902681082487106,,,,,,
1419,2,0.019697925075888634,,,,,,
1429,2,0.09780248254537582,,,,,,
1439,2,0.05914975330233574,,,,,,
1449,2,0.055281806737184525,,,,,,
1459,2,0.05722871422767639,,,,,,
1469,2,0.08930539339780807,,,,,,
1479,2,0.06849551200866699,,,,,,
1489,2,0.063705213367939,,,,,,
1499,2,0.06897060573101044,,,,,,
1509,2,0.050234269350767136,,,,,,
1519,2,0.042679451406002045,,,,,,
1529,2,0.07259701192378998,,,,,,
1539,2,0.03028893657028675,,,,,,
1549,2,0.03671063482761383,,,,,,
1559,2,0.10370881855487823,,,,,,
