epoch,train_loss,step,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,test_loss
0,0.10216393321752548,9,,,,,,
0,0.06104806065559387,19,,,,,,
0,0.0668989047408104,29,,,,,,
0,0.0650615468621254,39,,,,,,
0,0.043775517493486404,49,,,,,,
0,0.03663656860589981,59,,,,,,
0,0.04163983836770058,69,,,,,,
0,0.04600885510444641,79,,,,,,
0,0.05079388990998268,89,,,,,,
0,0.03341060131788254,99,,,,,,
0,0.020187299698591232,109,,,,,,
0,0.03236115351319313,119,,,,,,
0,0.053823139518499374,129,,,,,,
0,0.031062617897987366,139,,,,,,
0,0.05918598175048828,149,,,,,,
0,0.039665207266807556,159,,,,,,
0,0.029810193926095963,169,,,,,,
0,0.032798364758491516,179,,,,,,
0,0.03521706536412239,189,,,,,,
0,0.046323735266923904,199,,,,,,
0,0.02461710013449192,209,,,,,,
0,0.037419140338897705,219,,,,,,
0,0.02279939502477646,229,,,,,,
0,0.025878936052322388,239,,,,,,
0,0.03582146018743515,249,,,,,,
0,0.020775409415364265,259,,,,,,
0,0.04571622982621193,269,,,,,,
0,0.060716573148965836,279,,,,,,
0,0.023430518805980682,289,,,,,,
0,0.01795474998652935,299,,,,,,
0,0.02048606239259243,309,,,,,,
0,0.03606180101633072,319,,,,,,
0,0.02871883101761341,329,,,,,,
0,0.04253570735454559,339,,,,,,
0,0.023322295397520065,349,,,,,,
0,0.019360661506652832,359,,,,,,
0,0.04592476040124893,369,,,,,,
0,0.04026927798986435,379,,,,,,
0,0.02613897994160652,389,,,,,,
0,0.020148703828454018,399,,,,,,
0,0.04083587974309921,409,,,,,,
0,0.0368521548807621,419,,,,,,
0,0.01531866192817688,429,,,,,,
0,0.024591201916337013,439,,,,,,
0,0.019821804016828537,449,,,,,,
0,0.02191256545484066,459,,,,,,
0,0.030861742794513702,469,,,,,,
0,0.028081845492124557,479,,,,,,
0,0.010078120976686478,489,,,,,,
0,0.016726555302739143,499,,,,,,
0,0.013851070776581764,509,,,,,,
0,0.051016051322221756,519,,,,,,
0,0.02178169973194599,529,,,,,,
0,0.014116168953478336,539,,,,,,
