train_loss,epoch,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_answer_f1,val_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas,test_loss
2.4142162799835205,0,9,,,,,,,,,,
1.023461103439331,0,19,,,,,,,,,,
1.847857117652893,0,29,,,,,,,,,,
1.6490370035171509,0,39,,,,,,,,,,
0.5666971206665039,0,49,,,,,,,,,,
1.3460209369659424,0,59,,,,,,,,,,
1.8236610889434814,0,69,,,,,,,,,,
0.6799686551094055,0,79,,,,,,,,,,
0.7462305426597595,0,89,,,,,,,,,,
0.7936732769012451,0,99,,,,,,,,,,
,0,107,0.8319551944732666,1.1765356063842773,0.2576177418231964,0.4286231994628906,0.49869173765182495,,,,,
2.0863234996795654,1,109,,,,,,,,,,
2.161918878555298,1,119,,,,,,,,,,
0.7275100350379944,1,129,,,,,,,,,,
0.6270389556884766,1,139,,,,,,,,,,
0.7045226693153381,1,149,,,,,,,,,,
0.42462417483329773,1,159,,,,,,,,,,
1.2066848278045654,1,169,,,,,,,,,,
1.4614078998565674,1,179,,,,,,,,,,
1.2736587524414062,1,189,,,,,,,,,,
1.0797969102859497,1,199,,,,,,,,,,
1.0819733142852783,1,209,,,,,,,,,,
,1,215,0.8380976319313049,1.1217014789581299,0.2686980664730072,0.42510494589805603,0.49711674451828003,,,,,
1.164670705795288,2,219,,,,,,,,,,
1.0440285205841064,2,229,,,,,,,,,,
0.7630067467689514,2,239,,,,,,,,,,
0.6081390976905823,2,249,,,,,,,,,,
0.6442963480949402,2,259,,,,,,,,,,
1.1915923357009888,2,269,,,,,,,,,,
1.5992937088012695,2,279,,,,,,,,,,
1.3307756185531616,2,289,,,,,,,,,,
1.4264585971832275,2,299,,,,,,,,,,
0.7125051617622375,2,309,,,,,,,,,,
1.5438249111175537,2,319,,,,,,,,,,
,2,323,0.840995728969574,1.0953971147537231,0.2770083248615265,0.43639713525772095,0.5041981339454651,,,,,
0.40188515186309814,3,329,,,,,,,,,,
1.5370477437973022,3,339,,,,,,,,,,
1.2338250875473022,3,349,,,,,,,,,,
0.6921061873435974,3,359,,,,,,,,,,
1.6632664203643799,3,369,,,,,,,,,,
1.0846072435379028,3,379,,,,,,,,,,
0.6074228882789612,3,389,,,,,,,,,,
1.2204127311706543,3,399,,,,,,,,,,
0.9753628373146057,3,409,,,,,,,,,,
1.2934916019439697,3,419,,,,,,,,,,
1.632691502571106,3,429,,,,,,,,,,
,3,431,0.8409343957901001,1.0754783153533936,0.279778391122818,0.43578261137008667,0.51090407371521,,,,,
1.332241415977478,4,439,,,,,,,,,,
0.8607923984527588,4,449,,,,,,,,,,
0.9048923850059509,4,459,,,,,,,,,,
1.0366895198822021,4,469,,,,,,,,,,
1.5161226987838745,4,479,,,,,,,,,,
0.37346455454826355,4,489,,,,,,,,,,
1.1393061876296997,4,499,,,,,,,,,,
1.4230917692184448,4,509,,,,,,,,,,
1.2581902742385864,4,519,,,,,,,,,,
2.5048987865448,4,529,,,,,,,,,,
0.9379003643989563,4,539,,,,,,,,,,
,4,539,0.8414731025695801,1.069551706314087,0.2714681327342987,0.44484686851501465,0.513687789440155,,,,,
,5,540,,,,,,0.2714681327342987,0.44484686851501465,0.8414731025695801,0.513687789440155,1.069551706314087
