train_loss,step,epoch,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em
0.8331818580627441,9,0,,,,,,,,,,
0.7224782109260559,19,0,,,,,,,,,,
0.9407994747161865,29,0,,,,,,,,,,
0.5053208470344543,39,0,,,,,,,,,,
1.0304330587387085,49,0,,,,,,,,,,
1.020182490348816,59,0,,,,,,,,,,
1.2788797616958618,69,0,,,,,,,,,,
1.1929373741149902,79,0,,,,,,,,,,
0.7092230319976807,89,0,,,,,,,,,,
0.9478926062583923,99,0,,,,,,,,,,
0.9746548533439636,109,0,,,,,,,,,,
0.6312265396118164,119,0,,,,,,,,,,
0.36937910318374634,129,0,,,,,,,,,,
0.1649327576160431,139,0,,,,,,,,,,
0.6969447135925293,149,0,,,,,,,,,,
0.912911057472229,159,0,,,,,,,,,,
0.8517605066299438,169,0,,,,,,,,,,
0.19822019338607788,179,0,,,,,,,,,,
,181,0,0.35479453206062317,0.5358297824859619,0.8539729118347168,0.4620981216430664,0.4363340139389038,,,,,
0.25261250138282776,189,1,,,,,,,,,,
0.22970221936702728,199,1,,,,,,,,,,
0.9885780215263367,209,1,,,,,,,,,,
0.46371302008628845,219,1,,,,,,,,,,
0.6938456892967224,229,1,,,,,,,,,,
0.44354018568992615,239,1,,,,,,,,,,
0.9102146029472351,249,1,,,,,,,,,,
0.8898113965988159,259,1,,,,,,,,,,
0.3776102662086487,269,1,,,,,,,,,,
0.7566218972206116,279,1,,,,,,,,,,
0.7443454265594482,289,1,,,,,,,,,,
0.775585412979126,299,1,,,,,,,,,,
0.8958484530448914,309,1,,,,,,,,,,
0.24919334053993225,319,1,,,,,,,,,,
0.2390475869178772,329,1,,,,,,,,,,
0.37006038427352905,339,1,,,,,,,,,,
1.3622945547103882,349,1,,,,,,,,,,
0.8073989152908325,359,1,,,,,,,,,,
,363,1,0.3931506872177124,0.4827177822589874,0.8657398223876953,0.5006728768348694,0.4805552065372467,,,,,
0.2486424595117569,369,2,,,,,,,,,,
0.7136595249176025,379,2,,,,,,,,,,
0.3361959159374237,389,2,,,,,,,,,,
0.44341781735420227,399,2,,,,,,,,,,
0.440397173166275,409,2,,,,,,,,,,
0.3736278712749481,419,2,,,,,,,,,,
0.5533023476600647,429,2,,,,,,,,,,
0.23636484146118164,439,2,,,,,,,,,,
0.5751187205314636,449,2,,,,,,,,,,
0.5430771708488464,459,2,,,,,,,,,,
1.0125116109848022,469,2,,,,,,,,,,
0.7858372926712036,479,2,,,,,,,,,,
0.34112709760665894,489,2,,,,,,,,,,
0.9288532733917236,499,2,,,,,,,,,,
0.304107666015625,509,2,,,,,,,,,,
0.42248550057411194,519,2,,,,,,,,,,
0.7788559198379517,529,2,,,,,,,,,,
0.8286072015762329,539,2,,,,,,,,,,
,545,2,0.4273972511291504,0.45470288395881653,0.8744564652442932,0.5257167220115662,0.5061456561088562,,,,,
0.7322106957435608,549,3,,,,,,,,,,
0.663759708404541,559,3,,,,,,,,,,
0.25455382466316223,569,3,,,,,,,,,,
0.12738214433193207,579,3,,,,,,,,,,
0.2539401054382324,589,3,,,,,,,,,,
0.6892907023429871,599,3,,,,,,,,,,
0.6779114603996277,609,3,,,,,,,,,,
0.4466419517993927,619,3,,,,,,,,,,
0.33418434858322144,629,3,,,,,,,,,,
0.5799778699874878,639,3,,,,,,,,,,
0.5683082938194275,649,3,,,,,,,,,,
0.5217788219451904,659,3,,,,,,,,,,
0.8466975688934326,669,3,,,,,,,,,,
0.6908645629882812,679,3,,,,,,,,,,
0.6475363969802856,689,3,,,,,,,,,,
0.9298052191734314,699,3,,,,,,,,,,
0.9187836647033691,709,3,,,,,,,,,,
0.2084706723690033,719,3,,,,,,,,,,
,727,3,0.4575342535972595,0.44993332028388977,0.8815440535545349,0.5519329309463501,0.5339822173118591,,,,,
0.5869661569595337,729,4,,,,,,,,,,
0.2861913740634918,739,4,,,,,,,,,,
0.7926070690155029,749,4,,,,,,,,,,
0.6112275719642639,759,4,,,,,,,,,,
0.42436420917510986,769,4,,,,,,,,,,
0.6653304696083069,779,4,,,,,,,,,,
0.3704156279563904,789,4,,,,,,,,,,
0.9469582438468933,799,4,,,,,,,,,,
0.30414631962776184,809,4,,,,,,,,,,
0.47422999143600464,819,4,,,,,,,,,,
0.46312615275382996,829,4,,,,,,,,,,
0.26244908571243286,839,4,,,,,,,,,,
0.5090066194534302,849,4,,,,,,,,,,
0.5415464043617249,859,4,,,,,,,,,,
0.10652584582567215,869,4,,,,,,,,,,
0.3172253966331482,879,4,,,,,,,,,,
0.9114798903465271,889,4,,,,,,,,,,
0.5202201008796692,899,4,,,,,,,,,,
0.1009044274687767,909,4,,,,,,,,,,
,909,4,0.46986302733421326,0.43998852372169495,0.8843375444412231,0.56500643491745,0.544768214225769,,,,,
,910,5,,,,,,0.43998852372169495,0.544768214225769,0.8843375444412231,0.56500643491745,0.46986302733421326
