step,epoch,train_loss,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em
9,0,1.0520305633544922,,,,,,,,,,
19,0,0.6545723080635071,,,,,,,,,,
29,0,0.48809802532196045,,,,,,,,,,
39,0,0.33699092268943787,,,,,,,,,,
49,0,0.3313407599925995,,,,,,,,,,
59,0,0.26896199584007263,,,,,,,,,,
69,0,0.34791287779808044,,,,,,,,,,
79,0,0.4029075503349304,,,,,,,,,,
89,0,0.4642818570137024,,,,,,,,,,
99,0,0.29255586862564087,,,,,,,,,,
109,0,0.4185505211353302,,,,,,,,,,
119,0,0.3833114504814148,,,,,,,,,,
129,0,0.29529446363449097,,,,,,,,,,
139,0,0.27758675813674927,,,,,,,,,,
149,0,0.3976837992668152,,,,,,,,,,
159,0,0.27774906158447266,,,,,,,,,,
169,0,0.32782813906669617,,,,,,,,,,
169,0,,0.24301061034202576,0.3159751892089844,0.7805085182189941,0.28313156962394714,0.22864651679992676,,,,,
179,1,0.3018593490123749,,,,,,,,,,
189,1,0.18371489644050598,,,,,,,,,,
199,1,0.30180516839027405,,,,,,,,,,
209,1,0.24343982338905334,,,,,,,,,,
219,1,0.2942754924297333,,,,,,,,,,
229,1,0.3565765619277954,,,,,,,,,,
239,1,0.3056029975414276,,,,,,,,,,
249,1,0.3680598735809326,,,,,,,,,,
259,1,0.21960841119289398,,,,,,,,,,
269,1,0.22894620895385742,,,,,,,,,,
279,1,0.2634962499141693,,,,,,,,,,
289,1,0.2029227614402771,,,,,,,,,,
299,1,0.17504502832889557,,,,,,,,,,
309,1,0.3665205240249634,,,,,,,,,,
319,1,0.14233197271823883,,,,,,,,,,
329,1,0.280428409576416,,,,,,,,,,
339,1,0.18956390023231506,,,,,,,,,,
339,1,,0.22244372963905334,0.39598336815834045,0.8159638047218323,0.37352997064590454,0.32194480299949646,,,,,
349,2,0.2530989646911621,,,,,,,,,,
359,2,0.3123421370983124,,,,,,,,,,
369,2,0.3614780306816101,,,,,,,,,,
379,2,0.13849125802516937,,,,,,,,,,
389,2,0.16529123485088348,,,,,,,,,,
399,2,0.21978572010993958,,,,,,,,,,
409,2,0.14875614643096924,,,,,,,,,,
419,2,0.16861994564533234,,,,,,,,,,
429,2,0.19564653933048248,,,,,,,,,,
439,2,0.2089572548866272,,,,,,,,,,
449,2,0.26136764883995056,,,,,,,,,,
459,2,0.16048817336559296,,,,,,,,,,
469,2,0.1489803045988083,,,,,,,,,,
479,2,0.2578050196170807,,,,,,,,,,
489,2,0.20368075370788574,,,,,,,,,,
499,2,0.21231214702129364,,,,,,,,,,
509,2,0.09202291071414948,,,,,,,,,,
509,2,,0.20942085981369019,0.42332205176353455,0.8253540396690369,0.3986858129501343,0.3495400846004486,,,,,
519,3,0.25932690501213074,,,,,,,,,,
529,3,0.21879053115844727,,,,,,,,,,
539,3,0.2697254717350006,,,,,,,,,,
549,3,0.14440907537937164,,,,,,,,,,
559,3,0.2527717053890228,,,,,,,,,,
569,3,0.18388979136943817,,,,,,,,,,
579,3,0.1797860860824585,,,,,,,,,,
589,3,0.21045535802841187,,,,,,,,,,
599,3,0.1720067709684372,,,,,,,,,,
609,3,0.25815320014953613,,,,,,,,,,
619,3,0.12991046905517578,,,,,,,,,,
629,3,0.2635728120803833,,,,,,,,,,
639,3,0.21956782042980194,,,,,,,,,,
649,3,0.18662355840206146,,,,,,,,,,
659,3,0.17467345297336578,,,,,,,,,,
669,3,0.14428198337554932,,,,,,,,,,
679,3,0.44550231099128723,,,,,,,,,,
679,3,,0.20205965638160706,0.4137115478515625,0.8238561749458313,0.38529661297798157,0.33114323019981384,,,,,
689,4,0.1758624017238617,,,,,,,,,,
699,4,0.20157264173030853,,,,,,,,,,
709,4,0.16220372915267944,,,,,,,,,,
719,4,0.1791449785232544,,,,,,,,,,
729,4,0.22685445845127106,,,,,,,,,,
739,4,0.21073681116104126,,,,,,,,,,
749,4,0.17626598477363586,,,,,,,,,,
759,4,0.25438839197158813,,,,,,,,,,
769,4,0.20259687304496765,,,,,,,,,,
779,4,0.1398913860321045,,,,,,,,,,
789,4,0.3828594982624054,,,,,,,,,,
799,4,0.17356379330158234,,,,,,,,,,
809,4,0.17863504588603973,,,,,,,,,,
819,4,0.18149127066135406,,,,,,,,,,
829,4,0.2675915062427521,,,,,,,,,,
839,4,0.12889640033245087,,,,,,,,,,
849,4,0.1789478361606598,,,,,,,,,,
849,4,,0.19994361698627472,0.4246470034122467,0.8341403007507324,0.403866171836853,0.35085412859916687,,,,,
850,5,,,,,,,0.8341403007507324,0.19994361698627472,0.4246470034122467,0.403866171836853,0.35085412859916687
