train_loss,step,epoch,val_qa_sas,val_qa_bert_score,val_qa_em,val_loss,val_qa_answer_f1,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
1.0802024602890015,9,0,,,,,,,,,,
0.7398551106452942,19,0,,,,,,,,,,
0.48018306493759155,29,0,,,,,,,,,,
0.9019119739532471,39,0,,,,,,,,,,
0.3559337258338928,49,0,,,,,,,,,,
0.3234032690525055,59,0,,,,,,,,,,
0.2994511127471924,69,0,,,,,,,,,,
0.40913867950439453,79,0,,,,,,,,,,
0.2744104862213135,89,0,,,,,,,,,,
0.1994846612215042,99,0,,,,,,,,,,
0.6387038826942444,109,0,,,,,,,,,,
0.25760722160339355,119,0,,,,,,,,,,
0.30701738595962524,129,0,,,,,,,,,,
0.177550807595253,139,0,,,,,,,,,,
0.23555339872837067,149,0,,,,,,,,,,
0.3841584622859955,159,0,,,,,,,,,,
0.3282497525215149,169,0,,,,,,,,,,
,172,0,0.414093017578125,0.8288711905479431,0.3499999940395355,0.21558748185634613,0.4038829803466797,,,,,
0.3259650468826294,179,1,,,,,,,,,,
0.244569331407547,189,1,,,,,,,,,,
0.23278720676898956,199,1,,,,,,,,,,
0.18155506253242493,209,1,,,,,,,,,,
0.17836037278175354,219,1,,,,,,,,,,
0.2226923406124115,229,1,,,,,,,,,,
0.18935444951057434,239,1,,,,,,,,,,
0.19975626468658447,249,1,,,,,,,,,,
0.23569181561470032,259,1,,,,,,,,,,
0.5846463441848755,269,1,,,,,,,,,,
0.211908757686615,279,1,,,,,,,,,,
0.1551814079284668,289,1,,,,,,,,,,
0.33721962571144104,299,1,,,,,,,,,,
0.15779536962509155,309,1,,,,,,,,,,
0.15924951434135437,319,1,,,,,,,,,,
0.12305930256843567,329,1,,,,,,,,,,
0.1396096646785736,339,1,,,,,,,,,,
,345,1,0.48813143372535706,0.8521633148193359,0.427142858505249,0.16528891026973724,0.48264509439468384,,,,,
0.12363883852958679,349,2,,,,,,,,,,
0.11952119320631027,359,2,,,,,,,,,,
0.18453775346279144,369,2,,,,,,,,,,
0.12813149392604828,379,2,,,,,,,,,,
0.2405914068222046,389,2,,,,,,,,,,
0.1519804298877716,399,2,,,,,,,,,,
0.14387361705303192,409,2,,,,,,,,,,
0.2294018417596817,419,2,,,,,,,,,,
0.13336709141731262,429,2,,,,,,,,,,
0.13846692442893982,439,2,,,,,,,,,,
0.17900964617729187,449,2,,,,,,,,,,
0.1792459487915039,459,2,,,,,,,,,,
0.16686730086803436,469,2,,,,,,,,,,
0.1081380620598793,479,2,,,,,,,,,,
0.07244392484426498,489,2,,,,,,,,,,
0.09331168234348297,499,2,,,,,,,,,,
0.24196135997772217,509,2,,,,,,,,,,
,518,2,0.5212735533714294,0.8593901991844177,0.46000000834465027,0.14051103591918945,0.5137512683868408,,,,,
0.3077685236930847,519,3,,,,,,,,,,
0.1276480108499527,529,3,,,,,,,,,,
0.12561333179473877,539,3,,,,,,,,,,
0.1384986788034439,549,3,,,,,,,,,,
0.09990974515676498,559,3,,,,,,,,,,
0.424447238445282,569,3,,,,,,,,,,
0.09486771374940872,579,3,,,,,,,,,,
0.07487378269433975,589,3,,,,,,,,,,
0.16501227021217346,599,3,,,,,,,,,,
0.05247073620557785,609,3,,,,,,,,,,
0.07781080156564713,619,3,,,,,,,,,,
0.20849469304084778,629,3,,,,,,,,,,
0.16090424358844757,639,3,,,,,,,,,,
0.09273738414049149,649,3,,,,,,,,,,
0.1331600695848465,659,3,,,,,,,,,,
0.10441816598176956,669,3,,,,,,,,,,
0.05472661927342415,679,3,,,,,,,,,,
0.11205734312534332,689,3,,,,,,,,,,
,691,3,0.5286144018173218,0.8598257303237915,0.46714285016059875,0.12680457532405853,0.5185245871543884,,,,,
0.1697823852300644,699,4,,,,,,,,,,
0.14105546474456787,709,4,,,,,,,,,,
0.07447926700115204,719,4,,,,,,,,,,
0.14168961346149445,729,4,,,,,,,,,,
0.10367932915687561,739,4,,,,,,,,,,
0.06563939899206161,749,4,,,,,,,,,,
0.1928279846906662,759,4,,,,,,,,,,
0.2403269112110138,769,4,,,,,,,,,,
nan,779,4,,,,,,,,,,
0.12378255277872086,789,4,,,,,,,,,,
0.09592898935079575,799,4,,,,,,,,,,
0.20536208152770996,809,4,,,,,,,,,,
0.13064734637737274,819,4,,,,,,,,,,
0.12312916666269302,829,4,,,,,,,,,,
0.1493830382823944,839,4,,,,,,,,,,
0.17751936614513397,849,4,,,,,,,,,,
0.10248306393623352,859,4,,,,,,,,,,
,864,4,0.5408935546875,0.865561842918396,0.488571435213089,0.13399150967597961,0.5340802073478699,,,,,
,865,5,,,,,,0.865561842918396,0.13399150967597961,0.5340802073478699,0.5408935546875,0.488571435213089
