epoch,train_loss,step,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,test_loss
0,0.8437846899032593,9,,,,,,
0,0.35952451825141907,19,,,,,,
0,0.5138362646102905,29,,,,,,
0,0.2731935381889343,39,,,,,,
0,0.9151126742362976,49,,,,,,
0,0.6333705186843872,59,,,,,,
0,0.28839755058288574,69,,,,,,
0,0.18588115274906158,79,,,,,,
0,0.29764702916145325,89,,,,,,
0,0.6125208735466003,99,,,,,,
0,0.42751652002334595,109,,,,,,
0,0.694392740726471,119,,,,,,
0,0.5126961469650269,129,,,,,,
0,0.6800872683525085,139,,,,,,
0,0.3874746561050415,149,,,,,,
0,0.08048411458730698,159,,,,,,
0,0.4074820280075073,169,,,,,,
0,0.688692033290863,179,,,,,,
0,0.747505784034729,189,,,,,,
0,0.6551060676574707,199,,,,,,
0,0.18098491430282593,209,,,,,,
0,0.7143508791923523,219,,,,,,
0,0.1670185625553131,229,,,,,,
0,0.17761197686195374,239,,,,,,
0,0.3928716480731964,249,,,,,,
0,0.5141983032226562,259,,,,,,
0,0.25757378339767456,269,,,,,,
0,0.2502891421318054,279,,,,,,
0,1.1954445838928223,289,,,,,,
0,0.3051658868789673,299,,,,,,
0,1.0910946130752563,309,,,,,,
0,0.15993329882621765,319,,,,,,
0,0.26767003536224365,329,,,,,,
0,0.20143184065818787,339,,,,,,
0,0.47562339901924133,349,,,,,,
0,0.15695497393608093,359,,,,,,
0,0.3989066183567047,369,,,,,,
0,,374,0.09647209942340851,0.707850456237793,0.9051428437232971,0.54347825050354,0.682469367980957,
1,0.8571048378944397,379,,,,,,
1,0.30365750193595886,389,,,,,,
1,0.19948622584342957,399,,,,,,
1,0.36413201689720154,409,,,,,,
1,0.07255864888429642,419,,,,,,
1,0.16922350227832794,429,,,,,,
1,0.10247503966093063,439,,,,,,
1,0.6553522348403931,449,,,,,,
1,0.17936907708644867,459,,,,,,
1,0.15020208060741425,469,,,,,,
1,0.17022494971752167,479,,,,,,
1,0.3857722580432892,489,,,,,,
1,0.4733104109764099,499,,,,,,
1,0.2378883957862854,509,,,,,,
1,0.5241434574127197,519,,,,,,
1,0.16594678163528442,529,,,,,,
1,0.07049795240163803,539,,,,,,
1,0.18424257636070251,549,,,,,,
1,0.3693549335002899,559,,,,,,
1,0.30135011672973633,569,,,,,,
1,0.16395491361618042,579,,,,,,
1,0.24326318502426147,589,,,,,,
1,0.30362215638160706,599,,,,,,
1,0.11599159240722656,609,,,,,,
1,0.06572576612234116,619,,,,,,
1,0.15732067823410034,629,,,,,,
1,0.16728532314300537,639,,,,,,
1,0.20991572737693787,649,,,,,,
1,0.3768640458583832,659,,,,,,
1,0.4485936164855957,669,,,,,,
1,0.06326593458652496,679,,,,,,
1,0.0352022759616375,689,,,,,,
1,0.107246994972229,699,,,,,,
1,0.27833878993988037,709,,,,,,
1,0.1488581746816635,719,,,,,,
1,0.1137080192565918,729,,,,,,
1,0.03798230364918709,739,,,,,,
1,0.008140956051647663,749,,,,,,
1,,749,0.09337460994720459,0.6773476600646973,0.9005255103111267,0.539130449295044,0.6533405184745789,
2,0.0723734050989151,759,,,,,,
2,0.04921959713101387,769,,,,,,
2,0.028658727183938026,779,,,,,,
2,0.10254447162151337,789,,,,,,
2,0.15728673338890076,799,,,,,,
2,0.11208343505859375,809,,,,,,
2,0.04385865852236748,819,,,,,,
2,0.24984732270240784,829,,,,,,
2,0.03025534562766552,839,,,,,,
2,0.02262657694518566,849,,,,,,
2,0.05748463794589043,859,,,,,,
2,0.05665729567408562,869,,,,,,
2,0.023586401715874672,879,,,,,,
2,0.03325836732983589,889,,,,,,
2,0.03184248134493828,899,,,,,,
2,0.07607396692037582,909,,,,,,
2,0.07302728295326233,919,,,,,,
2,0.058641862124204636,929,,,,,,
2,0.029874971136450768,939,,,,,,
2,0.04394526779651642,949,,,,,,
2,0.051954202353954315,959,,,,,,
2,0.06369795650243759,969,,,,,,
2,0.20926439762115479,979,,,,,,
2,0.11443820595741272,989,,,,,,
2,0.17587438225746155,999,,,,,,
2,0.018385084345936775,1009,,,,,,
2,0.1533544957637787,1019,,,,,,
2,0.10083241015672684,1029,,,,,,
2,0.020925020799040794,1039,,,,,,
2,0.019599469378590584,1049,,,,,,
2,0.004883244633674622,1059,,,,,,
2,0.0783204659819603,1069,,,,,,
2,0.02160349115729332,1079,,,,,,
2,0.055767059326171875,1089,,,,,,
2,0.05869545787572861,1099,,,,,,
2,0.02449810691177845,1109,,,,,,
2,0.23391854763031006,1119,,,,,,
2,,1124,0.10991169512271881,0.6840490102767944,0.9008821249008179,0.539130449295044,0.6585044264793396,
3,0.27844706177711487,1129,,,,,,
3,0.07826165854930878,1139,,,,,,
3,0.027847032994031906,1149,,,,,,
3,0.09517820179462433,1159,,,,,,
3,0.01941402442753315,1169,,,,,,
3,0.041774146258831024,1179,,,,,,
3,0.061628494411706924,1189,,,,,,
3,0.12013666331768036,1199,,,,,,
3,0.01395378541201353,1209,,,,,,
3,0.016165828332304955,1219,,,,,,
3,0.02628856524825096,1229,,,,,,
3,0.1005195900797844,1239,,,,,,
3,0.047125205397605896,1249,,,,,,
3,0.016759948804974556,1259,,,,,,
3,0.12952078878879547,1269,,,,,,
3,0.043887488543987274,1279,,,,,,
3,0.005083214025944471,1289,,,,,,
3,0.008240003138780594,1299,,,,,,
3,0.08241786062717438,1309,,,,,,
3,0.056789107620716095,1319,,,,,,
3,0.013986124657094479,1329,,,,,,
3,0.10755238682031631,1339,,,,,,
3,0.05596402287483215,1349,,,,,,
3,0.032093241810798645,1359,,,,,,
3,0.03778405487537384,1369,,,,,,
3,0.013963159173727036,1379,,,,,,
3,0.05076371505856514,1389,,,,,,
3,0.028133515268564224,1399,,,,,,
3,0.021328918635845184,1409,,,,,,
3,0.10465189814567566,1419,,,,,,
3,0.011979425325989723,1429,,,,,,
3,0.01170326303690672,1439,,,,,,
3,0.01076776348054409,1449,,,,,,
3,0.049064282327890396,1459,,,,,,
3,0.006711169146001339,1469,,,,,,
3,0.003504529595375061,1479,,,,,,
3,0.005067430902272463,1489,,,,,,
3,0.00031939646578393877,1499,,,,,,
3,,1499,0.11641412228345871,0.7010178565979004,0.9066102504730225,0.552173912525177,0.6814982295036316,
4,0.02748602256178856,1509,,,,,,
4,0.021893315017223358,1519,,,,,,
4,0.004901745822280645,1529,,,,,,
4,0.04197278246283531,1539,,,,,,
4,0.025986485183238983,1549,,,,,,
4,0.026484709233045578,1559,,,,,,
4,0.010304192081093788,1569,,,,,,
4,0.03308966010808945,1579,,,,,,
4,0.008480758406221867,1589,,,,,,
4,0.0032349235843867064,1599,,,,,,
4,0.018750552088022232,1609,,,,,,
