train_loss,epoch,step,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,test_loss
0.42278239130973816,0,9,,,,,,
0.35386914014816284,0,19,,,,,,
0.1510770618915558,0,29,,,,,,
0.3748983144760132,0,39,,,,,,
0.249435693025589,0,49,,,,,,
0.21482917666435242,0,59,,,,,,
0.1289573758840561,0,69,,,,,,
0.15828152000904083,0,79,,,,,,
0.1364392638206482,0,89,,,,,,
0.1497979462146759,0,99,,,,,,
0.2090027630329132,0,109,,,,,,
0.2520742118358612,0,119,,,,,,
0.20657087862491608,0,129,,,,,,
0.323451966047287,0,139,,,,,,
0.14691343903541565,0,149,,,,,,
0.12462516874074936,0,159,,,,,,
0.2066871076822281,0,169,,,,,,
0.13790984451770782,0,179,,,,,,
0.19081644713878632,0,189,,,,,,
0.12009341269731522,0,199,,,,,,
0.21241877973079681,0,209,,,,,,
0.15691082179546356,0,219,,,,,,
0.11570101231336594,0,229,,,,,,
0.28189435601234436,0,239,,,,,,
0.22477419674396515,0,249,,,,,,
0.07487499713897705,0,259,,,,,,
0.22260120511054993,0,269,,,,,,
0.09816883504390717,0,279,,,,,,
0.12235493957996368,0,289,,,,,,
0.18482021987438202,0,299,,,,,,
0.08731454610824585,0,309,,,,,,
0.11223677545785904,0,319,,,,,,
0.15242686867713928,0,329,,,,,,
0.1163705587387085,0,339,,,,,,
,0,345,0.298923522233963,0.24251750111579895,0.09960829466581345,0.1785714328289032,0.780643880367279,
0.14185945689678192,1,349,,,,,,
0.09565673023462296,1,359,,,,,,
0.13332022726535797,1,369,,,,,,
0.16455622017383575,1,379,,,,,,
0.16147318482398987,1,389,,,,,,
0.2367119938135147,1,399,,,,,,
0.1033109724521637,1,409,,,,,,
0.15478035807609558,1,419,,,,,,
0.11905426532030106,1,429,,,,,,
0.08515369147062302,1,439,,,,,,
0.20665724575519562,1,449,,,,,,
0.231893852353096,1,459,,,,,,
0.2152794748544693,1,469,,,,,,
0.15446774661540985,1,479,,,,,,
0.1538061499595642,1,489,,,,,,
0.11336769163608551,1,499,,,,,,
0.13594810664653778,1,509,,,,,,
0.1183275654911995,1,519,,,,,,
0.24953874945640564,1,529,,,,,,
0.16490662097930908,1,539,,,,,,
0.1147497147321701,1,549,,,,,,
0.05479375645518303,1,559,,,,,,
0.14668424427509308,1,569,,,,,,
0.07426007091999054,1,579,,,,,,
0.2642004191875458,1,589,,,,,,
0.09917184710502625,1,599,,,,,,
0.0953252762556076,1,609,,,,,,
0.07781095057725906,1,619,,,,,,
0.17218345403671265,1,629,,,,,,
0.15555083751678467,1,639,,,,,,
0.13952578604221344,1,649,,,,,,
0.06642185896635056,1,659,,,,,,
0.10098384320735931,1,669,,,,,,
0.06319908052682877,1,679,,,,,,
0.10822570323944092,1,689,,,,,,
,1,691,0.3399149775505066,0.29130038619041443,0.10502886772155762,0.2314285784959793,0.7967763543128967,
0.10082506388425827,2,699,,,,,,
0.08112555742263794,2,709,,,,,,
0.073460653424263,2,719,,,,,,
0.06885658949613571,2,729,,,,,,
0.07378710061311722,2,739,,,,,,
0.11880124360322952,2,749,,,,,,
0.09893246740102768,2,759,,,,,,
0.09373984485864639,2,769,,,,,,
0.11037254333496094,2,779,,,,,,
0.07130100578069687,2,789,,,,,,
0.06499751657247543,2,799,,,,,,
0.10558105260133743,2,809,,,,,,
0.09118197858333588,2,819,,,,,,
0.06112124025821686,2,829,,,,,,
0.07486448436975479,2,839,,,,,,
0.05824309587478638,2,849,,,,,,
0.06750953942537308,2,859,,,,,,
0.14279919862747192,2,869,,,,,,
0.07084701955318451,2,879,,,,,,
0.05555292218923569,2,889,,,,,,
0.10214142501354218,2,899,,,,,,
0.10083560645580292,2,909,,,,,,
0.0849258154630661,2,919,,,,,,
0.0836934894323349,2,929,,,,,,
0.15973736345767975,2,939,,,,,,
0.062448885291814804,2,949,,,,,,
0.09609869867563248,2,959,,,,,,
