train_loss,epoch,step,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_loss
0.09030602872371674,0,9,,,,,,
0.05009479075670242,0,19,,,,,,
0.06068596988916397,0,29,,,,,,
0.05019056051969528,0,39,,,,,,
0.032866913825273514,0,49,,,,,,
0.03810325264930725,0,59,,,,,,
0.025356285274028778,0,69,,,,,,
0.026299450546503067,0,79,,,,,,
0.026493344455957413,0,89,,,,,,
0.036821529269218445,0,99,,,,,,
0.04720396548509598,0,109,,,,,,
0.03422269597649574,0,119,,,,,,
0.053878799080848694,0,129,,,,,,
0.05004125088453293,0,139,,,,,,
0.045363396406173706,0,149,,,,,,
0.031251050531864166,0,159,,,,,,
0.03186393529176712,0,169,,,,,,
0.03434918820858002,0,179,,,,,,
0.027662185952067375,0,189,,,,,,
0.02699774131178856,0,199,,,,,,
0.032575808465480804,0,209,,,,,,
0.023455146700143814,0,219,,,,,,
0.03737202286720276,0,229,,,,,,
0.047851331532001495,0,239,,,,,,
0.022202378138899803,0,249,,,,,,
0.03343750536441803,0,259,,,,,,
0.051375530660152435,0,269,,,,,,
0.043205954134464264,0,279,,,,,,
0.048292819410562515,0,289,,,,,,
0.03824612870812416,0,299,,,,,,
0.026569034904241562,0,309,,,,,,
0.024947285652160645,0,319,,,,,,
0.04139968007802963,0,329,,,,,,
0.05772324651479721,0,339,,,,,,
0.0651964396238327,0,349,,,,,,
0.06241140142083168,0,359,,,,,,
0.04524720087647438,0,369,,,,,,
0.03581017628312111,0,379,,,,,,
0.02946685068309307,0,389,,,,,,
0.04335917532444,0,399,,,,,,
0.04930901154875755,0,409,,,,,,
0.03817976638674736,0,419,,,,,,
0.043025776743888855,0,429,,,,,,
0.03867945447564125,0,439,,,,,,
0.05233253166079521,0,449,,,,,,
0.026948843151330948,0,459,,,,,,
,0,461,0.11348504573106766,0.3646109104156494,0.8326151967048645,0.2848898768424988,0.21052631735801697,
0.04294629395008087,1,469,,,,,,
0.03202061355113983,1,479,,,,,,
0.04293864592909813,1,489,,,,,,
0.05763305723667145,1,499,,,,,,
0.07178165763616562,1,509,,,,,,
0.03910255432128906,1,519,,,,,,
