train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,val_qa_sas,test_avg_qa_answer_f1,test_loss,test_avg_qa_em,test_avg_qa_bert_score,test_avg_qa_sas
0.45852431654930115,9,0,,,,,,,,,,
0.2549039125442505,19,0,,,,,,,,,,
0.20446600019931793,29,0,,,,,,,,,,
0.13810010254383087,39,0,,,,,,,,,,
0.16523681581020355,49,0,,,,,,,,,,
0.17529219388961792,59,0,,,,,,,,,,
0.1448003053665161,69,0,,,,,,,,,,
0.15574485063552856,79,0,,,,,,,,,,
0.1276911497116089,89,0,,,,,,,,,,
,94,0,0.5995208024978638,0.08151233196258545,0.9057819247245789,0.5567867159843445,0.6251592040061951,,,,,
0.08105248212814331,99,1,,,,,,,,,,
0.07186899334192276,109,1,,,,,,,,,,
0.12065015733242035,119,1,,,,,,,,,,
0.0776166021823883,129,1,,,,,,,,,,
0.15340450406074524,139,1,,,,,,,,,,
0.09473152458667755,149,1,,,,,,,,,,
0.10818438231945038,159,1,,,,,,,,,,
0.13267338275909424,169,1,,,,,,,,,,
0.09168963134288788,179,1,,,,,,,,,,
0.11668188124895096,189,1,,,,,,,,,,
,189,1,0.6477119326591492,0.07429762184619904,0.9180083870887756,0.6094182729721069,0.6688709855079651,,,,,
0.08205442875623703,199,2,,,,,,,,,,
0.12795214354991913,209,2,,,,,,,,,,
0.08918846398591995,219,2,,,,,,,,,,
0.12532201409339905,229,2,,,,,,,,,,
0.10529494285583496,239,2,,,,,,,,,,
0.04771222546696663,249,2,,,,,,,,,,
0.11138886958360672,259,2,,,,,,,,,,
0.07708080857992172,269,2,,,,,,,,,,
0.1526927947998047,279,2,,,,,,,,,,
,284,2,0.6715430021286011,0.07139664888381958,0.9248118996620178,0.6371191143989563,0.69382643699646,,,,,
0.08894345164299011,289,3,,,,,,,,,,
0.07479892671108246,299,3,,,,,,,,,,
0.08065503090620041,309,3,,,,,,,,,,
0.06866755336523056,319,3,,,,,,,,,,
0.12290628999471664,329,3,,,,,,,,,,
0.11149320006370544,339,3,,,,,,,,,,
0.11106491833925247,349,3,,,,,,,,,,
0.08086542040109634,359,3,,,,,,,,,,
0.07314997911453247,369,3,,,,,,,,,,
0.07004160434007645,379,3,,,,,,,,,,
,379,3,0.6725234389305115,0.07131732255220413,0.924841582775116,0.6426593065261841,0.694187343120575,,,,,
0.0824185311794281,389,4,,,,,,,,,,
0.05628010630607605,399,4,,,,,,,,,,
0.0603758729994297,409,4,,,,,,,,,,
0.08236221224069595,419,4,,,,,,,,,,
0.09744393080472946,429,4,,,,,,,,,,
0.04766971990466118,439,4,,,,,,,,,,
0.07222797721624374,449,4,,,,,,,,,,
0.0923982560634613,459,4,,,,,,,,,,
0.0858871266245842,469,4,,,,,,,,,,
,474,4,0.6770187020301819,0.0671197697520256,0.9254969954490662,0.6426593065261841,0.69408118724823,,,,,
,475,5,,,,,,0.6770187020301819,0.0671197697520256,0.6426593065261841,0.9254969954490662,0.69408118724823
