epoch,step,train_loss,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_loss
0,9,0.1563469022512436,,,,,,
0,19,0.08451709151268005,,,,,,
0,29,0.04852711409330368,,,,,,
0,39,0.06290444731712341,,,,,,
0,49,0.0494048111140728,,,,,,
0,59,0.0672079548239708,,,,,,
0,69,0.05397120490670204,,,,,,
0,79,0.04557666927576065,,,,,,
0,89,0.05394882708787918,,,,,,
0,99,0.06247224286198616,,,,,,
0,109,0.05577507242560387,,,,,,
0,119,0.0734189823269844,,,,,,
0,129,0.050661344081163406,,,,,,
0,139,0.053397178649902344,,,,,,
0,149,0.07138708233833313,,,,,,
0,159,0.05628117918968201,,,,,,
0,169,0.0466659739613533,,,,,,
0,179,0.04989064484834671,,,,,,
0,189,0.049408551305532455,,,,,,
0,199,0.04531043395400047,,,,,,
0,209,0.04367882013320923,,,,,,
0,219,0.06251031160354614,,,,,,
0,229,0.059865210205316544,,,,,,
0,239,0.056897781789302826,,,,,,
0,241,,0.21019108593463898,0.10241314023733139,0.8363839387893677,0.2902168929576874,0.3678560256958008,
1,249,0.04179728031158447,,,,,,
1,259,0.056474555283784866,,,,,,
1,269,0.061771392822265625,,,,,,
1,279,0.0461684986948967,,,,,,
1,289,0.07545583695173264,,,,,,
1,299,0.028217315673828125,,,,,,
1,309,0.07029057294130325,,,,,,
1,319,0.055916137993335724,,,,,,
1,329,0.06351066380739212,,,,,,
1,339,0.03900644928216934,,,,,,
1,349,0.05766964331269264,,,,,,
1,359,0.043429065495729446,,,,,,
1,369,0.08049681782722473,,,,,,
1,379,0.05449377000331879,,,,,,
1,389,0.04869983345270157,,,,,,
1,399,0.0504806712269783,,,,,,
1,409,0.05024684965610504,,,,,,
1,419,0.04723052680492401,,,,,,
1,429,0.05604894831776619,,,,,,
1,439,0.04306156933307648,,,,,,
1,449,0.04530707001686096,,,,,,
1,459,0.058348096907138824,,,,,,
1,469,0.05173902213573456,,,,,,
1,479,0.061071835458278656,,,,,,
1,483,,0.24416135251522064,0.12110617756843567,0.8432155847549438,0.3177275061607361,0.38910314440727234,
2,489,0.04682020843029022,,,,,,
2,499,0.043558716773986816,,,,,,
2,509,0.051398344337940216,,,,,,
2,519,0.05746191367506981,,,,,,
2,529,0.04189475625753403,,,,,,
2,539,0.04695572704076767,,,,,,
2,549,0.05335819721221924,,,,,,
2,559,0.05586053431034088,,,,,,
2,569,0.0549248643219471,,,,,,
2,579,0.0602608360350132,,,,,,
2,589,0.048735007643699646,,,,,,
2,599,0.06245044618844986,,,,,,
2,609,0.04633476585149765,,,,,,
2,619,0.04230306297540665,,,,,,
2,629,0.03957853466272354,,,,,,
2,639,0.036087024956941605,,,,,,
2,649,0.04064206779003143,,,,,,
2,659,0.060453150421381,,,,,,
2,669,0.0683489739894867,,,,,,
2,679,0.06439520418643951,,,,,,
2,689,0.08509448915719986,,,,,,
2,699,0.059174519032239914,,,,,,
2,709,0.04315377399325371,,,,,,
2,719,0.06930124759674072,,,,,,
2,725,,0.25690022110939026,0.11876316368579865,0.8455065488815308,0.3285123407840729,0.3969521224498749,
3,729,0.04418985918164253,,,,,,
3,739,0.044645849615335464,,,,,,
3,749,0.04261844977736473,,,,,,
3,759,0.04264553636312485,,,,,,
3,769,0.032180145382881165,,,,,,
3,779,0.05022228881716728,,,,,,
3,789,0.0405024029314518,,,,,,
3,799,0.06072722375392914,,,,,,
3,809,0.034606948494911194,,,,,,
3,819,0.04876730963587761,,,,,,
3,829,0.058094918727874756,,,,,,
3,839,0.04003830999135971,,,,,,
3,849,0.045766763389110565,,,,,,
3,859,0.03710167855024338,,,,,,
3,869,0.03817352280020714,,,,,,
3,879,0.05772608891129494,,,,,,
3,889,0.03715049847960472,,,,,,
3,899,0.03855644911527634,,,,,,
3,909,0.045109111815690994,,,,,,
3,919,0.035559166222810745,,,,,,
3,929,0.06997005641460419,,,,,,
3,939,0.05825566127896309,,,,,,
3,949,0.03422977030277252,,,,,,
3,959,0.05180995538830757,,,,,,
3,967,,0.25265392661094666,0.11402329057455063,0.845432698726654,0.3274201452732086,0.392034113407135,
4,969,0.038379259407520294,,,,,,
4,979,0.03580380603671074,,,,,,
4,989,0.031141750514507294,,,,,,
4,999,0.041208431124687195,,,,,,
4,1009,0.031372930854558945,,,,,,
4,1019,0.02528040111064911,,,,,,
4,1029,0.023430952802300453,,,,,,
4,1039,0.03784865885972977,,,,,,
4,1049,0.030078480020165443,,,,,,
4,1059,0.05324757471680641,,,,,,
4,1069,0.0441536121070385,,,,,,
4,1079,0.026248708367347717,,,,,,
4,1089,0.03198299929499626,,,,,,
4,1099,0.030629867687821388,,,,,,
4,1109,0.023725347593426704,,,,,,
4,1119,0.023288631811738014,,,,,,
4,1129,0.030594613403081894,,,,,,
4,1139,0.03247305378317833,,,,,,
4,1149,0.022493820637464523,,,,,,
4,1159,0.01590004377067089,,,,,,
4,1169,0.02338745817542076,,,,,,
4,1179,0.053650833666324615,,,,,,
4,1189,0.05296402797102928,,,,,,
4,1199,0.038179051131010056,,,,,,
4,1209,0.017008788883686066,,,,,,
4,1209,,0.2653927803039551,0.16571444272994995,0.847939670085907,0.33266809582710266,0.4010109305381775,
5,1210,,,,,,,0.16571444272994995
