epoch,train_loss,step,val_qa_em,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,test_loss
0,0.12287347763776779,9,,,,,,
0,0.03698505461215973,19,,,,,,
0,0.04023975878953934,29,,,,,,
0,0.040524326264858246,39,,,,,,
0,0.0344199612736702,49,,,,,,
0,0.04889552667737007,59,,,,,,
0,0.028631087392568588,69,,,,,,
0,0.07763595879077911,79,,,,,,
0,0.030041387304663658,89,,,,,,
0,0.031148375943303108,99,,,,,,
0,0.04970041289925575,109,,,,,,
0,0.028132520616054535,119,,,,,,
0,0.03652887046337128,129,,,,,,
0,0.05904029682278633,139,,,,,,
0,0.05221731588244438,149,,,,,,
0,0.01942661963403225,159,,,,,,
0,0.03112059272825718,169,,,,,,
0,0.031966861337423325,179,,,,,,
0,0.03371112793684006,189,,,,,,
0,0.02662206068634987,199,,,,,,
0,0.03324907273054123,209,,,,,,
0,0.025955835357308388,219,,,,,,
0,0.05480876564979553,229,,,,,,
0,0.04264634847640991,239,,,,,,
0,0.036699000746011734,249,,,,,,
0,0.019290529191493988,259,,,,,,
0,0.03970050439238548,269,,,,,,
0,0.04645911976695061,279,,,,,,
0,0.0497695729136467,289,,,,,,
0,0.03668792545795441,299,,,,,,
0,0.025461237877607346,309,,,,,,
0,0.032296352088451385,319,,,,,,
0,0.02964765951037407,329,,,,,,
0,0.046170808374881744,339,,,,,,
0,0.0631987452507019,349,,,,,,
0,0.03494850546121597,359,,,,,,
0,0.028333155438303947,369,,,,,,
0,0.030853673815727234,379,,,,,,
0,0.02008662186563015,389,,,,,,
0,0.03915590047836304,399,,,,,,
0,0.05785990133881569,409,,,,,,
0,0.056043896824121475,419,,,,,,
0,0.04733801633119583,429,,,,,,
0,0.039509356021881104,439,,,,,,
0,0.02916400507092476,449,,,,,,
0,0.0267677940428257,459,,,,,,
0,,461,0.20775623619556427,0.10399051010608673,0.8332347273826599,0.2855919301509857,0.359860360622406,
1,0.029353627935051918,469,,,,,,
1,0.03344462439417839,479,,,,,,
1,0.03598852828145027,489,,,,,,
1,0.04028433561325073,499,,,,,,
1,0.04644647613167763,509,,,,,,
1,0.039252299815416336,519,,,,,,
1,0.05814940482378006,529,,,,,,
1,0.04427967593073845,539,,,,,,
1,0.03992071747779846,549,,,,,,
1,0.05912400037050247,559,,,,,,
1,0.03466668352484703,569,,,,,,
1,0.030847780406475067,579,,,,,,
1,0.03173078969120979,589,,,,,,
1,0.03897155821323395,599,,,,,,
1,0.03757358342409134,609,,,,,,
1,0.044627800583839417,619,,,,,,
1,0.03767647594213486,629,,,,,,
1,0.04323315992951393,639,,,,,,
1,0.0422794446349144,649,,,,,,
1,0.04442785307765007,659,,,,,,
1,0.035603977739810944,669,,,,,,
1,0.05762046203017235,679,,,,,,
1,0.04400116205215454,689,,,,,,
1,0.04752035811543465,699,,,,,,
1,0.03396448865532875,709,,,,,,
1,0.02622753567993641,719,,,,,,
1,0.03202114626765251,729,,,,,,
1,0.030353277921676636,739,,,,,,
1,0.0366867296397686,749,,,,,,
1,0.04763500764966011,759,,,,,,
1,0.029754146933555603,769,,,,,,
1,0.049482427537441254,779,,,,,,
1,0.02185426838696003,789,,,,,,
1,0.036661673337221146,799,,,,,,
1,0.033121589571237564,809,,,,,,
1,0.048073649406433105,819,,,,,,
1,0.03354998305439949,829,,,,,,
1,0.04759654775261879,839,,,,,,
1,0.02270921692252159,849,,,,,,
1,0.04356157034635544,859,,,,,,
1,0.035005468875169754,869,,,,,,
1,0.057930294424295425,879,,,,,,
1,0.03891902416944504,889,,,,,,
1,0.032022569328546524,899,,,,,,
1,0.029513701796531677,909,,,,,,
1,0.022974416613578796,919,,,,,,
1,,923,0.21329639852046967,0.09315702319145203,0.8328741192817688,0.2867021858692169,0.3577187657356262,
2,0.0314050130546093,929,,,,,,
2,0.03409747779369354,939,,,,,,
2,0.03305382281541824,949,,,,,,
2,0.058426279574632645,959,,,,,,
2,0.021085262298583984,969,,,,,,
2,0.037024304270744324,979,,,,,,
2,0.026774831116199493,989,,,,,,
2,0.01838783547282219,999,,,,,,
2,0.04003775119781494,1009,,,,,,
2,0.025081923231482506,1019,,,,,,
2,0.03151492401957512,1029,,,,,,
2,0.027761461213231087,1039,,,,,,
2,0.03207443282008171,1049,,,,,,
2,0.0247280765324831,1059,,,,,,
2,0.026257958263158798,1069,,,,,,
2,0.01266088243573904,1079,,,,,,
2,0.028005488216876984,1089,,,,,,
2,0.027118617668747902,1099,,,,,,
2,0.018856823444366455,1109,,,,,,
2,0.05157634615898132,1119,,,,,,
2,0.04159543663263321,1129,,,,,,
2,0.03506409004330635,1139,,,,,,
2,0.021065086126327515,1149,,,,,,
2,0.025204624980688095,1159,,,,,,
2,0.03452713415026665,1169,,,,,,
2,0.03724456951022148,1179,,,,,,
2,0.046649642288684845,1189,,,,,,
2,0.032087065279483795,1199,,,,,,
2,0.03415251150727272,1209,,,,,,
2,0.056957848370075226,1219,,,,,,
2,0.042699724435806274,1229,,,,,,
2,0.03448391333222389,1239,,,,,,
2,0.03896573558449745,1249,,,,,,
2,0.021855304017663002,1259,,,,,,
2,0.02659066580235958,1269,,,,,,
2,0.02981359325349331,1279,,,,,,
2,0.03619267791509628,1289,,,,,,
