step,epoch,train_loss,val_loss,val_qa_answer_f1,val_qa_bert_score,val_qa_em,val_qa_sas
9,0,0.7768266797065735,,,,,
19,0,0.22028137743473053,,,,,
29,0,0.22492186725139618,,,,,
39,0,0.17770791053771973,,,,,
49,0,0.2918221354484558,,,,,
59,0,0.48306336998939514,,,,,
69,0,0.3817077577114105,,,,,
79,0,0.20368081331253052,,,,,
89,0,0.2964092195034027,,,,,
99,0,0.23877310752868652,,,,,
109,0,0.1429906189441681,,,,,
119,0,0.2154921442270279,,,,,
129,0,0.22746340930461884,,,,,
139,0,0.30062544345855713,,,,,
149,0,0.1452249139547348,,,,,
159,0,0.20315174758434296,,,,,
169,0,0.1906115710735321,,,,,
179,0,0.09702517092227936,,,,,
189,0,0.1804114282131195,,,,,
199,0,0.15656794607639313,,,,,
209,0,0.3400009572505951,,,,,
219,0,0.13703088462352753,,,,,
229,0,0.1088106632232666,,,,,
239,0,0.2030792534351349,,,,,
249,0,0.1705007255077362,,,,,
259,0,0.12620118260383606,,,,,
269,0,0.17465582489967346,,,,,
279,0,0.09574642032384872,,,,,
289,0,0.22265934944152832,,,,,
299,0,0.22996050119400024,,,,,
309,0,0.13435766100883484,,,,,
319,0,0.15431305766105652,,,,,
329,0,0.0995517149567604,,,,,
339,0,0.10503114014863968,,,,,
349,0,0.06944364309310913,,,,,
359,0,0.14366267621517181,,,,,
369,0,0.10847855359315872,,,,,
379,0,0.14086419343948364,,,,,
389,0,0.14235572516918182,,,,,
399,0,0.09907922893762589,,,,,
409,0,0.15786534547805786,,,,,
419,0,0.11388885229825974,,,,,
429,0,0.08798562735319138,,,,,
439,0,0.207661435008049,,,,,
449,0,0.11296575516462326,,,,,
459,0,0.16743804514408112,,,,,
469,0,0.1208362877368927,,,,,
479,0,0.07219371199607849,,,,,
489,0,0.12154993414878845,,,,,
499,0,0.09763018041849136,,,,,
509,0,0.15805421769618988,,,,,
519,0,0.15408337116241455,,,,,
529,0,0.09504659473896027,,,,,
539,0,0.1283368617296219,,,,,
549,0,0.1234954446554184,,,,,
559,0,0.15565983951091766,,,,,
569,0,0.1030971109867096,,,,,
579,0,0.08588134497404099,,,,,
589,0,0.12912991642951965,,,,,
599,0,0.08996618539094925,,,,,
609,0,0.06553418189287186,,,,,
619,0,0.04674743488430977,,,,,
629,0,0.17027011513710022,,,,,
639,0,0.10521142184734344,,,,,
649,0,0.11933917552232742,,,,,
659,0,0.10449837148189545,,,,,
669,0,0.10373818874359131,,,,,
679,0,0.13749776780605316,,,,,
689,0,0.12382767349481583,,,,,
699,0,0.060233380645513535,,,,,
709,0,0.05850275233387947,,,,,
719,0,0.060913849622011185,,,,,
729,0,0.0576113723218441,,,,,
739,0,0.0831955298781395,,,,,
749,0,nan,,,,,
759,0,0.05892224237322807,,,,,
769,0,0.060733992606401443,,,,,
779,0,0.15391162037849426,,,,,
789,0,0.10160194337368011,,,,,
799,0,0.1286626011133194,,,,,
809,0,0.12692192196846008,,,,,
819,0,0.08479110896587372,,,,,
829,0,0.044603269547224045,,,,,
839,0,0.08516044914722443,,,,,
849,0,0.11703144013881683,,,,,
859,0,0.1716596782207489,,,,,
869,0,0.08548446744680405,,,,,
