train_loss,step,epoch,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss
1.1040608882904053,9,0,,,,,,
0.29569706320762634,19,0,,,,,,
0.26747891306877136,29,0,,,,,,
0.22779105603694916,39,0,,,,,,
0.20141951739788055,49,0,,,,,,
0.2439710944890976,59,0,,,,,,
0.10797069221735,69,0,,,,,,
0.11400789022445679,79,0,,,,,,
0.20013427734375,89,0,,,,,,
0.11533240973949432,99,0,,,,,,
,104,0,0.6126669049263,0.5245798230171204,0.15648692846298218,0.8682015538215637,0.2574257552623749,
0.08316226303577423,109,1,,,,,,
0.18577514588832855,119,1,,,,,,
0.5858890414237976,129,1,,,,,,
0.16287235915660858,139,1,,,,,,
0.1275944709777832,149,1,,,,,,
0.1541762799024582,159,1,,,,,,
0.19717034697532654,169,1,,,,,,
0.18453867733478546,179,1,,,,,,
0.09128652513027191,189,1,,,,,,
0.13914737105369568,199,1,,,,,,
0.061815936118364334,209,1,,,,,,
,209,1,0.6551598906517029,0.5714172124862671,0.14059066772460938,0.8812651634216309,0.3217821717262268,
0.1254132091999054,219,2,,,,,,
0.08566895127296448,229,2,,,,,,
0.1053679808974266,239,2,,,,,,
0.05888604745268822,249,2,,,,,,
0.13613350689411163,259,2,,,,,,
0.04998752847313881,269,2,,,,,,
0.055719103664159775,279,2,,,,,,
0.018870258703827858,289,2,,,,,,
0.07129496335983276,299,2,,,,,,
0.16707345843315125,309,2,,,,,,
,314,2,0.6753664016723633,0.5919066667556763,0.13352055847644806,0.885903537273407,0.3564356565475464,
0.03177792206406593,319,3,,,,,,
0.05619341507554054,329,3,,,,,,
0.08671005815267563,339,3,,,,,,
0.038329534232616425,349,3,,,,,,
0.045592889189720154,359,3,,,,,,
0.08034265786409378,369,3,,,,,,
0.1043679490685463,379,3,,,,,,
0.10028055310249329,389,3,,,,,,
0.0397627130150795,399,3,,,,,,
0.03141896054148674,409,3,,,,,,
0.0022812967654317617,419,3,,,,,,
,419,3,0.6872329115867615,0.6013198494911194,0.1353825479745865,0.8894796967506409,0.3465346395969391,
0.03527913987636566,429,4,,,,,,
0.034673061221838,439,4,,,,,,
0.04755765199661255,449,4,,,,,,
0.03076651506125927,459,4,,,,,,
0.0498461090028286,469,4,,,,,,
0.02773735299706459,479,4,,,,,,
0.025316178798675537,489,4,,,,,,
0.006402968429028988,499,4,,,,,,
0.01940021477639675,509,4,,,,,,
0.047001805156469345,519,4,,,,,,
,524,4,0.6856991648674011,0.6076971888542175,0.14420826733112335,0.8898871541023254,0.34158414602279663,
,525,5,,,,,,0.14420826733112335
