step,train_loss,epoch,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,val_qa_bert_score,test_avg_qa_em,test_avg_qa_bert_score,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1
9,1.292396903038025,0,,,,,,,,,,
19,0.43989795446395874,0,,,,,,,,,,
29,0.7457380294799805,0,,,,,,,,,,
39,0.4058856666088104,0,,,,,,,,,,
49,0.5972149968147278,0,,,,,,,,,,
59,0.2841518521308899,0,,,,,,,,,,
69,0.25018391013145447,0,,,,,,,,,,
79,0.2758329212665558,0,,,,,,,,,,
89,0.2226562649011612,0,,,,,,,,,,
99,0.34677064418792725,0,,,,,,,,,,
109,0.30056312680244446,0,,,,,,,,,,
119,0.19861562550067902,0,,,,,,,,,,
129,0.17786695063114166,0,,,,,,,,,,
139,0.47463464736938477,0,,,,,,,,,,
149,0.20868484675884247,0,,,,,,,,,,
159,0.22111821174621582,0,,,,,,,,,,
169,0.13732832670211792,0,,,,,,,,,,
178,,0,0.4443359375,0.4342440068721771,0.19634050130844116,0.38925081491470337,0.8269538879394531,,,,,
179,0.21404197812080383,1,,,,,,,,,,
189,0.19739580154418945,1,,,,,,,,,,
199,0.23289033770561218,1,,,,,,,,,,
209,0.13906694948673248,1,,,,,,,,,,
219,0.21131466329097748,1,,,,,,,,,,
229,0.2590838670730591,1,,,,,,,,,,
239,0.16695988178253174,1,,,,,,,,,,
249,0.32118070125579834,1,,,,,,,,,,
259,0.20314909517765045,1,,,,,,,,,,
269,0.17383430898189545,1,,,,,,,,,,
279,0.19485537707805634,1,,,,,,,,,,
289,0.20240651071071625,1,,,,,,,,,,
299,0.3550558090209961,1,,,,,,,,,,
309,0.16288432478904724,1,,,,,,,,,,
319,0.17133307456970215,1,,,,,,,,,,
329,0.1610247939825058,1,,,,,,,,,,
339,0.15073682367801666,1,,,,,,,,,,
349,0.2133781611919403,1,,,,,,,,,,
357,,1,0.47923552989959717,0.4727955758571625,0.17267687618732452,0.4299674332141876,0.8432498574256897,,,,,
359,0.2107614129781723,2,,,,,,,,,,
369,0.1780649572610855,2,,,,,,,,,,
379,0.30927449464797974,2,,,,,,,,,,
389,0.2437712550163269,2,,,,,,,,,,
399,0.1411425918340683,2,,,,,,,,,,
409,0.19330091774463654,2,,,,,,,,,,
419,0.28673020005226135,2,,,,,,,,,,
429,0.17551778256893158,2,,,,,,,,,,
439,0.10910352319478989,2,,,,,,,,,,
449,0.16024260222911835,2,,,,,,,,,,
459,0.22195328772068024,2,,,,,,,,,,
469,0.18688838183879852,2,,,,,,,,,,
479,0.2880572974681854,2,,,,,,,,,,
489,0.17955921590328217,2,,,,,,,,,,
499,0.22423504292964935,2,,,,,,,,,,
509,0.11265447735786438,2,,,,,,,,,,
519,0.16898095607757568,2,,,,,,,,,,
529,0.19258984923362732,2,,,,,,,,,,
536,,2,0.49529558420181274,0.48633965849876404,0.16923120617866516,0.4429967403411865,0.8495875597000122,,,,,
539,0.19237767159938812,3,,,,,,,,,,
549,0.16603213548660278,3,,,,,,,,,,
559,0.2505861818790436,3,,,,,,,,,,
569,0.09477489441633224,3,,,,,,,,,,
579,0.18167512118816376,3,,,,,,,,,,
589,0.13217180967330933,3,,,,,,,,,,
599,0.17117150127887726,3,,,,,,,,,,
609,0.23911623656749725,3,,,,,,,,,,
619,0.1050991415977478,3,,,,,,,,,,
629,0.15427812933921814,3,,,,,,,,,,
639,0.16608373820781708,3,,,,,,,,,,
649,0.2247275859117508,3,,,,,,,,,,
659,0.12831620872020721,3,,,,,,,,,,
669,0.246596559882164,3,,,,,,,,,,
679,0.13921701908111572,3,,,,,,,,,,
689,0.1481064260005951,3,,,,,,,,,,
699,0.18743330240249634,3,,,,,,,,,,
709,0.21443109214305878,3,,,,,,,,,,
715,,3,0.5055651664733887,0.5024152994155884,0.158364400267601,0.46254071593284607,0.8523434400558472,,,,,
719,0.08450210839509964,4,,,,,,,,,,
729,0.23986127972602844,4,,,,,,,,,,
739,0.15236347913742065,4,,,,,,,,,,
749,0.10318586975336075,4,,,,,,,,,,
759,0.29972386360168457,4,,,,,,,,,,
769,0.2447543889284134,4,,,,,,,,,,
779,0.14057286083698273,4,,,,,,,,,,
789,0.1493655890226364,4,,,,,,,,,,
799,0.13604024052619934,4,,,,,,,,,,
809,0.18239448964595795,4,,,,,,,,,,
819,0.15620729327201843,4,,,,,,,,,,
829,0.09434494376182556,4,,,,,,,,,,
839,0.15826693177223206,4,,,,,,,,,,
849,0.19509746134281158,4,,,,,,,,,,
859,0.16458739340305328,4,,,,,,,,,,
869,0.1818690150976181,4,,,,,,,,,,
879,0.1713084727525711,4,,,,,,,,,,
889,0.0824093297123909,4,,,,,,,,,,
894,,4,0.5273750424385071,0.5231779217720032,0.1508910059928894,0.4869706928730011,0.858292281627655,,,,,
895,,5,,,,,,0.4869706928730011,0.858292281627655,0.1508910059928894,0.5273750424385071,0.5231779217720032
