train_loss,step,epoch,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,test_loss
0.6998117566108704,9,0,,,,,,
0.23538713157176971,19,0,,,,,,
0.17007151246070862,29,0,,,,,,
0.24446125328540802,39,0,,,,,,
0.09090710431337357,49,0,,,,,,
0.11321206390857697,59,0,,,,,,
0.17537610232830048,69,0,,,,,,
0.2242823988199234,79,0,,,,,,
0.2169780731201172,89,0,,,,,,
0.14527900516986847,99,0,,,,,,
0.17444685101509094,109,0,,,,,,
0.13450416922569275,119,0,,,,,,
0.13455025851726532,129,0,,,,,,
0.16214768588542938,139,0,,,,,,
0.09465252608060837,149,0,,,,,,
0.09596080332994461,159,0,,,,,,
0.22407889366149902,169,0,,,,,,
0.20051680505275726,179,0,,,,,,
0.1498417854309082,189,0,,,,,,
0.10621751844882965,199,0,,,,,,
0.11964848637580872,209,0,,,,,,
0.07201932370662689,219,0,,,,,,
0.14353488385677338,229,0,,,,,,
0.031696218997240067,239,0,,,,,,
0.10203428566455841,249,0,,,,,,
0.07113323360681534,259,0,,,,,,
0.08916670083999634,269,0,,,,,,
0.054460443556308746,279,0,,,,,,
0.08483356237411499,289,0,,,,,,
0.12712061405181885,299,0,,,,,,
0.06599894165992737,309,0,,,,,,
0.06176944077014923,319,0,,,,,,
0.12237565964460373,329,0,,,,,,
0.05294090136885643,339,0,,,,,,
0.21298764646053314,349,0,,,,,,
0.07236111909151077,359,0,,,,,,
0.12398535013198853,369,0,,,,,,
0.06858598440885544,379,0,,,,,,
0.11435111612081528,389,0,,,,,,
0.02769421972334385,399,0,,,,,,
0.1698039323091507,409,0,,,,,,
0.12886099517345428,419,0,,,,,,
0.08289152383804321,429,0,,,,,,
0.03928488492965698,439,0,,,,,,
0.12946881353855133,449,0,,,,,,
0.13070103526115417,459,0,,,,,,
0.05833993852138519,469,0,,,,,,
0.06561439484357834,479,0,,,,,,
0.0589904710650444,489,0,,,,,,
0.03402244672179222,499,0,,,,,,
0.12684845924377441,509,0,,,,,,
0.11962252110242844,519,0,,,,,,
0.04698259010910988,529,0,,,,,,
0.037282515317201614,539,0,,,,,,
0.03721904754638672,549,0,,,,,,
0.1138928085565567,559,0,,,,,,
0.025826597586274147,569,0,,,,,,
0.05393268167972565,579,0,,,,,,
0.03833654895424843,589,0,,,,,,
0.04355236142873764,599,0,,,,,,
,600,0,0.9036314487457275,0.31481480598449707,0.6335358619689941,0.11851541697978973,0.7122801542282104,
0.06472698599100113,609,1,,,,,,
0.03758114576339722,619,1,,,,,,
0.05762448534369469,629,1,,,,,,
0.046495869755744934,639,1,,,,,,
0.014880378730595112,649,1,,,,,,
0.06069346144795418,659,1,,,,,,
0.029587961733341217,669,1,,,,,,
0.06686659157276154,679,1,,,,,,
0.09563283622264862,689,1,,,,,,
0.03373157978057861,699,1,,,,,,
0.02258738875389099,709,1,,,,,,
0.09439905732870102,719,1,,,,,,
0.03061610460281372,729,1,,,,,,
0.0329982154071331,739,1,,,,,,
0.06072570011019707,749,1,,,,,,
0.06255634129047394,759,1,,,,,,
0.03864806890487671,769,1,,,,,,
0.042082663625478745,779,1,,,,,,
0.03629601374268532,789,1,,,,,,
0.03928479552268982,799,1,,,,,,
0.031836967915296555,809,1,,,,,,
0.03328678384423256,819,1,,,,,,
0.05436617136001587,829,1,,,,,,
0.04999355971813202,839,1,,,,,,
0.041706278920173645,849,1,,,,,,
0.019555944949388504,859,1,,,,,,
0.06482020765542984,869,1,,,,,,
0.07347382605075836,879,1,,,,,,
0.027003858238458633,889,1,,,,,,
0.030200382694602013,899,1,,,,,,
0.022645391523838043,909,1,,,,,,
0.013466428965330124,919,1,,,,,,
0.007220656611025333,929,1,,,,,,
0.0826341062784195,939,1,,,,,,
0.05537901446223259,949,1,,,,,,
0.05014149844646454,959,1,,,,,,
0.052896544337272644,969,1,,,,,,
0.0537886805832386,979,1,,,,,,
0.04697592556476593,989,1,,,,,,
0.020453914999961853,999,1,,,,,,
0.03257385268807411,1009,1,,,,,,
0.04882926121354103,1019,1,,,,,,
0.01162103284150362,1029,1,,,,,,
0.030870769172906876,1039,1,,,,,,
0.038787487894296646,1049,1,,,,,,
0.016853999346494675,1059,1,,,,,,
0.038735102862119675,1069,1,,,,,,
0.018125921487808228,1079,1,,,,,,
0.012554245069622993,1089,1,,,,,,
0.02218153141438961,1099,1,,,,,,
0.01951746456325054,1109,1,,,,,,
0.03419962897896767,1119,1,,,,,,
0.12564189732074738,1129,1,,,,,,
0.01951666921377182,1139,1,,,,,,
0.04052386060357094,1149,1,,,,,,
0.01983395591378212,1159,1,,,,,,
0.12885315716266632,1169,1,,,,,,
0.03594476357102394,1179,1,,,,,,
0.040506187826395035,1189,1,,,,,,
0.043270185589790344,1199,1,,,,,,
,1201,1,0.8965818285942078,0.29012346267700195,0.6153928637504578,0.14425437152385712,0.6867896914482117,
0.007516931276768446,1209,2,,,,,,
0.006618011277168989,1219,2,,,,,,
0.011014444753527641,1229,2,,,,,,
0.013894510455429554,1239,2,,,,,,
0.025497309863567352,1249,2,,,,,,
0.03187514841556549,1259,2,,,,,,
0.05528254061937332,1269,2,,,,,,
0.004442030563950539,1279,2,,,,,,
0.003187863389030099,1289,2,,,,,,
0.02239827997982502,1299,2,,,,,,
0.044495053589344025,1309,2,,,,,,
0.011289150454103947,1319,2,,,,,,
0.004138020798563957,1329,2,,,,,,
