train_loss,step,epoch,val_qa_answer_f1,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score
0.49480587244033813,9,0,,,,,
0.3742193281650543,19,0,,,,,
0.5639593005180359,29,0,,,,,
0.1596275120973587,39,0,,,,,
0.38490477204322815,49,0,,,,,
0.8604726195335388,59,0,,,,,
0.26747509837150574,69,0,,,,,
0.24601180851459503,79,0,,,,,
0.23031596839427948,89,0,,,,,
0.25838154554367065,99,0,,,,,
0.25423723459243774,109,0,,,,,
0.19961898028850555,119,0,,,,,
0.3105456233024597,129,0,,,,,
0.6228491067886353,139,0,,,,,
0.16000163555145264,149,0,,,,,
0.8505671620368958,159,0,,,,,
0.20335905253887177,169,0,,,,,
0.15917769074440002,179,0,,,,,
1.2390716075897217,189,0,,,,,
0.1067182794213295,199,0,,,,,
0.2969030737876892,209,0,,,,,
0.308844655752182,219,0,,,,,
0.1777021735906601,229,0,,,,,
0.20640885829925537,239,0,,,,,
0.5236663818359375,249,0,,,,,
0.18046937882900238,259,0,,,,,
0.16835901141166687,269,0,,,,,
0.13365015387535095,279,0,,,,,
0.17040258646011353,289,0,,,,,
0.9035959243774414,299,0,,,,,
0.1365695744752884,309,0,,,,,
0.13041159510612488,319,0,,,,,
0.281208336353302,329,0,,,,,
0.23832444846630096,339,0,,,,,
0.27648213505744934,349,0,,,,,
0.34869059920310974,359,0,,,,,
0.13442598283290863,369,0,,,,,
0.12990862131118774,379,0,,,,,
0.2338874489068985,389,0,,,,,
0.2013045996427536,399,0,,,,,
0.3391457498073578,409,0,,,,,
0.35020506381988525,419,0,,,,,
0.17049455642700195,429,0,,,,,
0.14030271768569946,439,0,,,,,
0.11289431899785995,449,0,,,,,
0.2943108379840851,459,0,,,,,
0.2268301099538803,469,0,,,,,
0.2966345548629761,479,0,,,,,
0.6939467191696167,489,0,,,,,
0.17206130921840668,499,0,,,,,
0.16595926880836487,509,0,,,,,
0.17339037358760834,519,0,,,,,
0.30239593982696533,529,0,,,,,
0.43591850996017456,539,0,,,,,
0.4128446877002716,549,0,,,,,
0.7771366238594055,559,0,,,,,
0.10273709148168564,569,0,,,,,
0.19835051894187927,579,0,,,,,
0.160539448261261,589,0,,,,,
0.1464473158121109,599,0,,,,,
0.39442163705825806,609,0,,,,,
0.21812263131141663,619,0,,,,,
0.22619351744651794,629,0,,,,,
0.14621283113956451,639,0,,,,,
0.5188575983047485,649,0,,,,,
0.22432826459407806,659,0,,,,,
0.1447376161813736,669,0,,,,,
