step,train_loss,epoch,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_em,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_bert_score
9,0.4881523847579956,0,,,,,,,,,,
19,0.23800739645957947,0,,,,,,,,,,
29,0.14346268773078918,0,,,,,,,,,,
39,0.1282389909029007,0,,,,,,,,,,
49,0.16351601481437683,0,,,,,,,,,,
59,0.11546414345502853,0,,,,,,,,,,
69,0.142294242978096,0,,,,,,,,,,
79,0.13546070456504822,0,,,,,,,,,,
89,0.13074693083763123,0,,,,,,,,,,
93,,0,0.5175679326057434,0.4574154317378998,0.10353263467550278,0.8784582018852234,0.4031413495540619,,,,,
99,0.29844826459884644,1,,,,,,,,,,
109,0.1156671792268753,1,,,,,,,,,,
119,0.10241744667291641,1,,,,,,,,,,
129,0.11719437688589096,1,,,,,,,,,,
139,0.10835938900709152,1,,,,,,,,,,
149,0.09298808127641678,1,,,,,,,,,,
159,0.11105995625257492,1,,,,,,,,,,
169,0.09385992586612701,1,,,,,,,,,,
179,0.14890150725841522,1,,,,,,,,,,
187,,1,0.5732319951057434,0.5263311266899109,0.08928610384464264,0.8933971524238586,0.481675386428833,,,,,
189,0.09563270211219788,2,,,,,,,,,,
199,0.091607004404068,2,,,,,,,,,,
209,0.08067400753498077,2,,,,,,,,,,
219,0.12267915904521942,2,,,,,,,,,,
229,0.15261277556419373,2,,,,,,,,,,
239,0.10162458568811417,2,,,,,,,,,,
249,0.17598077654838562,2,,,,,,,,,,
259,0.08209134638309479,2,,,,,,,,,,
269,0.15382209420204163,2,,,,,,,,,,
279,0.13049185276031494,2,,,,,,,,,,
281,,2,0.5877685546875,0.5469430088996887,0.08622559159994125,0.897255003452301,0.5026177763938904,,,,,
289,0.10320574790239334,3,,,,,,,,,,
299,0.10015819221735,3,,,,,,,,,,
309,0.11274366825819016,3,,,,,,,,,,
319,0.10116362571716309,3,,,,,,,,,,
329,0.08060500025749207,3,,,,,,,,,,
339,0.07974445074796677,3,,,,,,,,,,
349,0.0915336161851883,3,,,,,,,,,,
359,0.18844068050384521,3,,,,,,,,,,
369,0.13775764405727386,3,,,,,,,,,,
375,,3,0.619598388671875,0.5870574116706848,0.08328738808631897,0.9061245918273926,0.5471203923225403,,,,,
379,0.08758509904146194,4,,,,,,,,,,
389,0.1366826295852661,4,,,,,,,,,,
399,0.10160288959741592,4,,,,,,,,,,
409,0.09552612900733948,4,,,,,,,,,,
419,0.09075144678354263,4,,,,,,,,,,
429,0.08978095650672913,4,,,,,,,,,,
439,0.10804516822099686,4,,,,,,,,,,
449,0.08870198577642441,4,,,,,,,,,,
459,0.19435225427150726,4,,,,,,,,,,
469,0.06117735058069229,4,,,,,,,,,,
469,,4,0.6159871220588684,0.5796632766723633,0.0803840309381485,0.9052509665489197,0.5392670035362244,,,,,
470,,5,,,,,,0.0803840309381485,0.6159871220588684,0.5796632766723633,0.5392670035362244,0.9052509665489197
