train_loss,epoch,step,val_loss,val_qa_em,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_loss
0.09837431460618973,0,9,,,,,,
0.10591061413288116,0,19,,,,,,
0.06626300513744354,0,29,,,,,,
0.05799619480967522,0,39,,,,,,
0.06699840724468231,0,49,,,,,,
0.04738019406795502,0,59,,,,,,
0.04616609960794449,0,69,,,,,,
0.054682791233062744,0,79,,,,,,
0.0817507654428482,0,89,,,,,,
0.05770564451813698,0,99,,,,,,
0.046934306621551514,0,109,,,,,,
0.04651704058051109,0,119,,,,,,
0.06211157143115997,0,129,,,,,,
0.07650050520896912,0,139,,,,,,
0.04880088195204735,0,149,,,,,,
0.044540371745824814,0,159,,,,,,
0.0628659576177597,0,169,,,,,,
0.05224410444498062,0,179,,,,,,
,0,186,0.10956743359565735,0.14921465516090393,0.3320135474205017,0.22453179955482483,0.8237433433532715,
0.04193729907274246,1,189,,,,,,
0.048501741141080856,1,199,,,,,,
0.07726426422595978,1,209,,,,,,
0.052237268537282944,1,219,,,,,,
0.04820634424686432,1,229,,,,,,
0.0366847924888134,1,239,,,,,,
0.05867887660861015,1,249,,,,,,
0.040188923478126526,1,259,,,,,,
0.0837021991610527,1,269,,,,,,
0.053956419229507446,1,279,,,,,,
0.051355991512537,1,289,,,,,,
0.06631151586771011,1,299,,,,,,
0.049613069742918015,1,309,,,,,,
0.04988672584295273,1,319,,,,,,
0.046245820820331573,1,329,,,,,,
0.05413989722728729,1,339,,,,,,
0.062444448471069336,1,349,,,,,,
0.05778803303837776,1,359,,,,,,
0.06757776439189911,1,369,,,,,,
,1,373,0.1068623811006546,0.17539267241954803,0.35230785608291626,0.2530297040939331,0.8307629227638245,
0.04299869015812874,2,379,,,,,,
0.09444162249565125,2,389,,,,,,
0.05047101899981499,2,399,,,,,,
0.04204954206943512,2,409,,,,,,
0.041923634707927704,2,419,,,,,,
0.06064528599381447,2,429,,,,,,
0.05132723227143288,2,439,,,,,,
0.051548659801483154,2,449,,,,,,
0.055792611092329025,2,459,,,,,,
0.057911962270736694,2,469,,,,,,
0.058861467987298965,2,479,,,,,,
0.0789421871304512,2,489,,,,,,
0.07240509986877441,2,499,,,,,,
0.058729201555252075,2,509,,,,,,
0.04799552261829376,2,519,,,,,,
0.04530717805027962,2,529,,,,,,
0.042661380022764206,2,539,,,,,,
0.055791813880205154,2,549,,,,,,
0.04330013692378998,2,559,,,,,,
,2,560,0.10519697517156601,0.18324607610702515,0.3570713996887207,0.25917118787765503,0.8318663239479065,
0.06004935875535011,3,569,,,,,,
0.04803267493844032,3,579,,,,,,
0.04908790439367294,3,589,,,,,,
0.07732276618480682,3,599,,,,,,
0.03712981566786766,3,609,,,,,,
0.046906977891922,3,619,,,,,,
0.056780312210321426,3,629,,,,,,
0.05959654599428177,3,639,,,,,,
0.06395447254180908,3,649,,,,,,
0.029055392369627953,3,659,,,,,,
0.06669899821281433,3,669,,,,,,
0.061576418578624725,3,679,,,,,,
0.056614067405462265,3,689,,,,,,
0.06746027618646622,3,699,,,,,,
0.04043131694197655,3,709,,,,,,
0.06339684128761292,3,719,,,,,,
0.034518882632255554,3,729,,,,,,
0.04967055469751358,3,739,,,,,,
,3,747,0.11179081350564957,0.19371727108955383,0.3595293462276459,0.2690429985523224,0.8337106704711914,
0.04046176001429558,4,749,,,,,,
0.04291648790240288,4,759,,,,,,
0.0534641332924366,4,769,,,,,,
0.03520640358328819,4,779,,,,,,
0.05241679772734642,4,789,,,,,,
0.031064974144101143,4,799,,,,,,
0.03954244777560234,4,809,,,,,,
0.046449288725852966,4,819,,,,,,
0.055773213505744934,4,829,,,,,,
0.03543560951948166,4,839,,,,,,
0.0431639738380909,4,849,,,,,,
0.03515488654375076,4,859,,,,,,
0.04411466419696808,4,869,,,,,,
0.042246896773576736,4,879,,,,,,
0.04619903489947319,4,889,,,,,,
0.03277423232793808,4,899,,,,,,
0.03839142248034477,4,909,,,,,,
0.035899437963962555,4,919,,,,,,
0.028597254306077957,4,929,,,,,,
,4,934,0.13402347266674042,0.1963350772857666,0.3641568422317505,0.2714761793613434,0.835573673248291,
,5,935,,,,,,0.13402347266674042
