epoch,train_loss,step,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,val_loss,test_loss
0,1.274728536605835,9,,,,,,
0,0.46194562315940857,19,,,,,,
0,0.3007871210575104,29,,,,,,
0,0.2485889345407486,39,,,,,,
0,0.5384961366653442,49,,,,,,
0,0.6154526472091675,59,,,,,,
0,0.67134028673172,69,,,,,,
0,0.5142000913619995,79,,,,,,
0,0.8355438113212585,89,,,,,,
0,0.4307905435562134,99,,,,,,
0,,101,0.6225937008857727,0.43478259444236755,0.8852900862693787,0.657871663570404,0.1656462699174881,
1,0.38493257761001587,109,,,,,,
1,0.3315976858139038,119,,,,,,
1,0.391480952501297,129,,,,,,
1,0.17857837677001953,139,,,,,,
1,0.3691888749599457,149,,,,,,
1,0.6519231796264648,159,,,,,,
1,0.1809743493795395,169,,,,,,
1,0.3436356782913208,179,,,,,,
1,0.35099077224731445,189,,,,,,
1,0.25513648986816406,199,,,,,,
1,,203,0.6408852338790894,0.47826087474823,0.8915358781814575,0.6668938398361206,0.14254118502140045,
2,0.5630712509155273,209,,,,,,
2,0.2886843681335449,219,,,,,,
2,0.45308080315589905,229,,,,,,
2,0.20999374985694885,239,,,,,,
2,0.11922266334295273,249,,,,,,
2,0.07530742138624191,259,,,,,,
2,0.09439246356487274,269,,,,,,
2,0.20191608369350433,279,,,,,,
2,0.3025347590446472,289,,,,,,
2,0.28816428780555725,299,,,,,,
2,,305,0.6462355852127075,0.5,0.8949117660522461,0.6742079854011536,0.14098820090293884,
3,0.23510579764842987,309,,,,,,
3,0.16846558451652527,319,,,,,,
3,0.13742977380752563,329,,,,,,
3,0.18792207539081573,339,,,,,,
3,0.12464524060487747,349,,,,,,
3,0.14374729990959167,359,,,,,,
3,0.2888285219669342,369,,,,,,
3,0.08889386802911758,379,,,,,,
3,0.04333449900150299,389,,,,,,
3,0.18727464973926544,399,,,,,,
3,,407,0.6552869081497192,0.5260869860649109,0.9000789523124695,0.6772796511650085,0.1486273854970932,
4,0.09367506951093674,409,,,,,,
4,0.23798054456710815,419,,,,,,
4,0.057923976331949234,429,,,,,,
4,0.05529449135065079,439,,,,,,
4,0.139268696308136,449,,,,,,
4,0.010536077432334423,459,,,,,,
4,0.09961135685443878,469,,,,,,
4,0.638706624507904,479,,,,,,
4,0.08889074623584747,489,,,,,,
4,2.748126268386841,499,,,,,,
4,0.01840025745332241,509,,,,,,
4,,509,0.6622667908668518,0.5347825884819031,0.9030540585517883,0.6855607032775879,0.16202563047409058,
5,,510,,,,,,0.16202563047409058
