step,epoch,train_loss,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,test_loss
9,0,0.10985863953828812,,,,,,
19,0,0.06743437796831131,,,,,,
29,0,0.05281094089150429,,,,,,
39,0,0.06826714426279068,,,,,,
49,0,0.05903146043419838,,,,,,
59,0,0.08992505818605423,,,,,,
69,0,0.06506497412919998,,,,,,
79,0,0.06627650558948517,,,,,,
89,0,0.04403011128306389,,,,,,
99,0,0.04996892064809799,,,,,,
109,0,0.072061687707901,,,,,,
119,0,0.05176972597837448,,,,,,
129,0,0.0514860674738884,,,,,,
139,0,0.05973602458834648,,,,,,
149,0,0.04477423429489136,,,,,,
159,0,0.0578606054186821,,,,,,
169,0,0.0412178672850132,,,,,,
179,0,0.048748794943094254,,,,,,
189,0,0.07490192353725433,,,,,,
199,0,0.050756387412548065,,,,,,
209,0,0.0751262828707695,,,,,,
219,0,0.04344059154391289,,,,,,
229,0,0.057705819606781006,,,,,,
235,0,,0.1169460192322731,0.4328531324863434,0.8494507670402527,0.2742857038974762,0.34180471301078796,
239,1,0.0629040077328682,,,,,,
249,1,0.07485037297010422,,,,,,
259,1,0.06781718879938126,,,,,,
269,1,0.038014959543943405,,,,,,
279,1,0.053029779344797134,,,,,,
289,1,0.05611560866236687,,,,,,
299,1,0.08346321433782578,,,,,,
309,1,0.05374441668391228,,,,,,
319,1,0.06586365401744843,,,,,,
329,1,0.05276334285736084,,,,,,
339,1,0.06949534267187119,,,,,,
349,1,0.05053994059562683,,,,,,
359,1,0.04424331337213516,,,,,,
369,1,0.04739616438746452,,,,,,
379,1,0.04963581636548042,,,,,,
389,1,0.049258556216955185,,,,,,
399,1,0.035378359258174896,,,,,,
409,1,0.05445137247443199,,,,,,
419,1,0.06861305981874466,,,,,,
429,1,0.053487107157707214,,,,,,
439,1,0.060765594244003296,,,,,,
449,1,0.05130239948630333,,,,,,
459,1,0.04285067692399025,,,,,,
469,1,0.062243569642305374,,,,,,
471,1,,0.0960729643702507,0.43033063411712646,0.8480081558227539,0.2780952453613281,0.3457590341567993,
479,2,0.03855148330330849,,,,,,
489,2,0.06213729456067085,,,,,,
499,2,0.0835048258304596,,,,,,
509,2,0.043492186814546585,,,,,,
519,2,0.0428207591176033,,,,,,
529,2,0.03919690474867821,,,,,,
539,2,0.054646652191877365,,,,,,
549,2,0.060650721192359924,,,,,,
559,2,0.042148198932409286,,,,,,
569,2,0.048003196716308594,,,,,,
579,2,0.03816439211368561,,,,,,
589,2,0.06076222285628319,,,,,,
599,2,0.03435607627034187,,,,,,
609,2,0.050181739032268524,,,,,,
619,2,0.04511168226599693,,,,,,
629,2,0.04989206790924072,,,,,,
639,2,0.053085338324308395,,,,,,
649,2,0.04327603057026863,,,,,,
659,2,0.051637426018714905,,,,,,
669,2,0.043302007019519806,,,,,,
679,2,0.07376902550458908,,,,,,
689,2,0.0696568638086319,,,,,,
699,2,0.0360957495868206,,,,,,
707,2,,0.11425478756427765,0.4272320866584778,0.8485518097877502,0.2742857038974762,0.3435625731945038,
709,3,0.04345809295773506,,,,,,
719,3,0.05049813538789749,,,,,,
729,3,0.03994074463844299,,,,,,
739,3,0.038527436554431915,,,,,,
749,3,0.030389362946152687,,,,,,
759,3,0.05982627347111702,,,,,,
769,3,0.02970852516591549,,,,,,
779,3,0.03620338812470436,,,,,,
789,3,0.029818156734108925,,,,,,
799,3,0.04306942597031593,,,,,,
809,3,0.04231914132833481,,,,,,
819,3,0.04087366908788681,,,,,,
829,3,0.03326820954680443,,,,,,
839,3,0.04709446802735329,,,,,,
849,3,0.04795777425169945,,,,,,
859,3,0.03726566955447197,,,,,,
869,3,0.03775231912732124,,,,,,
879,3,0.027679774910211563,,,,,,
889,3,0.034828413277864456,,,,,,
899,3,0.04143349453806877,,,,,,
909,3,0.040142275393009186,,,,,,
919,3,0.04131602868437767,,,,,,
929,3,0.030632078647613525,,,,,,
939,3,0.02849747985601425,,,,,,
943,3,,0.1362101137638092,0.42666128277778625,0.8496677875518799,0.2780952453613281,0.34858131408691406,
949,4,0.024050859734416008,,,,,,
959,4,0.024835482239723206,,,,,,
969,4,0.021633870899677277,,,,,,
979,4,0.018626805394887924,,,,,,
989,4,0.023900087922811508,,,,,,
999,4,0.024113304913043976,,,,,,
1009,4,0.014226623810827732,,,,,,
1019,4,0.030999749898910522,,,,,,
1029,4,0.01084087509661913,,,,,,
1039,4,0.02323400415480137,,,,,,
1049,4,0.01702060177922249,,,,,,
1059,4,0.04334061220288277,,,,,,
1069,4,0.02322566881775856,,,,,,
1079,4,0.012966451235115528,,,,,,
1089,4,0.015590260736644268,,,,,,
1099,4,0.01926783099770546,,,,,,
1109,4,0.012955485843122005,,,,,,
1119,4,0.012766045518219471,,,,,,
1129,4,0.004099750891327858,,,,,,
1139,4,0.007566160522401333,,,,,,
1149,4,0.008939540013670921,,,,,,
1159,4,0.008875983767211437,,,,,,
1169,4,0.003968356177210808,,,,,,
1179,4,0.0006557861343026161,,,,,,
1179,4,,0.18066169321537018,0.3990750014781952,0.8372564315795898,0.2552380859851837,0.3246578276157379,
1180,5,,,,,,,0.18066169321537018
