epoch,step,train_loss,val_qa_sas,val_loss,val_qa_em,val_qa_bert_score,val_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_answer_f1,test_avg_qa_em,test_avg_qa_sas,test_loss
0,9,0.4620991349220276,,,,,,,,,,
0,19,0.3288936913013458,,,,,,,,,,
0,29,0.1462821662425995,,,,,,,,,,
0,39,0.1530303806066513,,,,,,,,,,
0,49,0.09363298863172531,,,,,,,,,,
0,59,0.23519769310951233,,,,,,,,,,
0,69,0.2071898728609085,,,,,,,,,,
0,79,0.2399480640888214,,,,,,,,,,
0,89,0.07550361007452011,,,,,,,,,,
0,99,0.11911061406135559,,,,,,,,,,
0,109,0.122812919318676,,,,,,,,,,
0,119,0.07217729091644287,,,,,,,,,,
0,120,,0.7453297972679138,0.05771384388208389,0.7048832178115845,0.9395706653594971,0.731957733631134,,,,,
1,129,0.05377563461661339,,,,,,,,,,
1,139,0.10802136361598969,,,,,,,,,,
1,149,0.062356822192668915,,,,,,,,,,
1,159,0.09566638618707657,,,,,,,,,,
1,169,0.08215950429439545,,,,,,,,,,
1,179,0.06928446888923645,,,,,,,,,,
1,189,0.06153961271047592,,,,,,,,,,
1,199,0.08124016970396042,,,,,,,,,,
1,209,0.2797727882862091,,,,,,,,,,
1,219,0.05222800374031067,,,,,,,,,,
1,229,0.06699897348880768,,,,,,,,,,
1,239,0.04645174369215965,,,,,,,,,,
1,241,,0.7651210427284241,0.04933619126677513,0.7303609251976013,0.9451876282691956,0.7557967901229858,,,,,
2,249,0.2514664828777313,,,,,,,,,,
2,259,0.05377936363220215,,,,,,,,,,
2,269,0.10395254194736481,,,,,,,,,,
2,279,0.06411262601613998,,,,,,,,,,
2,289,0.06258921325206757,,,,,,,,,,
2,299,0.05870590731501579,,,,,,,,,,
2,309,0.04963788017630577,,,,,,,,,,
2,319,0.29453063011169434,,,,,,,,,,
2,329,0.17952817678451538,,,,,,,,,,
2,339,0.051284223794937134,,,,,,,,,,
2,349,0.319163054227829,,,,,,,,,,
2,359,0.07500641793012619,,,,,,,,,,
2,362,,0.7768017053604126,0.045011721551418304,0.7452229261398315,0.9481812715530396,0.7691236734390259,,,,,
3,369,0.08523368835449219,,,,,,,,,,
3,379,0.09818699955940247,,,,,,,,,,
3,389,0.06790895760059357,,,,,,,,,,
3,399,0.0478990375995636,,,,,,,,,,
3,409,0.03268769010901451,,,,,,,,,,
3,419,0.03697916120290756,,,,,,,,,,
3,429,0.06277751922607422,,,,,,,,,,
3,439,0.0651940405368805,,,,,,,,,,
3,449,0.18104828894138336,,,,,,,,,,
3,459,0.0432148203253746,,,,,,,,,,
3,469,0.0769205093383789,,,,,,,,,,
3,479,0.055597513914108276,,,,,,,,,,
3,483,,0.7808758020401001,0.04447609931230545,0.7515923380851746,0.94923335313797,0.7750573754310608,,,,,
4,489,0.0739099383354187,,,,,,,,,,
4,499,0.21691177785396576,,,,,,,,,,
4,509,0.03651987016201019,,,,,,,,,,
4,519,0.06282147765159607,,,,,,,,,,
4,529,0.24556824564933777,,,,,,,,,,
4,539,0.039323970675468445,,,,,,,,,,
4,549,0.040001753717660904,,,,,,,,,,
4,559,0.03646986186504364,,,,,,,,,,
4,569,0.2629534602165222,,,,,,,,,,
4,579,0.15152673423290253,,,,,,,,,,
4,589,0.06823310256004333,,,,,,,,,,
4,599,0.1449085921049118,,,,,,,,,,
4,604,,0.786810576915741,0.04014866054058075,0.7579618096351624,0.9504280090332031,0.7799895405769348,,,,,
5,605,,,,,,,0.9504280090332031,0.7799895405769348,0.7579618096351624,0.786810576915741,0.04014866054058075
