train_loss,epoch,step,val_qa_em,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,test_loss
0.6441503167152405,0,9,,,,,,
0.3120429515838623,0,19,,,,,,
0.4262378513813019,0,29,,,,,,
0.23589502274990082,0,39,,,,,,
0.31486615538597107,0,49,,,,,,
0.1506975144147873,0,59,,,,,,
0.35819482803344727,0,69,,,,,,
0.14820364117622375,0,79,,,,,,
0.15616287291049957,0,89,,,,,,
0.09352567046880722,0,99,,,,,,
0.23202307522296906,0,109,,,,,,
0.22293470799922943,0,119,,,,,,
0.1510409116744995,0,129,,,,,,
0.4115469753742218,0,139,,,,,,
0.13378213346004486,0,149,,,,,,
0.15754447877407074,0,159,,,,,,
0.13493341207504272,0,169,,,,,,
0.11795229464769363,0,179,,,,,,
0.1431075930595398,0,189,,,,,,
0.051326457411050797,0,199,,,,,,
0.11511396616697311,0,209,,,,,,
0.18140946328639984,0,219,,,,,,
0.18666023015975952,0,229,,,,,,
0.15640978515148163,0,239,,,,,,
0.2157008796930313,0,249,,,,,,
0.1076473817229271,0,259,,,,,,
0.09983628243207932,0,269,,,,,,
0.11299726366996765,0,279,,,,,,
0.09649503231048584,0,289,,,,,,
0.33549609780311584,0,299,,,,,,
0.1592206209897995,0,309,,,,,,
0.13128562271595,0,319,,,,,,
0.12254644930362701,0,329,,,,,,
0.28179991245269775,0,339,,,,,,
0.12169593572616577,0,349,,,,,,
,0,356,0.31758958101272583,0.8144791126251221,0.40079593658447266,0.38169974088668823,0.10458558797836304,
0.2013562023639679,1,359,,,,,,
0.08011546730995178,1,369,,,,,,
0.12107536941766739,1,379,,,,,,
0.10573760420084,1,389,,,,,,
0.13128352165222168,1,399,,,,,,
0.25436294078826904,1,409,,,,,,
0.11490898579359055,1,419,,,,,,
0.10419484227895737,1,429,,,,,,
0.13687348365783691,1,439,,,,,,
0.24662913382053375,1,449,,,,,,
0.1331726759672165,1,459,,,,,,
0.1433526575565338,1,469,,,,,,
0.14790019392967224,1,479,,,,,,
0.15631787478923798,1,489,,,,,,
0.1277213990688324,1,499,,,,,,
0.08396220952272415,1,509,,,,,,
0.1578991562128067,1,519,,,,,,
0.21579988300800323,1,529,,,,,,
0.13704025745391846,1,539,,,,,,
0.11713254451751709,1,549,,,,,,
0.1700288951396942,1,559,,,,,,
0.08502807468175888,1,569,,,,,,
0.15621578693389893,1,579,,,,,,
0.07727868109941483,1,589,,,,,,
0.0882466584444046,1,599,,,,,,
0.08393191546201706,1,609,,,,,,
0.1734972447156906,1,619,,,,,,
0.13449881970882416,1,629,,,,,,
0.10004160553216934,1,639,,,,,,
0.12130670249462128,1,649,,,,,,
0.19216229021549225,1,659,,,,,,
0.09341835975646973,1,669,,,,,,
0.07547976076602936,1,679,,,,,,
0.09483324736356735,1,689,,,,,,
0.04505469650030136,1,699,,,,,,
0.08398113399744034,1,709,,,,,,
,1,713,0.37622150778770447,0.8314845561981201,0.44769176840782166,0.4325065612792969,0.10883529484272003,
0.1243773102760315,2,719,,,,,,
0.20329596102237701,2,729,,,,,,
0.06376241892576218,2,739,,,,,,
0.06788547337055206,2,749,,,,,,
0.10847549140453339,2,759,,,,,,
0.10105926543474197,2,769,,,,,,
0.06511731445789337,2,779,,,,,,
0.054129697382450104,2,789,,,,,,
0.2858319580554962,2,799,,,,,,
0.10675863176584244,2,809,,,,,,
0.07684411108493805,2,819,,,,,,
0.14074735343456268,2,829,,,,,,
0.16619886457920074,2,839,,,,,,
0.08115614205598831,2,849,,,,,,
0.11849844455718994,2,859,,,,,,
0.22330926358699799,2,869,,,,,,
0.1292804777622223,2,879,,,,,,
0.1400553435087204,2,889,,,,,,
0.10329459607601166,2,899,,,,,,
0.09307186305522919,2,909,,,,,,
0.09157615154981613,2,919,,,,,,
0.07402343302965164,2,929,,,,,,
0.1304309219121933,2,939,,,,,,
0.19539213180541992,2,949,,,,,,
0.06311162561178207,2,959,,,,,,
0.11052286624908447,2,969,,,,,,
0.11015480756759644,2,979,,,,,,
0.0977257788181305,2,989,,,,,,
0.09490399062633514,2,999,,,,,,
0.07453212141990662,2,1009,,,,,,
0.0783950686454773,2,1019,,,,,,
0.09816271811723709,2,1029,,,,,,
0.09867680817842484,2,1039,,,,,,
0.15701693296432495,2,1049,,,,,,
0.07606811076402664,2,1059,,,,,,
0.09314990043640137,2,1069,,,,,,
,2,1070,0.42019543051719666,0.8425268530845642,0.4902153015136719,0.47415509819984436,0.09602270275354385,
0.06959988921880722,3,1079,,,,,,
0.05561633035540581,3,1089,,,,,,
0.06617032736539841,3,1099,,,,,,
0.07774849981069565,3,1109,,,,,,
0.0483735017478466,3,1119,,,,,,
0.08206548541784286,3,1129,,,,,,
0.08202147483825684,3,1139,,,,,,
0.06198074296116829,3,1149,,,,,,
0.060891538858413696,3,1159,,,,,,
0.1430756151676178,3,1169,,,,,,
0.04466548562049866,3,1179,,,,,,
0.0858699306845665,3,1189,,,,,,
0.04724379628896713,3,1199,,,,,,
0.0564957857131958,3,1209,,,,,,
0.04620775207877159,3,1219,,,,,,
0.07671583443880081,3,1229,,,,,,
0.04432682320475578,3,1239,,,,,,
0.08866259455680847,3,1249,,,,,,
0.03111465834081173,3,1259,,,,,,
0.09376322478055954,3,1269,,,,,,
0.09905930608510971,3,1279,,,,,,
0.10604429244995117,3,1289,,,,,,
0.048526279628276825,3,1299,,,,,,
0.05514981970191002,3,1309,,,,,,
0.10255810618400574,3,1319,,,,,,
0.07763372361660004,3,1329,,,,,,
0.05412926897406578,3,1339,,,,,,
0.05592960864305496,3,1349,,,,,,
0.03797256574034691,3,1359,,,,,,
0.03821811452507973,3,1369,,,,,,
0.05718960985541344,3,1379,,,,,,
0.07606954127550125,3,1389,,,,,,
0.06972990185022354,3,1399,,,,,,
0.06834784150123596,3,1409,,,,,,
0.07265517115592957,3,1419,,,,,,
,3,1427,0.4560260474681854,0.8521412014961243,0.5207679271697998,0.5067288875579834,0.09830020368099213,
0.03200710192322731,4,1429,,,,,,
0.02730453945696354,4,1439,,,,,,
0.04198930412530899,4,1449,,,,,,
0.03812757134437561,4,1459,,,,,,
0.0680886059999466,4,1469,,,,,,
0.056347113102674484,4,1479,,,,,,
0.04325712099671364,4,1489,,,,,,
0.05044408142566681,4,1499,,,,,,
0.058442387729883194,4,1509,,,,,,
0.04158354178071022,4,1519,,,,,,
0.043088726699352264,4,1529,,,,,,
0.0336778461933136,4,1539,,,,,,
0.025136824697256088,4,1549,,,,,,
0.056112319231033325,4,1559,,,,,,
0.04150369018316269,4,1569,,,,,,
0.026324156671762466,4,1579,,,,,,
0.03592950478196144,4,1589,,,,,,
0.031031904742121696,4,1599,,,,,,
0.03844790160655975,4,1609,,,,,,
0.03695254027843475,4,1619,,,,,,
0.03703761473298073,4,1629,,,,,,
0.025815995410084724,4,1639,,,,,,
0.059214815497398376,4,1649,,,,,,
0.060788534581661224,4,1659,,,,,,
0.022458679974079132,4,1669,,,,,,
0.03425747901201248,4,1679,,,,,,
0.008925666101276875,4,1689,,,,,,
0.03164377063512802,4,1699,,,,,,
0.03453373908996582,4,1709,,,,,,
0.03986237943172455,4,1719,,,,,,
0.041111476719379425,4,1729,,,,,,
0.07926176488399506,4,1739,,,,,,
0.04757421836256981,4,1749,,,,,,
0.032667361199855804,4,1759,,,,,,
0.02976670302450657,4,1769,,,,,,
0.05946798250079155,4,1779,,,,,,
,4,1784,0.4820846915245056,0.8573375344276428,0.5383660793304443,0.5275421738624573,0.1112944483757019,
,5,1785,,,,,,0.1112944483757019
