step,train_loss,epoch,val_qa_answer_f1,val_qa_sas,val_qa_em,val_loss,val_qa_bert_score,test_loss,test_avg_qa_bert_score,test_avg_qa_em,test_avg_qa_sas,test_avg_qa_answer_f1
9,1.3159445524215698,0,,,,,,,,,,
19,0.9273673295974731,0,,,,,,,,,,
29,0.6537548303604126,0,,,,,,,,,,
39,0.9781067371368408,0,,,,,,,,,,
49,0.31618523597717285,0,,,,,,,,,,
59,0.2973383367061615,0,,,,,,,,,,
69,0.31182190775871277,0,,,,,,,,,,
79,0.4102816581726074,0,,,,,,,,,,
89,0.23964112997055054,0,,,,,,,,,,
99,0.18807317316532135,0,,,,,,,,,,
109,0.587840735912323,0,,,,,,,,,,
119,0.38189297914505005,0,,,,,,,,,,
129,0.28051990270614624,0,,,,,,,,,,
139,0.2928570806980133,0,,,,,,,,,,
149,0.305270254611969,0,,,,,,,,,,
159,0.3354191780090332,0,,,,,,,,,,
169,0.398108571767807,0,,,,,,,,,,
172,,0,0.3926166594028473,0.4092046618461609,0.334285706281662,0.21296338737010956,0.8188324570655823,,,,,
179,0.32570159435272217,1,,,,,,,,,,
189,0.2586701810359955,1,,,,,,,,,,
199,0.22326155006885529,1,,,,,,,,,,
209,0.23182716965675354,1,,,,,,,,,,
219,0.32447436451911926,1,,,,,,,,,,
229,0.21310357749462128,1,,,,,,,,,,
239,0.22099627554416656,1,,,,,,,,,,
249,0.23839522898197174,1,,,,,,,,,,
259,0.24022653698921204,1,,,,,,,,,,
269,0.20363259315490723,1,,,,,,,,,,
279,0.37148725986480713,1,,,,,,,,,,
289,0.1791246235370636,1,,,,,,,,,,
299,0.4018557071685791,1,,,,,,,,,,
309,0.2201201617717743,1,,,,,,,,,,
319,0.1338917762041092,1,,,,,,,,,,
329,0.15106911957263947,1,,,,,,,,,,
339,0.1908801794052124,1,,,,,,,,,,
345,,1,0.42134374380111694,0.43666771054267883,0.36571428179740906,0.19050215184688568,0.8279109597206116,,,,,
349,0.1835736185312271,2,,,,,,,,,,
359,0.1687595546245575,2,,,,,,,,,,
369,0.21694646775722504,2,,,,,,,,,,
379,0.14942680299282074,2,,,,,,,,,,
389,0.26204782724380493,2,,,,,,,,,,
399,0.16571901738643646,2,,,,,,,,,,
409,0.20488367974758148,2,,,,,,,,,,
419,0.3158511817455292,2,,,,,,,,,,
429,0.17303423583507538,2,,,,,,,,,,
439,0.2147541642189026,2,,,,,,,,,,
449,0.1990491896867752,2,,,,,,,,,,
459,0.23937726020812988,2,,,,,,,,,,
469,0.19428856670856476,2,,,,,,,,,,
479,0.12685754895210266,2,,,,,,,,,,
489,0.10788555443286896,2,,,,,,,,,,
499,0.11833617091178894,2,,,,,,,,,,
509,0.15549489855766296,2,,,,,,,,,,
518,,2,0.42739808559417725,0.44595614075660706,0.3685714304447174,0.1775091290473938,0.8336890935897827,,,,,
519,0.3217184245586395,3,,,,,,,,,,
529,0.12264047563076019,3,,,,,,,,,,
539,0.1483641117811203,3,,,,,,,,,,
549,0.15899671614170074,3,,,,,,,,,,
559,0.18951569497585297,3,,,,,,,,,,
569,0.17082680761814117,3,,,,,,,,,,
579,0.12582160532474518,3,,,,,,,,,,
589,0.11758121848106384,3,,,,,,,,,,
599,0.20967626571655273,3,,,,,,,,,,
609,0.08954236656427383,3,,,,,,,,,,
619,0.13559477031230927,3,,,,,,,,,,
629,0.22205929458141327,3,,,,,,,,,,
639,0.2548937499523163,3,,,,,,,,,,
649,0.15668676793575287,3,,,,,,,,,,
659,0.10493068397045135,3,,,,,,,,,,
669,0.09206196665763855,3,,,,,,,,,,
679,0.21391820907592773,3,,,,,,,,,,
689,0.22655437886714935,3,,,,,,,,,,
691,,3,0.46285131573677063,0.47402122616767883,0.40714284777641296,0.16690021753311157,0.844857394695282,,,,,
699,0.16589105129241943,4,,,,,,,,,,
709,0.15262967348098755,4,,,,,,,,,,
719,0.13983480632305145,4,,,,,,,,,,
729,0.2117488980293274,4,,,,,,,,,,
739,0.18734674155712128,4,,,,,,,,,,
749,0.15418875217437744,4,,,,,,,,,,
759,0.13849882781505585,4,,,,,,,,,,
769,0.16318117082118988,4,,,,,,,,,,
779,0.16255192458629608,4,,,,,,,,,,
789,0.14221860468387604,4,,,,,,,,,,
799,0.16188016533851624,4,,,,,,,,,,
809,0.15400759875774384,4,,,,,,,,,,
819,0.10752344876527786,4,,,,,,,,,,
829,0.15833553671836853,4,,,,,,,,,,
839,0.14746712148189545,4,,,,,,,,,,
849,0.15626022219657898,4,,,,,,,,,,
859,0.12934470176696777,4,,,,,,,,,,
864,,4,0.4868071973323822,0.49698153138160706,0.43142858147621155,0.16299943625926971,0.854649543762207,,,,,
865,,5,,,,,,0.16299943625926971,0.854649543762207,0.43142858147621155,0.49698153138160706,0.4868071973323822
