train_loss,epoch,step,val_loss,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,val_qa_em,test_loss
0.31247106194496155,0,9,,,,,,
0.8008853197097778,0,19,,,,,,
0.27187082171440125,0,29,,,,,,
0.11846589297056198,0,39,,,,,,
0.17596618831157684,0,49,,,,,,
0.35758712887763977,0,59,,,,,,
0.08783051371574402,0,69,,,,,,
0.14055955410003662,0,79,,,,,,
0.12183371931314468,0,89,,,,,,
0.3245888352394104,0,99,,,,,,
0.1538838893175125,0,109,,,,,,
0.18878380954265594,0,119,,,,,,
0.10220760107040405,0,129,,,,,,
0.18114261329174042,0,139,,,,,,
0.1741841733455658,0,149,,,,,,
0.1192355751991272,0,159,,,,,,
0.276723712682724,0,169,,,,,,
0.14634466171264648,0,179,,,,,,
0.10703528672456741,0,189,,,,,,
0.18729886412620544,0,199,,,,,,
0.07168383151292801,0,209,,,,,,
0.08828523755073547,0,219,,,,,,
0.06380640715360641,0,229,,,,,,
0.17278353869915009,0,239,,,,,,
0.13812679052352905,0,249,,,,,,
0.15812376141548157,0,259,,,,,,
0.080115906894207,0,269,,,,,,
0.09743461012840271,0,279,,,,,,
0.08501335978507996,0,289,,,,,,
0.1763516664505005,0,299,,,,,,
0.12617988884449005,0,309,,,,,,
0.06713441014289856,0,319,,,,,,
0.13841836154460907,0,329,,,,,,
0.11202911287546158,0,339,,,,,,
0.1440838873386383,0,349,,,,,,
0.15918408334255219,0,359,,,,,,
,0,362,0.11116603761911392,0.28239235281944275,0.7920451760292053,0.22750531136989594,0.1602739691734314,
0.11701147258281708,1,369,,,,,,
0.07557214051485062,1,379,,,,,,
0.10730233788490295,1,389,,,,,,
0.15727132558822632,1,399,,,,,,
0.08944660425186157,1,409,,,,,,
0.13424861431121826,1,419,,,,,,
0.12319760769605637,1,429,,,,,,
0.1544746607542038,1,439,,,,,,
0.13465282320976257,1,449,,,,,,
0.08688914775848389,1,459,,,,,,
0.11670638620853424,1,469,,,,,,
0.058734867721796036,1,479,,,,,,
0.07347331196069717,1,489,,,,,,
0.09858354926109314,1,499,,,,,,
0.10328341275453568,1,509,,,,,,
0.06678437441587448,1,519,,,,,,
0.09520241618156433,1,529,,,,,,
0.12393181025981903,1,539,,,,,,
0.0712118074297905,1,549,,,,,,
0.11018011718988419,1,559,,,,,,
0.18545621633529663,1,569,,,,,,
0.07169362902641296,1,579,,,,,,
0.13238920271396637,1,589,,,,,,
0.17034363746643066,1,599,,,,,,
0.12297277897596359,1,609,,,,,,
0.06205429509282112,1,619,,,,,,
0.164682075381279,1,629,,,,,,
0.11739141494035721,1,639,,,,,,
0.07951999455690384,1,649,,,,,,
0.09526455402374268,1,659,,,,,,
0.06890624761581421,1,669,,,,,,
0.12781167030334473,1,679,,,,,,
0.07010024785995483,1,689,,,,,,
0.13703490793704987,1,699,,,,,,
0.074637271463871,1,709,,,,,,
0.0773257240653038,1,719,,,,,,
,1,725,0.11824379861354828,0.308188796043396,0.8057084679603577,0.2608821392059326,0.18493150174617767,
0.09613282233476639,2,729,,,,,,
0.07182473689317703,2,739,,,,,,
0.07499055564403534,2,749,,,,,,
0.08544174581766129,2,759,,,,,,
0.11649347096681595,2,769,,,,,,
0.0862249881029129,2,779,,,,,,
0.057464294135570526,2,789,,,,,,
0.08411666005849838,2,799,,,,,,
0.1374165117740631,2,809,,,,,,
0.08605136722326279,2,819,,,,,,
0.09414184838533401,2,829,,,,,,
0.06903499364852905,2,839,,,,,,
0.07808283716440201,2,849,,,,,,
0.06959819048643112,2,859,,,,,,
0.042720165103673935,2,869,,,,,,
0.06912427395582199,2,879,,,,,,
0.09503181278705597,2,889,,,,,,
0.06206195428967476,2,899,,,,,,
0.054757557809352875,2,909,,,,,,
0.057465143501758575,2,919,,,,,,
0.08304601907730103,2,929,,,,,,
0.06873386353254318,2,939,,,,,,
0.07457579672336578,2,949,,,,,,
0.06720074266195297,2,959,,,,,,
0.10560045391321182,2,969,,,,,,
0.09115917980670929,2,979,,,,,,
0.08217602968215942,2,989,,,,,,
0.0551365502178669,2,999,,,,,,
0.07233287394046783,2,1009,,,,,,
0.09125819057226181,2,1019,,,,,,
0.08971677720546722,2,1029,,,,,,
0.07691112160682678,2,1039,,,,,,
0.03796563670039177,2,1049,,,,,,
0.04049251228570938,2,1059,,,,,,
0.08847646415233612,2,1069,,,,,,
0.06315221637487411,2,1079,,,,,,
,2,1088,0.11980663985013962,0.3377895951271057,0.8165326714515686,0.2844715714454651,0.21643835306167603,
0.0764729455113411,3,1089,,,,,,
0.09685951471328735,3,1099,,,,,,
0.05643390491604805,3,1109,,,,,,
0.05308562517166138,3,1119,,,,,,
0.047193996608257294,3,1129,,,,,,
0.04079236835241318,3,1139,,,,,,
0.08486193418502808,3,1149,,,,,,
0.06514057517051697,3,1159,,,,,,
0.06071934476494789,3,1169,,,,,,
0.05699099972844124,3,1179,,,,,,
0.08750391006469727,3,1189,,,,,,
0.06287791579961777,3,1199,,,,,,
