train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0.09152670204639435,9,0,,,,,,
0.07531263679265976,19,0,,,,,,
0.05351012945175171,29,0,,,,,,
0.05084008350968361,39,0,,,,,,
0.08133258670568466,49,0,,,,,,
0.05624961853027344,59,0,,,,,,
0.04853396490216255,69,0,,,,,,
0.08169037848711014,79,0,,,,,,
0.08527705818414688,89,0,,,,,,
0.05829339101910591,99,0,,,,,,
0.0577574297785759,109,0,,,,,,
0.037047602236270905,119,0,,,,,,
0.05741696432232857,129,0,,,,,,
0.08769415318965912,139,0,,,,,,
0.05310913175344467,149,0,,,,,,
0.04305017367005348,159,0,,,,,,
0.04602612182497978,169,0,,,,,,
0.06453423202037811,179,0,,,,,,
0.04919786751270294,189,0,,,,,,
,189,0,0.8276363611221313,0.35331255197525024,0.11162237823009491,0.2461785227060318,0.17827297747135162,
0.053498525172472,199,1,,,,,,
0.0537174828350544,209,1,,,,,,
0.053265973925590515,219,1,,,,,,
0.05199483409523964,229,1,,,,,,
0.04939313232898712,239,1,,,,,,
0.05484861135482788,249,1,,,,,,
0.05579119548201561,259,1,,,,,,
0.05204002186655998,269,1,,,,,,
0.04848921671509743,279,1,,,,,,
0.04477492719888687,289,1,,,,,,
0.0814884826540947,299,1,,,,,,
0.049396365880966187,309,1,,,,,,
0.05884088948369026,319,1,,,,,,
0.0469338595867157,329,1,,,,,,
0.065628781914711,339,1,,,,,,
0.06112316995859146,349,1,,,,,,
0.04557351395487785,359,1,,,,,,
0.048335883766412735,369,1,,,,,,
0.05394624173641205,379,1,,,,,,
,379,1,0.8165241479873657,0.33835509419441223,0.08185379952192307,0.24318744242191315,0.18105849623680115,
0.053225211799144745,389,2,,,,,,
0.048940353095531464,399,2,,,,,,
0.04856600612401962,409,2,,,,,,
0.04826078936457634,419,2,,,,,,
0.0448942556977272,429,2,,,,,,
0.047221340239048004,439,2,,,,,,
0.049404043704271317,449,2,,,,,,
0.03582565486431122,459,2,,,,,,
0.04282025620341301,469,2,,,,,,
0.03993314504623413,479,2,,,,,,
0.07180801033973694,489,2,,,,,,
0.04432166367769241,499,2,,,,,,
0.05236553028225899,509,2,,,,,,
0.04425715655088425,519,2,,,,,,
0.058855004608631134,529,2,,,,,,
0.051335521042346954,539,2,,,,,,
0.03996498882770538,549,2,,,,,,
0.03865482658147812,559,2,,,,,,
0.039606206119060516,569,2,,,,,,
,569,2,0.8256608247756958,0.3491711914539337,0.0897945910692215,0.25977110862731934,0.1977715939283371,
0.05107652768492699,579,3,,,,,,
0.048194050788879395,589,3,,,,,,
0.04203929379582405,599,3,,,,,,
0.045839764177799225,609,3,,,,,,
0.03872017189860344,619,3,,,,,,
0.03781811147928238,629,3,,,,,,
0.038730327039957047,639,3,,,,,,
0.025579337030649185,649,3,,,,,,
0.031101718544960022,659,3,,,,,,
0.0313977412879467,669,3,,,,,,
0.054278742522001266,679,3,,,,,,
0.038725655525922775,689,3,,,,,,
0.04318838194012642,699,3,,,,,,
0.03574785217642784,709,3,,,,,,
0.04819561913609505,719,3,,,,,,
0.04003646597266197,729,3,,,,,,
0.03102310746908188,739,3,,,,,,
0.0216263048350811,749,3,,,,,,
0.02291034162044525,759,3,,,,,,
,759,3,0.826341986656189,0.35019534826278687,0.10058170557022095,0.26699304580688477,0.208913654088974,
0.03921567276120186,769,4,,,,,,
0.04536798596382141,779,4,,,,,,
0.03138941526412964,789,4,,,,,,
0.04212135449051857,799,4,,,,,,
0.027649475261569023,809,4,,,,,,
0.025386907160282135,819,4,,,,,,
0.021813178434967995,829,4,,,,,,
0.012307628989219666,839,4,,,,,,
0.020761651918292046,849,4,,,,,,
0.019268954172730446,859,4,,,,,,
0.017984649166464806,869,4,,,,,,
0.023760519921779633,879,4,,,,,,
0.025796737521886826,889,4,,,,,,
0.013563866727054119,899,4,,,,,,
0.02333115041255951,909,4,,,,,,
0.017234621569514275,919,4,,,,,,
0.010095959529280663,929,4,,,,,,
0.00849022064357996,939,4,,,,,,
0.0013400736497715116,949,4,,,,,,
,949,4,0.8267762064933777,0.3409821093082428,0.16129767894744873,0.271182656288147,0.21727019548416138,
,950,5,,,,,,0.16129767894744873
