train_loss,epoch,step,val_qa_bert_score,val_qa_sas,val_loss,val_qa_answer_f1,val_qa_em,test_loss
0.2972390949726105,0,9,,,,,,
0.1478918194770813,0,19,,,,,,
0.3375369608402252,0,29,,,,,,
0.4189216196537018,0,39,,,,,,
0.1613001972436905,0,49,,,,,,
0.21864968538284302,0,59,,,,,,
0.19773538410663605,0,69,,,,,,
0.763712465763092,0,79,,,,,,
0.3025991916656494,0,89,,,,,,
0.17656606435775757,0,99,,,,,,
0.2251908779144287,0,109,,,,,,
0.1739487498998642,0,119,,,,,,
0.39957544207572937,0,129,,,,,,
0.23651941120624542,0,139,,,,,,
0.1409299671649933,0,149,,,,,,
0.23917199671268463,0,159,,,,,,
0.17734073102474213,0,169,,,,,,
0.3468993902206421,0,179,,,,,,
0.1370026022195816,0,189,,,,,,
0.17373716831207275,0,199,,,,,,
0.23552338778972626,0,209,,,,,,
0.19745449721813202,0,219,,,,,,
0.17343853414058685,0,229,,,,,,
0.23888225853443146,0,239,,,,,,
0.1846437156200409,0,249,,,,,,
0.17339670658111572,0,259,,,,,,
0.19620627164840698,0,269,,,,,,
0.10986173897981644,0,279,,,,,,
0.13664540648460388,0,289,,,,,,
0.18352915346622467,0,299,,,,,,
0.05916232243180275,0,309,,,,,,
0.3122371733188629,0,319,,,,,,
0.12746098637580872,0,329,,,,,,
0.5993620753288269,0,339,,,,,,
0.08693373948335648,0,349,,,,,,
0.06268592178821564,0,359,,,,,,
0.36098504066467285,0,369,,,,,,
0.1067630723118782,0,379,,,,,,
0.07351016998291016,0,389,,,,,,
0.19891394674777985,0,399,,,,,,
0.3231373429298401,0,409,,,,,,
0.10844425857067108,0,419,,,,,,
0.21516132354736328,0,429,,,,,,
0.10178091377019882,0,439,,,,,,
0.09867873787879944,0,449,,,,,,
0.04593141749501228,0,459,,,,,,
0.07787787914276123,0,469,,,,,,
0.08249098062515259,0,479,,,,,,
0.127604141831398,0,489,,,,,,
0.11280952394008636,0,499,,,,,,
0.1434352546930313,0,509,,,,,,
0.24307654798030853,0,519,,,,,,
0.11293276399374008,0,529,,,,,,
0.05858717858791351,0,539,,,,,,
0.1750597357749939,0,549,,,,,,
0.21076670289039612,0,559,,,,,,
0.1679261177778244,0,569,,,,,,
0.07701773196458817,0,579,,,,,,
0.1168629452586174,0,589,,,,,,
0.10724274814128876,0,599,,,,,,
0.11622310429811478,0,609,,,,,,
0.05893681198358536,0,619,,,,,,
0.043064530938863754,0,629,,,,,,
0.15686504542827606,0,639,,,,,,
0.09166298061609268,0,649,,,,,,
0.1092451736330986,0,659,,,,,,
0.1786574274301529,0,669,,,,,,
0.09294825792312622,0,679,,,,,,
0.10988032817840576,0,689,,,,,,
0.11752861738204956,0,699,,,,,,
0.1027115061879158,0,709,,,,,,
0.04902808740735054,0,719,,,,,,
0.08444220572710037,0,729,,,,,,
0.14257945120334625,0,739,,,,,,
0.10426793247461319,0,749,,,,,,
0.09623617678880692,0,759,,,,,,
0.05539269000291824,0,769,,,,,,
0.15258505940437317,0,779,,,,,,
0.06950297206640244,0,789,,,,,,
0.12565213441848755,0,799,,,,,,
0.20157815515995026,0,809,,,,,,
0.04349570348858833,0,819,,,,,,
0.11941858381032944,0,829,,,,,,
0.19611726701259613,0,839,,,,,,
0.12826180458068848,0,849,,,,,,
0.17327210307121277,0,859,,,,,,
0.059722185134887695,0,869,,,,,,
0.11127886921167374,0,879,,,,,,
0.09861616790294647,0,889,,,,,,
0.09719040989875793,0,899,,,,,,
0.1254248023033142,0,909,,,,,,
0.05805763229727745,0,919,,,,,,
0.13148146867752075,0,929,,,,,,
0.14902476966381073,0,939,,,,,,
0.13451418280601501,0,949,,,,,,
0.35095906257629395,0,959,,,,,,
0.06641499698162079,0,969,,,,,,
0.04976092278957367,0,979,,,,,,
,0,979,0.883509635925293,0.666458785533905,0.10690106451511383,0.6001920700073242,0.39335179328918457,
0.12134060263633728,1,989,,,,,,
0.12810108065605164,1,999,,,,,,
0.04869633913040161,1,1009,,,,,,
0.04092172905802727,1,1019,,,,,,
0.13007037341594696,1,1029,,,,,,
0.148612841963768,1,1039,,,,,,
0.03766541928052902,1,1049,,,,,,
0.09706440567970276,1,1059,,,,,,
0.08386131376028061,1,1069,,,,,,
0.05668344721198082,1,1079,,,,,,
0.12462932616472244,1,1089,,,,,,
0.05968780815601349,1,1099,,,,,,
0.04730633273720741,1,1109,,,,,,
0.0735221728682518,1,1119,,,,,,
0.05618922412395477,1,1129,,,,,,
0.031070424243807793,1,1139,,,,,,
0.027662400156259537,1,1149,,,,,,
0.030831078067421913,1,1159,,,,,,
0.2230542004108429,1,1169,,,,,,
0.04816020652651787,1,1179,,,,,,
0.09910513460636139,1,1189,,,,,,
0.05753309279680252,1,1199,,,,,,
0.057481251657009125,1,1209,,,,,,
0.0814075618982315,1,1219,,,,,,
0.12125144898891449,1,1229,,,,,,
0.1449926495552063,1,1239,,,,,,
0.06742215901613235,1,1249,,,,,,
0.04489021748304367,1,1259,,,,,,
0.07539661228656769,1,1269,,,,,,
0.08292470127344131,1,1279,,,,,,
0.05401468649506569,1,1289,,,,,,
