epoch,step,train_loss,val_qa_em,val_qa_answer_f1,val_qa_bert_score,val_qa_sas,val_loss,test_loss,test_avg_qa_em,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas
0,9,0.40595367550849915,,,,,,,,,,
0,19,0.32825538516044617,,,,,,,,,,
0,29,0.1578913927078247,,,,,,,,,,
0,39,0.1803610473871231,,,,,,,,,,
0,49,0.15025347471237183,,,,,,,,,,
0,59,0.13288944959640503,,,,,,,,,,
0,69,0.11821990460157394,,,,,,,,,,
0,79,0.10511749237775803,,,,,,,,,,
0,89,0.12643779814243317,,,,,,,,,,
0,99,0.11426525563001633,,,,,,,,,,
0,109,0.10037402808666229,,,,,,,,,,
0,118,,0.5194552540779114,0.5634675621986389,0.9034499526023865,0.6115997433662415,0.16398750245571136,,,,,
1,119,0.10361240804195404,,,,,,,,,,
1,129,0.13720427453517914,,,,,,,,,,
1,139,0.11765458434820175,,,,,,,,,,
1,149,0.10572896152734756,,,,,,,,,,
1,159,0.07512302696704865,,,,,,,,,,
1,169,0.11405456811189651,,,,,,,,,,
1,179,0.06979724764823914,,,,,,,,,,
1,189,0.05264134332537651,,,,,,,,,,
1,199,0.09979047626256943,,,,,,,,,,
1,209,0.07794427126646042,,,,,,,,,,
1,219,0.07050425559282303,,,,,,,,,,
1,229,0.11353357136249542,,,,,,,,,,
1,237,,0.570038914680481,0.6089138388633728,0.9139343500137329,0.6490648984909058,0.1556544452905655,,,,,
2,239,0.07693452388048172,,,,,,,,,,
2,249,0.10021916031837463,,,,,,,,,,
2,259,0.09163512289524078,,,,,,,,,,
2,269,0.08837958425283432,,,,,,,,,,
2,279,0.0823950543999672,,,,,,,,,,
2,289,0.09197136759757996,,,,,,,,,,
2,299,0.1019284576177597,,,,,,,,,,
2,309,0.1568165272474289,,,,,,,,,,
2,319,0.08891032636165619,,,,,,,,,,
2,329,0.05204658955335617,,,,,,,,,,
2,339,0.0893540307879448,,,,,,,,,,
2,349,0.11007878184318542,,,,,,,,,,
2,356,,0.5875486135482788,0.6254570484161377,0.9180605411529541,0.66236412525177,0.14920762181282043,,,,,
3,359,0.05390843749046326,,,,,,,,,,
3,369,0.07516763359308243,,,,,,,,,,
3,379,0.07056693732738495,,,,,,,,,,
3,389,0.09078416973352432,,,,,,,,,,
3,399,0.08947469294071198,,,,,,,,,,
3,409,0.12309812754392624,,,,,,,,,,
3,419,0.054456133395433426,,,,,,,,,,
3,429,0.07616645097732544,,,,,,,,,,
3,439,0.05197550356388092,,,,,,,,,,
3,449,0.30569520592689514,,,,,,,,,,
3,459,0.06121588498353958,,,,,,,,,,
3,469,0.08667508512735367,,,,,,,,,,
3,475,,0.5894941687583923,0.6274771690368652,0.9178364276885986,0.6639795303344727,0.1463361531496048,,,,,
4,479,0.044849783182144165,,,,,,,,,,
4,489,0.05692235007882118,,,,,,,,,,
4,499,0.19839859008789062,,,,,,,,,,
4,509,0.10572534799575806,,,,,,,,,,
4,519,0.07838591933250427,,,,,,,,,,
4,529,0.08418792486190796,,,,,,,,,,
4,539,0.05733885243535042,,,,,,,,,,
4,549,0.055558204650878906,,,,,,,,,,
4,559,0.16653935611248016,,,,,,,,,,
4,569,0.12686288356781006,,,,,,,,,,
4,579,0.06902146339416504,,,,,,,,,,
4,589,0.053323645144701004,,,,,,,,,,
4,594,,0.5914396643638611,0.6298056840896606,0.918979287147522,0.6652169227600098,0.14496837556362152,,,,,
5,595,,,,,,,0.14496837556362152,0.5914396643638611,0.6298056840896606,0.918979287147522,0.6652169227600098
