epoch,train_loss,step,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,val_qa_answer_f1,test_loss
0,0.10653355717658997,9,,,,,,
0,0.22568143904209137,19,,,,,,
0,0.2045021802186966,29,,,,,,
0,0.23057568073272705,39,,,,,,
0,0.21255578100681305,49,,,,,,
0,0.1675441712141037,59,,,,,,
0,0.12263079732656479,69,,,,,,
0,0.08431492745876312,79,,,,,,
0,0.108578160405159,89,,,,,,
0,0.1804690957069397,99,,,,,,
0,0.18779215216636658,109,,,,,,
0,0.1018327996134758,119,,,,,,
0,0.21240387856960297,129,,,,,,
0,0.0856207087635994,139,,,,,,
0,0.08241866528987885,149,,,,,,
0,0.22502364218235016,159,,,,,,
0,0.07606777548789978,169,,,,,,
0,0.17754298448562622,179,,,,,,
0,0.1529921442270279,189,,,,,,
0,0.14374315738677979,199,,,,,,
0,0.10244343429803848,209,,,,,,
0,0.10462161153554916,219,,,,,,
0,0.048760540783405304,229,,,,,,
0,0.11985155940055847,239,,,,,,
0,0.058135561645030975,249,,,,,,
0,0.09415820240974426,259,,,,,,
0,0.08933814615011215,269,,,,,,
0,0.09517330676317215,279,,,,,,
0,0.1157718151807785,289,,,,,,
0,0.09372910857200623,299,,,,,,
0,0.0721784308552742,309,,,,,,
0,0.14326511323451996,319,,,,,,
0,0.20065252482891083,329,,,,,,
0,0.0674554854631424,339,,,,,,
0,0.10068640857934952,349,,,,,,
0,0.05178995430469513,359,,,,,,
0,0.09243699908256531,369,,,,,,
0,0.04174160584807396,379,,,,,,
0,0.0567406564950943,389,,,,,,
0,0.03538495674729347,399,,,,,,
0,0.03179413080215454,409,,,,,,
0,0.03484692797064781,419,,,,,,
0,0.15257634222507477,429,,,,,,
0,0.03444753214716911,439,,,,,,
0,0.18808692693710327,449,,,,,,
0,0.06163966283202171,459,,,,,,
0,0.03110291250050068,469,,,,,,
0,0.021886449307203293,479,,,,,,
0,0.025490248575806618,489,,,,,,
0,0.01202649436891079,499,,,,,,
0,0.015763409435749054,509,,,,,,
0,0.054091986268758774,519,,,,,,
0,0.04996555298566818,529,,,,,,
0,0.04776541888713837,539,,,,,,
0,0.042424820363521576,549,,,,,,
0,0.03165184333920479,559,,,,,,
0,0.06155773624777794,569,,,,,,
0,,577,0.888300359249115,0.07668294757604599,0.3069767355918884,0.6722819209098816,0.6181554198265076,
1,0.032245833426713943,579,,,,,,
1,0.052549220621585846,589,,,,,,
1,0.020914727821946144,599,,,,,,
1,0.03851953521370888,609,,,,,,
1,0.0302149448543787,619,,,,,,
1,0.11876226216554642,629,,,,,,
1,0.029024291783571243,639,,,,,,
1,0.0164909977465868,649,,,,,,
1,0.04393372684717178,659,,,,,,
1,0.05224911868572235,669,,,,,,
1,0.05208709463477135,679,,,,,,
1,0.045810818672180176,689,,,,,,
1,0.0188443623483181,699,,,,,,
1,0.02031867578625679,709,,,,,,
1,0.1465994417667389,719,,,,,,
1,0.05987899750471115,729,,,,,,
1,0.038684651255607605,739,,,,,,
1,0.035437725484371185,749,,,,,,
1,0.07973410934209824,759,,,,,,
1,0.035928964614868164,769,,,,,,
1,0.04809330776333809,779,,,,,,
1,0.062148984521627426,789,,,,,,
1,0.055115338414907455,799,,,,,,
1,0.03344083949923515,809,,,,,,
1,0.04284144937992096,819,,,,,,
1,0.04681113734841347,829,,,,,,
1,0.03848620504140854,839,,,,,,
1,0.05352048948407173,849,,,,,,
1,0.048299640417099,859,,,,,,
1,0.030986592173576355,869,,,,,,
1,0.0652150958776474,879,,,,,,
1,0.03669470176100731,889,,,,,,
1,0.06329376995563507,899,,,,,,
1,0.05294744297862053,909,,,,,,
1,0.01797446422278881,919,,,,,,
1,0.07707004249095917,929,,,,,,
1,0.03796658664941788,939,,,,,,
1,0.03778507187962532,949,,,,,,
1,0.05492809787392616,959,,,,,,
1,0.017287863418459892,969,,,,,,
1,0.02468078024685383,979,,,,,,
1,0.012696363963186741,989,,,,,,
1,0.00582598801702261,999,,,,,,
1,0.0831776037812233,1009,,,,,,
1,0.06446003913879395,1019,,,,,,
1,0.021895969286561012,1029,,,,,,
1,0.0771385207772255,1039,,,,,,
1,0.008682576939463615,1049,,,,,,
1,0.045213501900434494,1059,,,,,,
1,0.06686672568321228,1069,,,,,,
1,0.022996164858341217,1079,,,,,,
1,0.022088339552283287,1089,,,,,,
1,0.02340902015566826,1099,,,,,,
1,0.07045701891183853,1109,,,,,,
1,0.010760120116174221,1119,,,,,,
1,0.02718840353190899,1129,,,,,,
1,0.07181766629219055,1139,,,,,,
1,0.04280068725347519,1149,,,,,,
1,,1155,0.8942480087280273,0.0943051353096962,0.3348837196826935,0.685920774936676,0.6391899585723877,
2,0.03395700454711914,1159,,,,,,
2,0.03766137734055519,1169,,,,,,
2,0.025264449417591095,1179,,,,,,
2,0.01115674339234829,1189,,,,,,
2,0.01341080293059349,1199,,,,,,
2,0.018613334745168686,1209,,,,,,
2,0.025531377643346786,1219,,,,,,
2,0.04455181583762169,1229,,,,,,
