train_loss,step,epoch,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_loss,val_qa_sas,test_loss
0.5363657474517822,9,0,,,,,,
0.3200829327106476,19,0,,,,,,
0.3249044716358185,29,0,,,,,,
0.23634935915470123,39,0,,,,,,
0.3522017300128937,49,0,,,,,,
0.5255313515663147,59,0,,,,,,
0.3784655034542084,69,0,,,,,,
0.19880960881710052,79,0,,,,,,
0.1492321640253067,89,0,,,,,,
0.16664841771125793,99,0,,,,,,
0.9690606594085693,109,0,,,,,,
0.18375547230243683,119,0,,,,,,
0.13598446547985077,129,0,,,,,,
0.2017815113067627,139,0,,,,,,
0.25009796023368835,149,0,,,,,,
0.10646483302116394,159,0,,,,,,
0.16466781497001648,169,0,,,,,,
0.27537962794303894,179,0,,,,,,
0.19192193448543549,189,0,,,,,,
0.3292807936668396,199,0,,,,,,
0.12838402390480042,209,0,,,,,,
0.1162014901638031,219,0,,,,,,
0.2326904535293579,229,0,,,,,,
0.7644332051277161,239,0,,,,,,
1.0639747381210327,249,0,,,,,,
0.0804462879896164,259,0,,,,,,
0.7814920544624329,269,0,,,,,,
0.14698658883571625,279,0,,,,,,
0.18533124029636383,289,0,,,,,,
0.12902696430683136,299,0,,,,,,
0.09498545527458191,309,0,,,,,,
0.10819776356220245,319,0,,,,,,
0.0842118039727211,329,0,,,,,,
0.1810198426246643,339,0,,,,,,
0.2357529103755951,349,0,,,,,,
0.03654421120882034,359,0,,,,,,
0.11935358494520187,369,0,,,,,,
0.3910633325576782,379,0,,,,,,
2.779703140258789,389,0,,,,,,
0.30622535943984985,399,0,,,,,,
0.14699578285217285,409,0,,,,,,
0.12890438735485077,419,0,,,,,,
0.1812574565410614,429,0,,,,,,
0.1080077663064003,439,0,,,,,,
0.10931621491909027,449,0,,,,,,
0.08090300858020782,459,0,,,,,,
0.17400038242340088,469,0,,,,,,
0.12776318192481995,479,0,,,,,,
0.21645155549049377,489,0,,,,,,
0.26622331142425537,499,0,,,,,,
0.6575944423675537,509,0,,,,,,
0.19371390342712402,519,0,,,,,,
0.0583709217607975,529,0,,,,,,
0.08912390470504761,539,0,,,,,,
1.0056588649749756,549,0,,,,,,
0.08996473252773285,559,0,,,,,,
0.16610567271709442,569,0,,,,,,
0.31853049993515015,579,0,,,,,,
0.18221034109592438,589,0,,,,,,
0.10817623883485794,599,0,,,,,,
0.20584173500537872,609,0,,,,,,
0.07075104117393494,619,0,,,,,,
0.06462672352790833,629,0,,,,,,
0.12294111400842667,639,0,,,,,,
0.20342427492141724,649,0,,,,,,
0.14600974321365356,659,0,,,,,,
0.059911880642175674,669,0,,,,,,
0.10104425996541977,679,0,,,,,,
0.10289917141199112,689,0,,,,,,
0.10505366325378418,699,0,,,,,,
0.20323596894741058,709,0,,,,,,
0.03981085866689682,719,0,,,,,,
0.08621927350759506,729,0,,,,,,
0.24122630059719086,739,0,,,,,,
0.09063300490379333,749,0,,,,,,
0.12014736235141754,759,0,,,,,,
0.054467324167490005,769,0,,,,,,
0.10244185477495193,779,0,,,,,,
0.05181455612182617,789,0,,,,,,
0.05227552726864815,799,0,,,,,,
0.07736508548259735,809,0,,,,,,
0.08885448426008224,819,0,,,,,,
0.08723006397485733,829,0,,,,,,
0.08393647521734238,839,0,,,,,,
0.07727387547492981,849,0,,,,,,
0.10720735788345337,859,0,,,,,,
0.08619434386491776,869,0,,,,,,
0.19760872423648834,879,0,,,,,,
0.06126771867275238,889,0,,,,,,
0.05283014103770256,899,0,,,,,,
0.09103677421808243,909,0,,,,,,
0.03118596225976944,919,0,,,,,,
0.046164385974407196,929,0,,,,,,
0.1154818907380104,939,0,,,,,,
0.08148420602083206,949,0,,,,,,
0.27557939291000366,959,0,,,,,,
0.3410203754901886,969,0,,,,,,
0.09221962094306946,979,0,,,,,,
,985,0,0.6224275231361389,0.38616713881492615,0.8902775049209595,0.12279313057661057,0.6686891317367554,
0.0316520631313324,989,1,,,,,,
0.06879855692386627,999,1,,,,,,
0.04246094077825546,1009,1,,,,,,
0.0643085390329361,1019,1,,,,,,
0.08797401189804077,1029,1,,,,,,
0.0386892668902874,1039,1,,,,,,
0.22051455080509186,1049,1,,,,,,
0.08032606542110443,1059,1,,,,,,
0.11142465472221375,1069,1,,,,,,
0.07374195009469986,1079,1,,,,,,
0.01539550255984068,1089,1,,,,,,
0.05987768620252609,1099,1,,,,,,
0.3198310434818268,1109,1,,,,,,
0.11743707209825516,1119,1,,,,,,
2.0481956005096436,1129,1,,,,,,
0.040643271058797836,1139,1,,,,,,
0.056282803416252136,1149,1,,,,,,
0.07009084522724152,1159,1,,,,,,
0.03812789171934128,1169,1,,,,,,
0.04066845029592514,1179,1,,,,,,
0.04527903348207474,1189,1,,,,,,
0.08491188287734985,1199,1,,,,,,
0.08842881768941879,1209,1,,,,,,
0.11062674224376678,1219,1,,,,,,
0.11112512648105621,1229,1,,,,,,
0.04829203709959984,1239,1,,,,,,
0.05062934383749962,1249,1,,,,,,
0.048066262155771255,1259,1,,,,,,
0.04183535650372505,1269,1,,,,,,
0.028548970818519592,1279,1,,,,,,
0.08718525618314743,1289,1,,,,,,
0.16733819246292114,1299,1,,,,,,
0.05894419923424721,1309,1,,,,,,
0.048459019511938095,1319,1,,,,,,
0.14815321564674377,1329,1,,,,,,
0.08816137909889221,1339,1,,,,,,
0.03598450496792793,1349,1,,,,,,
0.09736589342355728,1359,1,,,,,,
0.08022863417863846,1369,1,,,,,,
0.13514873385429382,1379,1,,,,,,
0.06303641945123672,1389,1,,,,,,
0.11150459200143814,1399,1,,,,,,
0.05847106873989105,1409,1,,,,,,
0.3302473723888397,1419,1,,,,,,
0.03457845747470856,1429,1,,,,,,
0.048657532781362534,1439,1,,,,,,
0.0693412721157074,1449,1,,,,,,
0.1284426599740982,1459,1,,,,,,
0.08232031762599945,1469,1,,,,,,
0.0943756252527237,1479,1,,,,,,
0.08764618635177612,1489,1,,,,,,
0.1039171814918518,1499,1,,,,,,
0.17200537025928497,1509,1,,,,,,
0.08950455486774445,1519,1,,,,,,
0.09978673607110977,1529,1,,,,,,
0.20775452256202698,1539,1,,,,,,
0.09895765781402588,1549,1,,,,,,
0.022166840732097626,1559,1,,,,,,
0.034664176404476166,1569,1,,,,,,
0.0721362978219986,1579,1,,,,,,
0.03754008561372757,1589,1,,,,,,
0.04780545458197594,1599,1,,,,,,
0.02301211655139923,1609,1,,,,,,
0.04103150963783264,1619,1,,,,,,
0.054698310792446136,1629,1,,,,,,
0.024410534650087357,1639,1,,,,,,
0.14422112703323364,1649,1,,,,,,
0.043359093368053436,1659,1,,,,,,
0.022923268377780914,1669,1,,,,,,
0.04529064521193504,1679,1,,,,,,
0.08601175993680954,1689,1,,,,,,
0.035889238119125366,1699,1,,,,,,
0.05122285336256027,1709,1,,,,,,
0.057053208351135254,1719,1,,,,,,
0.06934008002281189,1729,1,,,,,,
0.3786131739616394,1739,1,,,,,,
0.07600980997085571,1749,1,,,,,,
0.04738873243331909,1759,1,,,,,,
0.06153448671102524,1769,1,,,,,,
0.05170717090368271,1779,1,,,,,,
0.10459034144878387,1789,1,,,,,,
0.10851660370826721,1799,1,,,,,,
0.06377135217189789,1809,1,,,,,,
0.05440499261021614,1819,1,,,,,,
0.0965513363480568,1829,1,,,,,,
0.06411883980035782,1839,1,,,,,,
0.07418515533208847,1849,1,,,,,,
0.03273867815732956,1859,1,,,,,,
0.02048364467918873,1869,1,,,,,,
0.01399485394358635,1879,1,,,,,,
0.06171383708715439,1889,1,,,,,,
0.02671402506530285,1899,1,,,,,,
0.03877582401037216,1909,1,,,,,,
0.06906111538410187,1919,1,,,,,,
0.012529035098850727,1929,1,,,,,,
0.011325856670737267,1939,1,,,,,,
0.023563005030155182,1949,1,,,,,,
0.04872302711009979,1959,1,,,,,,
0.015921777114272118,1969,1,,,,,,
,1971,1,0.6342502236366272,0.3890489935874939,0.8929370641708374,0.12925776839256287,0.6816021800041199,
0.04329077526926994,1979,2,,,,,,
0.043175261467695236,1989,2,,,,,,
0.09276982396841049,1999,2,,,,,,
0.037943385541439056,2009,2,,,,,,
0.0808488056063652,2019,2,,,,,,
0.039867617189884186,2029,2,,,,,,
0.057101987302303314,2039,2,,,,,,
0.015961529687047005,2049,2,,,,,,
0.03217467665672302,2059,2,,,,,,
0.02952725812792778,2069,2,,,,,,
0.0817098543047905,2079,2,,,,,,
0.062008846551179886,2089,2,,,,,,
0.042193811386823654,2099,2,,,,,,
0.016623659059405327,2109,2,,,,,,
0.08403805643320084,2119,2,,,,,,
0.10086905211210251,2129,2,,,,,,
0.04633842408657074,2139,2,,,,,,
0.026526227593421936,2149,2,,,,,,
0.03169979900121689,2159,2,,,,,,
0.039683952927589417,2169,2,,,,,,
0.10055161267518997,2179,2,,,,,,
0.032360564917325974,2189,2,,,,,,
0.019115114584565163,2199,2,,,,,,
0.07649682462215424,2209,2,,,,,,
0.07404745370149612,2219,2,,,,,,
0.0139461075887084,2229,2,,,,,,
0.03199702128767967,2239,2,,,,,,
0.05765644460916519,2249,2,,,,,,
0.012829193845391273,2259,2,,,,,,
0.09948901832103729,2269,2,,,,,,
0.016271870583295822,2279,2,,,,,,
0.1408797651529312,2289,2,,,,,,
0.014226016588509083,2299,2,,,,,,
0.020481619983911514,2309,2,,,,,,
0.008920335210859776,2319,2,,,,,,
0.06635262817144394,2329,2,,,,,,
0.060792919248342514,2339,2,,,,,,
