step,train_loss,epoch,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,val_qa_answer_f1,test_loss
9,0.9812037944793701,0,,,,,,
19,0.8908858299255371,0,,,,,,
29,0.6850958466529846,0,,,,,,
39,1.2601691484451294,0,,,,,,
49,0.8805735111236572,0,,,,,,
59,0.9397097826004028,0,,,,,,
69,0.6230509877204895,0,,,,,,
79,0.6832360029220581,0,,,,,,
89,0.6662614941596985,0,,,,,,
99,0.5852399468421936,0,,,,,,
107,,0,0.26350605487823486,0.8243926167488098,0.49075499176979065,0.2540540397167206,0.43795591592788696,
109,1.0628941059112549,1,,,,,,
119,0.950263500213623,1,,,,,,
129,0.4842647612094879,1,,,,,,
139,0.30490508675575256,1,,,,,,
149,0.6751525402069092,1,,,,,,
159,1.182050108909607,1,,,,,,
169,0.6804139614105225,1,,,,,,
179,1.0605883598327637,1,,,,,,
189,0.9485617280006409,1,,,,,,
199,0.7098755836486816,1,,,,,,
209,0.6920552849769592,1,,,,,,
215,,1,0.24219229817390442,0.8701292276382446,0.6288092136383057,0.4054054021835327,0.5851750373840332,
219,0.31696853041648865,2,,,,,,
229,0.2595338821411133,2,,,,,,
239,0.5430762767791748,2,,,,,,
249,0.7463046312332153,2,,,,,,
259,0.24927109479904175,2,,,,,,
269,0.43719106912612915,2,,,,,,
279,0.38261678814888,2,,,,,,
289,0.5542969703674316,2,,,,,,
299,0.8697144985198975,2,,,,,,
309,0.5781406760215759,2,,,,,,
319,0.23496906459331512,2,,,,,,
323,,2,0.23805734515190125,0.8748977184295654,0.6399467587471008,0.4000000059604645,0.6002626419067383,
329,0.3876601755619049,3,,,,,,
339,0.2199380099773407,3,,,,,,
349,0.8698674440383911,3,,,,,,
359,0.2532505393028259,3,,,,,,
369,0.6211615800857544,3,,,,,,
379,0.20089775323867798,3,,,,,,
389,0.661069393157959,3,,,,,,
399,0.7828406095504761,3,,,,,,
409,0.48492640256881714,3,,,,,,
419,0.3658001720905304,3,,,,,,
429,0.3124588429927826,3,,,,,,
431,,3,0.2528785467147827,0.8730901479721069,0.6444478034973145,0.4054054021835327,0.6006044745445251,
439,0.544752299785614,4,,,,,,
449,0.14057838916778564,4,,,,,,
459,0.24353498220443726,4,,,,,,
469,0.2231580764055252,4,,,,,,
479,0.5624131560325623,4,,,,,,
489,0.1528395563364029,4,,,,,,
499,0.9806432127952576,4,,,,,,
509,0.18139764666557312,4,,,,,,
519,0.2532327175140381,4,,,,,,
529,0.2514946758747101,4,,,,,,
539,0.12144047021865845,4,,,,,,
539,,4,0.28066396713256836,0.8711180686950684,0.6368943452835083,0.4054054021835327,0.5916440486907959,
540,,5,,,,,,0.28066396713256836
