step,train_loss,epoch,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,val_qa_em,test_loss
9,0.7924212217330933,0,,,,,,
19,0.5966623425483704,0,,,,,,
29,0.17788411676883698,0,,,,,,
39,0.5314075350761414,0,,,,,,
49,0.5670438408851624,0,,,,,,
59,0.5102580785751343,0,,,,,,
69,0.22330130636692047,0,,,,,,
79,0.5407782196998596,0,,,,,,
89,0.48806628584861755,0,,,,,,
99,1.3570070266723633,0,,,,,,
109,0.8388290405273438,0,,,,,,
119,0.2676827907562256,0,,,,,,
129,0.24526561796665192,0,,,,,,
139,0.22237882018089294,0,,,,,,
149,0.14437827467918396,0,,,,,,
159,0.41942888498306274,0,,,,,,
169,0.11484626680612564,0,,,,,,
179,0.18349197506904602,0,,,,,,
189,0.2527123689651489,0,,,,,,
199,0.26848769187927246,0,,,,,,
201,,0,0.8732798099517822,0.6468816995620728,0.5875466465950012,0.12058574706315994,0.33191490173339844,
209,0.19546698033809662,1,,,,,,
219,0.25366246700286865,1,,,,,,
229,0.1817634105682373,1,,,,,,
239,0.3580096662044525,1,,,,,,
249,0.9867002367973328,1,,,,,,
259,0.29334545135498047,1,,,,,,
269,0.2892789840698242,1,,,,,,
279,0.2248123735189438,1,,,,,,
289,0.21025414764881134,1,,,,,,
299,0.22915062308311462,1,,,,,,
309,0.14986135065555573,1,,,,,,
319,0.28844523429870605,1,,,,,,
329,0.17019173502922058,1,,,,,,
339,0.1999133676290512,1,,,,,,
349,0.21103675663471222,1,,,,,,
359,0.182969868183136,1,,,,,,
369,0.8262246251106262,1,,,,,,
379,0.3081497251987457,1,,,,,,
389,0.2395445555448532,1,,,,,,
399,0.29949694871902466,1,,,,,,
403,,1,0.8933963179588318,0.6869311928749084,0.6431265473365784,0.10433166474103928,0.3914893567562103,
409,0.15923525393009186,2,,,,,,
419,0.31035181879997253,2,,,,,,
429,0.2863250970840454,2,,,,,,
439,0.14961019158363342,2,,,,,,
449,0.2253938466310501,2,,,,,,
459,0.17028269171714783,2,,,,,,
469,0.16153186559677124,2,,,,,,
479,1.7410038709640503,2,,,,,,
489,0.2125265747308731,2,,,,,,
499,0.2936001420021057,2,,,,,,
509,0.499806672334671,2,,,,,,
519,0.16360658407211304,2,,,,,,
529,0.09969740360975266,2,,,,,,
539,0.2279505729675293,2,,,,,,
549,0.21949279308319092,2,,,,,,
559,0.41433393955230713,2,,,,,,
569,0.29097098112106323,2,,,,,,
579,0.18816792964935303,2,,,,,,
589,0.24550846219062805,2,,,,,,
599,0.14566126465797424,2,,,,,,
605,,2,0.902241587638855,0.7092697620391846,0.6721407175064087,0.10096270591020584,0.4170212745666504,
609,0.10624104738235474,3,,,,,,
619,0.056531209498643875,3,,,,,,
629,2.0615384578704834,3,,,,,,
639,0.10100947320461273,3,,,,,,
649,0.07142985612154007,3,,,,,,
659,0.04154499992728233,3,,,,,,
669,0.0778103917837143,3,,,,,,
679,0.0677260160446167,3,,,,,,
689,0.10298440605401993,3,,,,,,
699,0.3161753714084625,3,,,,,,
709,0.05152243375778198,3,,,,,,
719,0.06690865010023117,3,,,,,,
729,0.0761360377073288,3,,,,,,
739,0.07990862429141998,3,,,,,,
749,0.16816845536231995,3,,,,,,
759,0.1609669029712677,3,,,,,,
769,0.04616663232445717,3,,,,,,
779,0.034649934619665146,3,,,,,,
789,0.23251968622207642,3,,,,,,
799,0.14148278534412384,3,,,,,,
807,,3,0.9091333150863647,0.7242774367332458,0.6880484223365784,0.10816401988267899,0.44255319237709045,
809,0.020189646631479263,4,,,,,,
819,0.03896158188581467,4,,,,,,
829,0.020369695499539375,4,,,,,,
839,0.13959574699401855,4,,,,,,
849,0.03024221956729889,4,,,,,,
859,0.0505814366042614,4,,,,,,
869,0.16968582570552826,4,,,,,,
879,0.016344094648957253,4,,,,,,
889,0.05168456584215164,4,,,,,,
899,0.04124201461672783,4,,,,,,
909,0.0238054022192955,4,,,,,,
919,0.018668388947844505,4,,,,,,
929,0.08510041236877441,4,,,,,,
939,0.08925967663526535,4,,,,,,
949,0.024516290053725243,4,,,,,,
959,0.057910237461328506,4,,,,,,
969,0.02331669256091118,4,,,,,,
979,0.010787002742290497,4,,,,,,
989,0.04396909475326538,4,,,,,,
999,0.05704587697982788,4,,,,,,
1009,0.011850723996758461,4,,,,,,
1009,,4,0.9089914560317993,0.7300864458084106,0.6961935758590698,0.11573582142591476,0.45319148898124695,
1010,,5,,,,,,0.11573582142591476
