epoch,train_loss,step,val_qa_answer_f1,val_qa_bert_score,val_loss,val_qa_em,val_qa_sas,test_avg_qa_em,test_avg_qa_answer_f1,test_loss,test_avg_qa_sas,test_avg_qa_bert_score
0,0.6661959290504456,9,,,,,,,,,,
0,0.6966813802719116,19,,,,,,,,,,
0,0.42749232053756714,29,,,,,,,,,,
0,0.253324955701828,39,,,,,,,,,,
0,0.47561967372894287,49,,,,,,,,,,
0,0.432567834854126,59,,,,,,,,,,
0,0.23155058920383453,69,,,,,,,,,,
0,0.311326801776886,79,,,,,,,,,,
0,0.3073771595954895,89,,,,,,,,,,
0,0.23800478875637054,99,,,,,,,,,,
0,0.3037295639514923,109,,,,,,,,,,
0,0.27429574728012085,119,,,,,,,,,,
0,0.19338949024677277,129,,,,,,,,,,
0,0.23640696704387665,139,,,,,,,,,,
0,0.3278651237487793,149,,,,,,,,,,
0,0.16983121633529663,159,,,,,,,,,,
0,0.2378479540348053,169,,,,,,,,,,
0,0.2703689932823181,179,,,,,,,,,,
0,,187,0.45266056060791016,0.8547660112380981,0.16931110620498657,0.3937007784843445,0.4838615357875824,,,,,
1,0.2524847686290741,189,,,,,,,,,,
1,0.14317686855793,199,,,,,,,,,,
1,0.3402784466743469,209,,,,,,,,,,
1,0.19804447889328003,219,,,,,,,,,,
1,0.17638570070266724,229,,,,,,,,,,
1,0.26949620246887207,239,,,,,,,,,,
1,0.23223167657852173,249,,,,,,,,,,
1,0.2683115005493164,259,,,,,,,,,,
1,0.27175408601760864,269,,,,,,,,,,
1,0.44096145033836365,279,,,,,,,,,,
1,0.11964238435029984,289,,,,,,,,,,
1,0.1529565304517746,299,,,,,,,,,,
1,0.18162989616394043,309,,,,,,,,,,
1,0.13503165543079376,319,,,,,,,,,,
1,0.42428314685821533,329,,,,,,,,,,
1,0.2339496612548828,339,,,,,,,,,,
1,0.14472901821136475,349,,,,,,,,,,
1,0.18025125563144684,359,,,,,,,,,,
1,0.09177254140377045,369,,,,,,,,,,
1,,375,0.4678223133087158,0.8574396371841431,0.15044499933719635,0.4125984311103821,0.48760873079299927,,,,,
2,0.3130759000778198,379,,,,,,,,,,
2,0.1230960562825203,389,,,,,,,,,,
2,0.15901049971580505,399,,,,,,,,,,
2,0.25415825843811035,409,,,,,,,,,,
2,0.13910168409347534,419,,,,,,,,,,
2,0.24767524003982544,429,,,,,,,,,,
2,0.1511300504207611,439,,,,,,,,,,
2,0.1683153212070465,449,,,,,,,,,,
2,0.1763715296983719,459,,,,,,,,,,
2,0.19174595177173615,469,,,,,,,,,,
2,0.1003401055932045,479,,,,,,,,,,
2,0.13974741101264954,489,,,,,,,,,,
2,0.14466339349746704,499,,,,,,,,,,
2,0.1525173932313919,509,,,,,,,,,,
2,0.0847487598657608,519,,,,,,,,,,
2,0.17884904146194458,529,,,,,,,,,,
2,0.17682187259197235,539,,,,,,,,,,
2,0.20339123904705048,549,,,,,,,,,,
2,0.1290631741285324,559,,,,,,,,,,
2,,563,0.5204596519470215,0.8717687726020813,0.13573278486728668,0.4692913293838501,0.5344094634056091,,,,,
3,0.09806894510984421,569,,,,,,,,,,
3,0.23106536269187927,579,,,,,,,,,,
3,0.13089634478092194,589,,,,,,,,,,
3,0.10565783828496933,599,,,,,,,,,,
3,0.16767729818820953,609,,,,,,,,,,
3,0.17629404366016388,619,,,,,,,,,,
3,0.16666607558727264,629,,,,,,,,,,
3,0.14273038506507874,639,,,,,,,,,,
3,0.31162312626838684,649,,,,,,,,,,
3,0.1343114674091339,659,,,,,,,,,,
3,0.13129614293575287,669,,,,,,,,,,
3,0.11803202331066132,679,,,,,,,,,,
3,0.12394760549068451,689,,,,,,,,,,
3,0.13367658853530884,699,,,,,,,,,,
3,0.24456138908863068,709,,,,,,,,,,
3,0.33464282751083374,719,,,,,,,,,,
3,0.12244056910276413,729,,,,,,,,,,
3,0.1479874551296234,739,,,,,,,,,,
3,0.09030909836292267,749,,,,,,,,,,
3,,751,0.5374630093574524,0.8774916529655457,0.13049209117889404,0.4850393831729889,0.547968327999115,,,,,
4,0.09389114379882812,759,,,,,,,,,,
4,0.09082171320915222,769,,,,,,,,,,
4,0.13383542001247406,779,,,,,,,,,,
4,0.10730554908514023,789,,,,,,,,,,
4,0.08584164828062057,799,,,,,,,,,,
4,0.1518319994211197,809,,,,,,,,,,
4,0.08977724611759186,819,,,,,,,,,,
4,0.1608976274728775,829,,,,,,,,,,
4,0.09325660765171051,839,,,,,,,,,,
4,0.1260521560907364,849,,,,,,,,,,
4,0.08924147486686707,859,,,,,,,,,,
4,0.15890225768089294,869,,,,,,,,,,
4,0.19833526015281677,879,,,,,,,,,,
4,0.1345948874950409,889,,,,,,,,,,
4,0.10865200310945511,899,,,,,,,,,,
4,0.4587738513946533,909,,,,,,,,,,
4,0.2369360327720642,919,,,,,,,,,,
4,0.161125048995018,929,,,,,,,,,,
4,0.15182071924209595,939,,,,,,,,,,
4,,939,0.5506588220596313,0.8810893893241882,0.12597543001174927,0.4944881796836853,0.5666207075119019,,,,,
5,,940,,,,,,0.4944881796836853,0.5506588220596313,0.12597543001174927,0.5666207075119019,0.8810893893241882
