step,train_loss,epoch,val_qa_bert_score,val_loss,val_qa_answer_f1,val_qa_em,val_qa_sas,test_loss
9,0.3071586489677429,0,,,,,,
19,0.17483484745025635,0,,,,,,
29,0.14566226303577423,0,,,,,,
39,0.5209540128707886,0,,,,,,
49,0.2142428606748581,0,,,,,,
59,0.10259366035461426,0,,,,,,
69,0.07586024701595306,0,,,,,,
79,0.1638454645872116,0,,,,,,
89,0.20229029655456543,0,,,,,,
99,0.12506473064422607,0,,,,,,
109,0.1562490165233612,0,,,,,,
119,0.20849525928497314,0,,,,,,
129,0.20529930293560028,0,,,,,,
139,0.2124234437942505,0,,,,,,
149,0.18678022921085358,0,,,,,,
159,0.19625142216682434,0,,,,,,
169,0.10464855283498764,0,,,,,,
179,0.08600227534770966,0,,,,,,
189,0.12970638275146484,0,,,,,,
199,0.26750820875167847,0,,,,,,
209,0.1507198065519333,0,,,,,,
219,0.10297001898288727,0,,,,,,
229,0.12154656648635864,0,,,,,,
239,0.09805203974246979,0,,,,,,
249,0.12964893877506256,0,,,,,,
259,0.1034480556845665,0,,,,,,
269,0.16729635000228882,0,,,,,,
279,0.11249174922704697,0,,,,,,
289,0.08146219700574875,0,,,,,,
299,0.08882011473178864,0,,,,,,
309,0.13417240977287292,0,,,,,,
319,0.15293824672698975,0,,,,,,
329,0.0922618955373764,0,,,,,,
339,0.0979195088148117,0,,,,,,
349,0.15506191551685333,0,,,,,,
358,,0,0.7980468273162842,0.11306741833686829,0.24609431624412537,0.16819973289966583,0.3144785463809967,
359,0.0794583112001419,1,,,,,,
369,0.11897776275873184,1,,,,,,
379,0.09942017495632172,1,,,,,,
389,0.20809794962406158,1,,,,,,
399,0.08624670654535294,1,,,,,,
409,0.09175615757703781,1,,,,,,
419,0.0953526422381401,1,,,,,,
429,0.07517226785421371,1,,,,,,
439,0.10940417647361755,1,,,,,,
449,0.08354625850915909,1,,,,,,
459,0.2358720600605011,1,,,,,,
469,0.0831875205039978,1,,,,,,
479,0.08117938786745071,1,,,,,,
489,0.08633938431739807,1,,,,,,
499,0.07282429933547974,1,,,,,,
509,0.09105323255062103,1,,,,,,
519,0.0680137425661087,1,,,,,,
529,0.08824215084314346,1,,,,,,
539,0.06280212849378586,1,,,,,,
549,0.14279940724372864,1,,,,,,
559,0.12608511745929718,1,,,,,,
569,0.10071532428264618,1,,,,,,
579,0.1808643937110901,1,,,,,,
589,0.14971907436847687,1,,,,,,
599,0.10150375962257385,1,,,,,,
609,0.15187783539295197,1,,,,,,
619,0.16230075061321259,1,,,,,,
629,0.10735134035348892,1,,,,,,
639,0.08957421034574509,1,,,,,,
649,0.06789086014032364,1,,,,,,
659,0.18035738170146942,1,,,,,,
669,0.09209971874952316,1,,,,,,
679,0.14095143973827362,1,,,,,,
689,0.192585289478302,1,,,,,,
699,0.11769777536392212,1,,,,,,
709,0.1322607547044754,1,,,,,,
717,,1,0.8025406002998352,0.09530765563249588,0.26054859161376953,0.1839684695005417,0.3203207850456238,
719,0.04889014735817909,2,,,,,,
729,0.05315328389406204,2,,,,,,
739,0.08105030655860901,2,,,,,,
749,0.08434438705444336,2,,,,,,
759,0.08590006828308105,2,,,,,,
769,0.06890849024057388,2,,,,,,
779,0.0766548439860344,2,,,,,,
789,0.06504267454147339,2,,,,,,
799,0.08403356373310089,2,,,,,,
809,0.09389583766460419,2,,,,,,
819,0.05538566783070564,2,,,,,,
829,0.05719875544309616,2,,,,,,
839,0.08035711199045181,2,,,,,,
849,0.0906621441245079,2,,,,,,
859,0.05490528419613838,2,,,,,,
869,0.06896349042654037,2,,,,,,
879,0.06245095282793045,2,,,,,,
889,0.07748215645551682,2,,,,,,
899,0.0683208629488945,2,,,,,,
909,0.056371983140707016,2,,,,,,
919,0.09371701627969742,2,,,,,,
929,0.07469619065523148,2,,,,,,
939,0.07260607928037643,2,,,,,,
949,0.07234169542789459,2,,,,,,
959,0.06718241423368454,2,,,,,,
969,0.07275793701410294,2,,,,,,
979,0.0991763100028038,2,,,,,,
989,0.11046469211578369,2,,,,,,
999,0.06647708266973495,2,,,,,,
1009,0.12755022943019867,2,,,,,,
1019,0.07755247503519058,2,,,,,,
1029,0.06746012717485428,2,,,,,,
1039,0.12924763560295105,2,,,,,,
1049,0.07917124778032303,2,,,,,,
1059,0.07048337161540985,2,,,,,,
1069,0.06871198862791061,2,,,,,,
1076,,2,0.8095645308494568,0.09371761977672577,0.2815006375312805,0.20236530900001526,0.3377797305583954,
1079,0.041264958679676056,3,,,,,,
1089,0.050754114985466,3,,,,,,
1099,0.05529022216796875,3,,,,,,
1109,0.04259737581014633,3,,,,,,
1119,0.057193636894226074,3,,,,,,
1129,0.07720381021499634,3,,,,,,
1139,0.07130257040262222,3,,,,,,
1149,0.05615391954779625,3,,,,,,
1159,0.09313754737377167,3,,,,,,
1169,0.054687488824129105,3,,,,,,
1179,0.041107941418886185,3,,,,,,
1189,0.05373711511492729,3,,,,,,
1199,0.061527129262685776,3,,,,,,
