train_loss,epoch,step,val_qa_em,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_loss,test_loss
0.49014782905578613,0,9,,,,,,
0.2897477447986603,0,19,,,,,,
0.23660770058631897,0,29,,,,,,
0.22616079449653625,0,39,,,,,,
0.3329629898071289,0,49,,,,,,
0.27039989829063416,0,59,,,,,,
0.12864331901073456,0,69,,,,,,
0.1410244107246399,0,79,,,,,,
0.2775912880897522,0,89,,,,,,
0.20047105848789215,0,99,,,,,,
0.20190772414207458,0,109,,,,,,
0.28551769256591797,0,119,,,,,,
0.24231141805648804,0,129,,,,,,
0.4025789797306061,0,139,,,,,,
0.24793598055839539,0,149,,,,,,
0.16378238797187805,0,159,,,,,,
0.19261285662651062,0,169,,,,,,
0.1409282237291336,0,179,,,,,,
0.2175774872303009,0,189,,,,,,
0.2143058031797409,0,199,,,,,,
0.20211312174797058,0,209,,,,,,
0.2082466185092926,0,219,,,,,,
0.16319675743579865,0,229,,,,,,
0.2556617856025696,0,239,,,,,,
0.2179897576570511,0,249,,,,,,
0.12871989607810974,0,259,,,,,,
0.18994292616844177,0,269,,,,,,
0.135964035987854,0,279,,,,,,
0.14506302773952484,0,289,,,,,,
0.22648106515407562,0,299,,,,,,
0.0892675444483757,0,309,,,,,,
0.15056702494621277,0,319,,,,,,
0.2883220613002777,0,329,,,,,,
0.13113868236541748,0,339,,,,,,
,0,345,0.33714285492897034,0.8204005360603333,0.411841481924057,0.39306876063346863,0.11104486882686615,
0.13256320357322693,1,349,,,,,,
0.06930525600910187,1,359,,,,,,
0.19924676418304443,1,369,,,,,,
0.1916043609380722,1,379,,,,,,
0.09568515419960022,1,389,,,,,,
0.1618615984916687,1,399,,,,,,
0.10711874812841415,1,409,,,,,,
0.16793692111968994,1,419,,,,,,
0.13278859853744507,1,429,,,,,,
0.11870880424976349,1,439,,,,,,
0.29452523589134216,1,449,,,,,,
0.22598063945770264,1,459,,,,,,
0.17111773788928986,1,469,,,,,,
0.11696746945381165,1,479,,,,,,
0.09857196360826492,1,489,,,,,,
0.08578478544950485,1,499,,,,,,
0.10486149042844772,1,509,,,,,,
0.13941122591495514,1,519,,,,,,
0.12593048810958862,1,529,,,,,,
0.18171054124832153,1,539,,,,,,
0.15151038765907288,1,549,,,,,,
0.06011194363236427,1,559,,,,,,
0.15497924387454987,1,569,,,,,,
0.07902175933122635,1,579,,,,,,
0.22020567953586578,1,589,,,,,,
0.10333225131034851,1,599,,,,,,
0.08930638432502747,1,609,,,,,,
0.12154075503349304,1,619,,,,,,
0.1405923068523407,1,629,,,,,,
0.17203833162784576,1,639,,,,,,
0.11610794067382812,1,649,,,,,,
0.06673353165388107,1,659,,,,,,
0.1198258325457573,1,669,,,,,,
0.07359237223863602,1,679,,,,,,
0.1275901049375534,1,689,,,,,,
,1,691,0.38285714387893677,0.8315173387527466,0.4464002251625061,0.43630754947662354,0.1045929566025734,
0.12509869039058685,2,699,,,,,,
0.11377351731061935,2,709,,,,,,
0.08191823959350586,2,719,,,,,,
0.07530239224433899,2,729,,,,,,
0.06643997877836227,2,739,,,,,,
0.07222890853881836,2,749,,,,,,
0.0767640694975853,2,759,,,,,,
0.08316776156425476,2,769,,,,,,
0.08627913892269135,2,779,,,,,,
0.09315471351146698,2,789,,,,,,
0.11284065246582031,2,799,,,,,,
0.07404276728630066,2,809,,,,,,
0.08768315613269806,2,819,,,,,,
0.06558676809072495,2,829,,,,,,
0.11892683804035187,2,839,,,,,,
0.08695951104164124,2,849,,,,,,
0.04821474105119705,2,859,,,,,,
0.11883120983839035,2,869,,,,,,
0.09070050716400146,2,879,,,,,,
0.05930984020233154,2,889,,,,,,
0.06990344822406769,2,899,,,,,,
0.0861314982175827,2,909,,,,,,
0.081696517765522,2,919,,,,,,
0.032945770770311356,2,929,,,,,,
0.07287720590829849,2,939,,,,,,
0.054668180644512177,2,949,,,,,,
0.10042145103216171,2,959,,,,,,
0.058499764651060104,2,969,,,,,,
0.07377782464027405,2,979,,,,,,
0.08350572735071182,2,989,,,,,,
0.13777689635753632,2,999,,,,,,
0.058949533849954605,2,1009,,,,,,
0.19040334224700928,2,1019,,,,,,
0.05455975979566574,2,1029,,,,,,
,2,1037,0.427142858505249,0.8439695239067078,0.48620909452438354,0.47884365916252136,0.10299064964056015,
0.10834623128175735,3,1039,,,,,,
0.037540774792432785,3,1049,,,,,,
0.07001399248838425,3,1059,,,,,,
