train_loss,step,epoch,val_loss,val_qa_bert_score,val_qa_answer_f1,val_qa_sas,val_qa_em,test_avg_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_sas,test_avg_qa_answer_f1
2.024536609649658,9,0,,,,,,,,,,
2.5861451625823975,19,0,,,,,,,,,,
2.5553781986236572,29,0,,,,,,,,,,
3.0221176147460938,39,0,,,,,,,,,,
1.9850815534591675,49,0,,,,,,,,,,
2.845273733139038,59,0,,,,,,,,,,
1.8472150564193726,69,0,,,,,,,,,,
1.355446696281433,79,0,,,,,,,,,,
2.622670888900757,89,0,,,,,,,,,,
2.698157548904419,99,0,,,,,,,,,,
,108,0,1.7965188026428223,0.7548971176147461,0.23199014365673065,0.3442882299423218,0.08069164305925369,,,,,
2.4899895191192627,109,1,,,,,,,,,,
1.8560019731521606,119,1,,,,,,,,,,
1.0575871467590332,129,1,,,,,,,,,,
1.6587023735046387,139,1,,,,,,,,,,
2.320427656173706,149,1,,,,,,,,,,
2.1940126419067383,159,1,,,,,,,,,,
1.7167155742645264,169,1,,,,,,,,,,
2.086878538131714,179,1,,,,,,,,,,
1.801195740699768,189,1,,,,,,,,,,
1.1746253967285156,199,1,,,,,,,,,,
1.9393999576568604,209,1,,,,,,,,,,
,217,1,1.6989716291427612,0.7787690758705139,0.2783315181732178,0.39585182070732117,0.10951008647680283,,,,,
1.4239509105682373,219,2,,,,,,,,,,
2.1074366569519043,229,2,,,,,,,,,,
1.7158020734786987,239,2,,,,,,,,,,
1.4247702360153198,249,2,,,,,,,,,,
1.8901522159576416,259,2,,,,,,,,,,
2.231353998184204,269,2,,,,,,,,,,
1.7701772451400757,279,2,,,,,,,,,,
1.9333925247192383,289,2,,,,,,,,,,
1.1573513746261597,299,2,,,,,,,,,,
1.1822971105575562,309,2,,,,,,,,,,
1.7982947826385498,319,2,,,,,,,,,,
,326,2,1.6502622365951538,0.7942731380462646,0.3250908851623535,0.4434703588485718,0.14697405695915222,,,,,
1.7241880893707275,329,3,,,,,,,,,,
2.0167009830474854,339,3,,,,,,,,,,
1.5371028184890747,349,3,,,,,,,,,,
1.3053436279296875,359,3,,,,,,,,,,
1.034317135810852,369,3,,,,,,,,,,
0.8326898217201233,379,3,,,,,,,,,,
1.6971046924591064,389,3,,,,,,,,,,
1.305485725402832,399,3,,,,,,,,,,
1.1410750150680542,409,3,,,,,,,,,,
0.8988944292068481,419,3,,,,,,,,,,
1.834140658378601,429,3,,,,,,,,,,
,435,3,1.604271650314331,0.8058273792266846,0.3535647392272949,0.4611261487007141,0.1786743551492691,,,,,
1.707405686378479,439,4,,,,,,,,,,
1.1339502334594727,449,4,,,,,,,,,,
2.007077217102051,459,4,,,,,,,,,,
2.437711715698242,469,4,,,,,,,,,,
1.2394392490386963,479,4,,,,,,,,,,
1.119776964187622,489,4,,,,,,,,,,
1.8388559818267822,499,4,,,,,,,,,,
2.0224766731262207,509,4,,,,,,,,,,
1.4987543821334839,519,4,,,,,,,,,,
1.3993033170700073,529,4,,,,,,,,,,
1.310465693473816,539,4,,,,,,,,,,
,544,4,1.587202548980713,0.8177852034568787,0.3883242607116699,0.4973311126232147,0.19884726405143738,,,,,
,545,5,,,,,,0.8177852034568787,0.19884726405143738,1.587202548980713,0.4973311126232147,0.3883242607116699
