epoch,train_loss,step,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,val_qa_em,test_loss
0,0.31342679262161255,9,,,,,,
0,0.3510861396789551,19,,,,,,
0,0.31558144092559814,29,,,,,,
0,0.2602827250957489,39,,,,,,
0,0.42922550439834595,49,,,,,,
0,0.4037656784057617,59,,,,,,
0,0.3054034411907196,69,,,,,,
0,0.24598942697048187,79,,,,,,
0,0.3748358488082886,89,,,,,,
0,0.26014477014541626,99,,,,,,
0,0.25364840030670166,109,,,,,,
0,0.19812771677970886,119,,,,,,
0,0.2722774147987366,129,,,,,,
0,0.1827901303768158,139,,,,,,
0,0.38176897168159485,149,,,,,,
0,0.11122703552246094,159,,,,,,
0,0.22641479969024658,169,,,,,,
0,0.2615082263946533,179,,,,,,
0,0.3035505414009094,189,,,,,,
0,0.6151589751243591,199,,,,,,
0,,204,0.49883028864860535,0.12083859741687775,0.5598412752151489,0.8470664024353027,0.2789115607738495,
1,0.32546374201774597,209,,,,,,
1,0.3104749917984009,219,,,,,,
1,0.44288843870162964,229,,,,,,
1,0.06917010247707367,239,,,,,,
1,0.2983520030975342,249,,,,,,
1,0.22942788898944855,259,,,,,,
1,0.1818285435438156,269,,,,,,
1,1.3834506273269653,279,,,,,,
1,0.1638762354850769,289,,,,,,
1,0.4688776731491089,299,,,,,,
1,0.14432160556316376,309,,,,,,
1,0.3074718713760376,319,,,,,,
1,0.22486770153045654,329,,,,,,
1,0.20785664021968842,339,,,,,,
1,0.21796543896198273,349,,,,,,
1,0.19351543486118317,359,,,,,,
1,0.3208957314491272,369,,,,,,
1,0.14481790363788605,379,,,,,,
1,0.24538752436637878,389,,,,,,
1,0.3199145197868347,399,,,,,,
1,0.2903464138507843,409,,,,,,
1,,409,0.5322587490081787,0.11648489534854889,0.5972662568092346,0.8588499426841736,0.31972789764404297,
2,0.10935981571674347,419,,,,,,
2,0.1732482761144638,429,,,,,,
2,0.3025428056716919,439,,,,,,
2,0.1206887736916542,449,,,,,,
2,0.1410544067621231,459,,,,,,
2,0.08259103447198868,469,,,,,,
2,0.9493343830108643,479,,,,,,
2,0.06984583288431168,489,,,,,,
2,0.11836372315883636,499,,,,,,
2,0.13917012512683868,509,,,,,,
2,0.12655320763587952,519,,,,,,
2,0.11364760249853134,529,,,,,,
2,0.08936036378145218,539,,,,,,
2,0.18105660378932953,549,,,,,,
2,0.1969868689775467,559,,,,,,
2,0.18474671244621277,569,,,,,,
2,0.16442309319972992,579,,,,,,
2,0.1924353390932083,589,,,,,,
2,0.2774356007575989,599,,,,,,
2,0.12367129325866699,609,,,,,,
2,,614,0.547170877456665,0.11032892763614655,0.6112868189811707,0.8639987111091614,0.32199546694755554,
3,0.1577259749174118,619,,,,,,
3,0.10320582985877991,629,,,,,,
3,0.35862332582473755,639,,,,,,
3,0.032948318868875504,649,,,,,,
3,0.212387815117836,659,,,,,,
3,0.17768195271492004,669,,,,,,
3,0.11713618785142899,679,,,,,,
3,0.9517137408256531,689,,,,,,
3,0.0860346183180809,699,,,,,,
3,0.38315707445144653,709,,,,,,
3,0.09381989389657974,719,,,,,,
3,0.2670481503009796,729,,,,,,
3,0.1414283663034439,739,,,,,,
3,0.14208516478538513,749,,,,,,
3,0.1263311803340912,759,,,,,,
3,0.13169914484024048,769,,,,,,
3,0.1916423738002777,779,,,,,,
3,0.17481866478919983,789,,,,,,
3,0.19878152012825012,799,,,,,,
3,0.18993104994297028,809,,,,,,
3,0.23657076060771942,819,,,,,,
3,,819,0.5586581826210022,0.10591595619916916,0.6183857917785645,0.8679473400115967,0.33560091257095337,
4,0.06677554547786713,829,,,,,,
4,0.06325028836727142,839,,,,,,
4,0.20803038775920868,849,,,,,,
4,0.07507069408893585,859,,,,,,
4,0.08513382077217102,869,,,,,,
4,0.037486135959625244,879,,,,,,
4,0.7003982067108154,889,,,,,,
4,0.060366686433553696,899,,,,,,
4,0.0412994921207428,909,,,,,,
4,0.10626831650733948,919,,,,,,
4,0.06170084699988365,929,,,,,,
4,0.09401202946901321,939,,,,,,
4,0.039853181689977646,949,,,,,,
4,0.0836198702454567,959,,,,,,
4,0.1498919129371643,969,,,,,,
4,0.11045390367507935,979,,,,,,
4,0.08724088966846466,989,,,,,,
4,0.11294019222259521,999,,,,,,
4,0.17420145869255066,1009,,,,,,
4,0.05310065299272537,1019,,,,,,
4,,1024,0.5664322972297668,0.11419244855642319,0.623156726360321,0.8715711832046509,0.3424036204814911,
5,,1025,,,,,,0.11419244855642319
