train_loss,step,epoch,val_qa_answer_f1,val_loss,val_qa_bert_score,val_qa_sas,val_qa_em,test_loss
0.6851975917816162,9,0,,,,,,
0.32806017994880676,19,0,,,,,,
0.9203733801841736,29,0,,,,,,
0.8945195078849792,39,0,,,,,,
1.0102697610855103,49,0,,,,,,
2.3340468406677246,59,0,,,,,,
12.789793014526367,69,0,,,,,,
0.19645248353481293,79,0,,,,,,
0.5133057236671448,89,0,,,,,,
,96,0,0.4370966851711273,0.1414998173713684,0.841713011264801,0.5088400840759277,0.2624434530735016,
0.2430257797241211,99,1,,,,,,
0.28934574127197266,109,1,,,,,,
1.5212225914001465,119,1,,,,,,
0.3323281705379486,129,1,,,,,,
0.33208411931991577,139,1,,,,,,
0.11318766325712204,149,1,,,,,,
0.6664698123931885,159,1,,,,,,
0.10336395353078842,169,1,,,,,,
0.22817078232765198,179,1,,,,,,
0.7553012371063232,189,1,,,,,,
,193,1,0.5026440620422363,0.13024359941482544,0.8622199892997742,0.5611566305160522,0.37556561827659607,
0.5733792185783386,199,2,,,,,,
0.13066565990447998,209,2,,,,,,
0.6100353002548218,219,2,,,,,,
0.30172786116600037,229,2,,,,,,
0.42239129543304443,239,2,,,,,,
0.12151362001895905,249,2,,,,,,
0.21461910009384155,259,2,,,,,,
0.288576602935791,269,2,,,,,,
0.23402638733386993,279,2,,,,,,
0.44491812586784363,289,2,,,,,,
,290,2,0.49794861674308777,0.13072505593299866,0.8614160418510437,0.5541286468505859,0.38009050488471985,
0.33415287733078003,299,3,,,,,,
0.03958684206008911,309,3,,,,,,
0.07215439528226852,319,3,,,,,,
0.10083220899105072,329,3,,,,,,
0.04239731654524803,339,3,,,,,,
0.347522497177124,349,3,,,,,,
0.26064375042915344,359,3,,,,,,
0.19291774928569794,369,3,,,,,,
0.10176099091768265,379,3,,,,,,
,387,3,0.5187504887580872,0.1357855349779129,0.8678475022315979,0.5698657631874084,0.3891402781009674,
0.13591842353343964,389,4,,,,,,
0.042393334209918976,399,4,,,,,,
0.042303647845983505,409,4,,,,,,
0.02435990236699581,419,4,,,,,,
0.08755123615264893,429,4,,,,,,
0.03525233641266823,439,4,,,,,,
0.0499071404337883,449,4,,,,,,
0.04099806770682335,459,4,,,,,,
0.14364339411258698,469,4,,,,,,
0.04684052616357803,479,4,,,,,,
,484,4,0.5142382383346558,0.145568385720253,0.8675332069396973,0.5620919466018677,0.39819005131721497,
,485,5,,,,,,0.1357855349779129
