epoch,train_loss,step,val_loss,val_qa_em,val_qa_sas,val_qa_bert_score,val_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em,test_loss,test_avg_qa_bert_score,test_avg_qa_answer_f1
0,0.7157447934150696,9,,,,,,,,,,
0,0.6594290733337402,19,,,,,,,,,,
0,0.5219971537590027,29,,,,,,,,,,
0,0.42562466859817505,39,,,,,,,,,,
0,0.49053847789764404,49,,,,,,,,,,
0,0.5165170431137085,59,,,,,,,,,,
0,0.21936310827732086,69,,,,,,,,,,
0,0.36046692728996277,79,,,,,,,,,,
0,0.3110969364643097,89,,,,,,,,,,
0,0.27537548542022705,99,,,,,,,,,,
0,0.3222588002681732,109,,,,,,,,,,
0,0.21810002624988556,119,,,,,,,,,,
0,0.29614806175231934,129,,,,,,,,,,
0,0.2708074450492859,139,,,,,,,,,,
0,0.4356295168399811,149,,,,,,,,,,
0,0.22038133442401886,159,,,,,,,,,,
0,0.297307550907135,169,,,,,,,,,,
0,0.38766366243362427,179,,,,,,,,,,
0,,187,0.1987004429101944,0.30393701791763306,0.42148667573928833,0.8340269923210144,0.3763716518878937,,,,,
1,0.2314283400774002,189,,,,,,,,,,
1,0.1396118700504303,199,,,,,,,,,,
1,0.3511775732040405,209,,,,,,,,,,
1,0.22383737564086914,219,,,,,,,,,,
1,0.2153470814228058,229,,,,,,,,,,
1,0.19492460787296295,239,,,,,,,,,,
1,0.21569941937923431,249,,,,,,,,,,
1,0.2316201627254486,259,,,,,,,,,,
1,0.2827712893486023,269,,,,,,,,,,
1,0.45754483342170715,279,,,,,,,,,,
1,0.22608086466789246,289,,,,,,,,,,
1,0.17730768024921417,299,,,,,,,,,,
1,0.38776394724845886,309,,,,,,,,,,
1,0.1901724636554718,319,,,,,,,,,,
1,0.4174695611000061,329,,,,,,,,,,
1,0.2777174711227417,339,,,,,,,,,,
1,0.1573134958744049,349,,,,,,,,,,
1,0.15082807838916779,359,,,,,,,,,,
1,0.18011941015720367,369,,,,,,,,,,
1,,375,0.18123877048492432,0.36220473051071167,0.4591810703277588,0.8470015525817871,0.4258526563644409,,,,,
2,0.34618574380874634,379,,,,,,,,,,
2,0.1732657104730606,389,,,,,,,,,,
2,0.18352937698364258,399,,,,,,,,,,
2,0.23403078317642212,409,,,,,,,,,,
2,0.1672029197216034,419,,,,,,,,,,
2,0.27768808603286743,429,,,,,,,,,,
2,0.17107155919075012,439,,,,,,,,,,
2,0.27358344197273254,449,,,,,,,,,,
2,0.183651864528656,459,,,,,,,,,,
2,0.24435512721538544,469,,,,,,,,,,
2,0.13608768582344055,479,,,,,,,,,,
2,0.12225614488124847,489,,,,,,,,,,
2,0.27763837575912476,499,,,,,,,,,,
2,0.18433831632137299,509,,,,,,,,,,
2,0.1313810497522354,519,,,,,,,,,,
2,0.20623742043972015,529,,,,,,,,,,
2,0.207771435379982,539,,,,,,,,,,
2,0.2350030243396759,549,,,,,,,,,,
2,0.09839243441820145,559,,,,,,,,,,
2,,563,0.161098450422287,0.3732283413410187,0.46046942472457886,0.8508915901184082,0.43060725927352905,,,,,
3,0.10958996415138245,569,,,,,,,,,,
3,0.2154221385717392,579,,,,,,,,,,
3,0.1640847623348236,589,,,,,,,,,,
3,0.12748835980892181,599,,,,,,,,,,
3,0.19565191864967346,609,,,,,,,,,,
3,0.17307399213314056,619,,,,,,,,,,
3,0.17732766270637512,629,,,,,,,,,,
3,0.1399361491203308,639,,,,,,,,,,
3,0.25748783349990845,649,,,,,,,,,,
3,0.20695042610168457,659,,,,,,,,,,
3,0.13827988505363464,669,,,,,,,,,,
3,0.16531579196453094,679,,,,,,,,,,
3,0.2022128850221634,689,,,,,,,,,,
3,0.12670673429965973,699,,,,,,,,,,
3,0.21134786307811737,709,,,,,,,,,,
3,0.406084805727005,719,,,,,,,,,,
3,0.1292208433151245,729,,,,,,,,,,
3,0.15702815353870392,739,,,,,,,,,,
3,0.14045758545398712,749,,,,,,,,,,
3,,751,0.1547638177871704,0.3984251916408539,0.48203063011169434,0.8584126234054565,0.45931902527809143,,,,,
4,0.1473853588104248,759,,,,,,,,,,
4,0.11140073090791702,769,,,,,,,,,,
4,0.19721421599388123,779,,,,,,,,,,
4,0.11309579014778137,789,,,,,,,,,,
4,0.13702628016471863,799,,,,,,,,,,
4,0.22207003831863403,809,,,,,,,,,,
4,0.11271683126688004,819,,,,,,,,,,
4,0.1983948051929474,829,,,,,,,,,,
4,0.13001412153244019,839,,,,,,,,,,
4,0.2151121348142624,849,,,,,,,,,,
4,0.16580761969089508,859,,,,,,,,,,
4,0.18088188767433167,869,,,,,,,,,,
4,0.2601601779460907,879,,,,,,,,,,
4,0.23226961493492126,889,,,,,,,,,,
4,0.157634437084198,899,,,,,,,,,,
4,0.5858327746391296,909,,,,,,,,,,
4,0.21204450726509094,919,,,,,,,,,,
4,0.16552601754665375,929,,,,,,,,,,
4,0.13330791890621185,939,,,,,,,,,,
4,,939,0.15588797628879547,0.3937007784843445,0.4811175763607025,0.8586028814315796,0.45413026213645935,,,,,
5,,940,,,,,,0.4811175763607025,0.3937007784843445,0.15588797628879547,0.8586028814315796,0.45413026213645935
