step,epoch,train_loss,val_qa_em,val_qa_answer_f1,val_loss,val_qa_sas,val_qa_bert_score,test_avg_qa_em,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_bert_score
9,0,2.5224454402923584,,,,,,,,,,
19,0,1.348160982131958,,,,,,,,,,
29,0,2.059614658355713,,,,,,,,,,
39,0,1.6414456367492676,,,,,,,,,,
49,0,0.9097939133644104,,,,,,,,,,
59,0,1.4423574209213257,,,,,,,,,,
69,0,1.9058263301849365,,,,,,,,,,
79,0,0.8903624415397644,,,,,,,,,,
89,0,0.9474076628684998,,,,,,,,,,
99,0,0.8867474794387817,,,,,,,,,,
107,0,,0.1772853136062622,0.31332266330718994,1.28175687789917,0.4074229300022125,0.7846272587776184,,,,,
109,1,2.3184101581573486,,,,,,,,,,
119,1,2.1650636196136475,,,,,,,,,,
129,1,1.0576649904251099,,,,,,,,,,
139,1,0.7619823813438416,,,,,,,,,,
149,1,0.8504530191421509,,,,,,,,,,
159,1,0.5799368023872375,,,,,,,,,,
169,1,1.184537649154663,,,,,,,,,,
179,1,1.6169267892837524,,,,,,,,,,
189,1,1.2731989622116089,,,,,,,,,,
199,1,1.1998162269592285,,,,,,,,,,
209,1,1.6851756572723389,,,,,,,,,,
215,1,,0.21883656084537506,0.3970712125301361,1.1634217500686646,0.49367356300354004,0.8168008923530579,,,,,
219,2,0.935350239276886,,,,,,,,,,
229,2,0.8580041527748108,,,,,,,,,,
239,2,0.7572749853134155,,,,,,,,,,
249,2,0.7347242832183838,,,,,,,,,,
259,2,0.5624381899833679,,,,,,,,,,
269,2,1.4841586351394653,,,,,,,,,,
279,2,1.5842691659927368,,,,,,,,,,
289,2,1.5774893760681152,,,,,,,,,,
299,2,1.2217892408370972,,,,,,,,,,
309,2,0.774336040019989,,,,,,,,,,
319,2,1.4041730165481567,,,,,,,,,,
323,2,,0.2770083248615265,0.4593946635723114,1.1265288591384888,0.542830765247345,0.8417564630508423,,,,,
329,3,0.4297885298728943,,,,,,,,,,
339,3,1.2285802364349365,,,,,,,,,,
349,3,1.1624386310577393,,,,,,,,,,
359,3,1.18278169631958,,,,,,,,,,
369,3,1.7810454368591309,,,,,,,,,,
379,3,1.0199532508850098,,,,,,,,,,
389,3,0.479927659034729,,,,,,,,,,
399,3,1.8897932767868042,,,,,,,,,,
409,3,1.0275453329086304,,,,,,,,,,
419,3,1.0704377889633179,,,,,,,,,,
429,3,1.7263579368591309,,,,,,,,,,
431,3,,0.2825484871864319,0.4553543031215668,1.101271152496338,0.5433986783027649,0.8408114314079285,,,,,
439,4,1.2050892114639282,,,,,,,,,,
449,4,0.8921105265617371,,,,,,,,,,
459,4,0.79384845495224,,,,,,,,,,
469,4,1.1598695516586304,,,,,,,,,,
479,4,1.2793676853179932,,,,,,,,,,
489,4,0.7138287425041199,,,,,,,,,,
499,4,1.4440414905548096,,,,,,,,,,
509,4,1.3364452123641968,,,,,,,,,,
519,4,1.013654351234436,,,,,,,,,,
529,4,2.5366668701171875,,,,,,,,,,
539,4,0.9658357501029968,,,,,,,,,,
539,4,,0.2936288118362427,0.4717353582382202,1.080827236175537,0.5533818602561951,0.8478587865829468,,,,,
540,5,,,,,,,0.2936288118362427,1.080827236175537,0.4717353582382202,0.5533818602561951,0.8478587865829468
